Target_genes	Junb|Average	SRX520196|3T3-L1	SRX10652554|CD4+_T_cells	SRX974255|CD4+_T_cells	SRX974256|CD4+_T_cells	SRX437450|CD8+_T_cells	SRX671663|Cortical_neuron	SRX671668|Cortical_neuron	SRX122410|Dendritic_Cells	SRX122411|Dendritic_Cells	SRX122412|Dendritic_Cells	SRX122413|Dendritic_Cells	SRX122414|Dendritic_Cells	SRX122415|Dendritic_Cells	SRX122416|Dendritic_Cells	SRX122417|Dendritic_Cells	SRX3380971|Dendritic_Cells	SRX3380972|Dendritic_Cells	SRX3380973|Dendritic_Cells	SRX390506|Dendritic_Cells	SRX197289|Macrophages	SRX197290|Macrophages	SRX2417357|Macrophages	SRX2417358|Macrophages	SRX2417359|Macrophages	SRX2901290|Macrophages	SRX2901291|Macrophages	SRX2901292|Macrophages	SRX2901293|Macrophages	SRX2901294|Macrophages	SRX3723668|Neutrophils	SRX3723669|Neutrophils	SRX3723671|Neutrophils	SRX3723672|Neutrophils	SRX6437850|Pancreatic_adenocarcinoma	SRX9344838|RAW_264.7	SRX9344839|RAW_264.7	SRX9344840|RAW_264.7	SRX9344876|RAW_264.7	SRX9344877|RAW_264.7	SRX9344878|RAW_264.7	SRX9344879|RAW_264.7	SRX9344880|RAW_264.7	SRX9344881|RAW_264.7	SRX9344882|RAW_264.7	SRX9344883|RAW_264.7	SRX9344884|RAW_264.7	SRX9344885|RAW_264.7	SRX9344886|RAW_264.7	SRX9344887|RAW_264.7	SRX172345|Th17_Cells	SRX2145549|Th17_Cells	SRX2145550|Th17_Cells	SRX2773918|Th17_Cells	SRX2773920|Th17_Cells	SRX18275256|Th2_Cells	SRX18275258|Th2_Cells	SRX4891576|Treg	STRING
AB010352	34.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	0	220	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idi1	34.385965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	96	304	254	0	0	0	0	209	0	0	0	112	132	0	0	179	169	0	0	0	0	195	177	0	0	0	0	0	0	0	0	0
Comtd1	34.385965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	366	374	0	0	0	0	471	343	96	0	0	0	93	0	0	0	0
A430057M04Rik	34.385965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	366	374	0	0	0	0	471	343	96	0	0	0	93	0	0	0	0
Tmem161a	34.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	231	230	213	0	0	0	0	0	0	0	0	185	0	0	0	141	150	0	0	0	150	198	169	0	0	0	0	202	0	0	0	0
Tax1bp1	34.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	341	318	0	0	0	0	316	0	0	0	82	111	0	0	116	136	0	0	0	0	116	151	0	0	0	0	149	0	0	0	0
Snx24	34.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	185	210	0	0	0	0	456	0	0	0	226	155	0	0	0	0	0	0	0	0	301	322	0	0	0	0	0	0	0	0	0
Sgpp2	34.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	300	0	0	0	0	337	219	0	0	0	308	451	0	0	0	0
Map10	34.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	478	0	0	0	249	0	0	0	0	0	0	230	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0
Vill	34.298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	697	0	0	0	240	168	0	0	205	192	0	0	0	0	228	83	0	0	0	0	0	0	0	0	0
Polb	34.298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	197	0	0	0	174	0	0	0	0	0	0	477	385	0	0	0	0	0	0	0	0	178	107	0	0	0	0	0	0	0	0	171	0	0	0	0	0	102	0	0	0	0
Ifit1bl1	34.298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	176	279	0	0	158	0	254	112	0	0	0	172	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0
As3mt	34.298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	354	288	0	0	0	0	0	0	0	0	119	0	0	0	118	108	0	0	0	0	504	365	0	0	0	0	0	0	0	0	0
Mrfap1	34.280702	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	369	0	0	0	0	0	0	0	0	107	0	0	0	136	251	0	0	0	0	242	250	0	0	0	0	0	0	0	0	0
Unc45a	34.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	186	0	0	0	0	168	0	0	0	187	0	0	0	163	232	0	0	0	0	363	340	0	0	0	0	79	0	0	0	0
Stx17	34.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	184	182	0	0	155	378	0	0	0	84	490	395	0	0	0	0	0	0	0	0	0
Pax6	34.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	239	0	0	0	0	0	0	0	0	176	128	0	0	182	279	0	0	0	101	352	306	0	0	0	0	0	0	0	0	0
Myd88	34.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	369	326	0	0	0	0	415	0	0	0	76	0	0	0	138	137	0	0	0	0	156	158	0	0	0	0	0	0	0	0	0
Ccdc9	34.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	123	0	0	186	409	0	0	0	0	417	492	0	0	0	0	144	0	0	0	0
Acaa1a	34.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	369	326	0	0	0	0	415	0	0	0	76	0	0	0	138	137	0	0	0	0	156	158	0	0	0	0	0	0	0	0	0
Ddx5	34.245614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	256	230	0	0	217	337	0	0	0	0	384	293	0	0	0	0	113	0	0	0	0
Cep95	34.245614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	256	230	0	0	217	337	0	0	0	0	384	293	0	0	0	0	113	0	0	0	0
Bod1l	34.22807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	212	194	0	0	0	103	153	0	0	0	0	147	0	0	0	91	0	0	0	140	109	0	0	0	0	0	87	139	0	0	122	296	0	0	0	0
Abhd17a	34.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	138	0	0	0	0	0	0	0	0	0	0	0	0	214	325	0	0	0	0	561	559	0	0	0	0	0	0	0	0	0
Uhrf1bp1	34.192982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfcp2l1	34.192982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	135	0	0	0	174	152	0	0	423	282	0	0	0	0	355	225	0	0	0	0	0	0	0	0	0
Smchd1	34.192982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	61	89	0	0	277	252	0	0	0	0	406	426	0	0	0	0	0	0	0	0	0
Mok	34.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	228	0	0	0	0	0	0	0	0	0	0	0	0	212	264	0	0	0	0	487	329	0	0	0	0	0	0	0	0	0
Hbp1	34.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	291	226	0	0	0	0	226	0	0	0	104	0	0	0	230	144	0	0	0	0	166	265	0	0	0	0	0	0	0	0	0
Epb41l2	34.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	291	286	0	0	0	0	0	0	0	0	0	99	0	0	165	201	0	0	0	0	447	310	0	0	0	0	0	0	0	0	0
Ptbp1	34.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	665	648	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	148	217	0	0	0	0	0	0	0	0	0
Prr12	34.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	213	0	0	0	0	109	0	0	0	119	130	0	0	257	315	0	0	128	0	181	258	0	0	0	0	101	0	0	0	0
Galnt12	34.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	110	359	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	410	0	0	0	0
BC029722	34.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809	0	0	0	0	90	0	0	0	233	0	0	0	0	314	337	0	0	0	0	163	0	0	0	0
Tigar	34.122807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	242	213	0	0	249	316	0	0	116	0	356	264	0	0	0	0	0	0	0	0	0
Tcf4	34.122807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	273	178	0	0	0	0	144	0	0	0	117	126	0	0	167	162	0	0	0	0	273	258	0	0	0	0	165	0	0	0	0
Lsg1	34.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	176	110	0	0	0	0	119	0	0	0	0	0	0	0	263	252	0	0	0	0	495	451	0	0	0	0	0	0	0	0	0
Dsn1	34.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	136	147	369	358	0	0	0	0	134	0	0	0	128	79	0	0	161	0	0	0	0	0	120	112	0	0	0	0	91	0	0	0	0
Chmp7	34.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	210	0	0	0	0	290	0	0	0	337	151	0	0	185	290	0	0	0	0	196	117	0	0	0	0	0	0	0	0	0
Rnaset2b	34.087719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	294	259	0	0	0	347	297	0	0	0	0	0	0	0	0	159	119	0	0	0	0	0	0	0	0	0	0	0	0	0	148	158	0	0	0	0
Slc46a1	34.070175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	383	243	0	0	0	0	175	0	0	0	0	144	0	0	207	194	0	0	0	0	272	248	0	0	0	0	0	0	0	0	0
Itgb3bp	34.070175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	93	286	0	0	0	0	176	0	0	0	0	0	95	0	0	0	0	0	0	0	149	0	0	0	0	440	405	0	0	0	0
Efcab7	34.070175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	93	286	0	0	0	0	176	0	0	0	0	0	95	0	0	0	0	0	0	0	149	0	0	0	0	440	405	0	0	0	0
Stk38l	34.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	147	0	0	0	0	303	0	0	0	120	161	0	0	190	295	0	0	0	0	177	201	0	0	0	0	0	0	0	0	0
Socs7	34.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	705	0	0	0	0	0	0	0	0	118	0	0	0	0	85	0	0	0	0	287	275	0	0	0	0	0	0	0	0	0
Siva1	34.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	403	0	0	0	0	180	0	0	0	91	0	0	0	173	312	0	0	0	0	293	236	0	0	0	0	0	0	0	0	0
Lsm4	34.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	216	274	0	0	0	0	0	0	0	0	0	80	0	0	213	229	0	0	0	0	177	122	0	0	0	134	368	0	0	0	0
Fkbp5	34.052632	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	134	219	0	0	0	0	123	0	329	0	0	294	545	0	0	0	0
Rpl35	34.035088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	422	0	0	0	0	0	0	0	0	0	0	0	0	114	237	0	0	0	0	244	215	0	0	0	0	0	0	0	0	0
Etv3l	34.017544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	297	0	0	0	0	0	0	0	0	0	0	0	0	120	145	0	0	0	0	335	230	0	0	0	310	254	0	0	0	0
Yap1	34.0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	571	0	0	0	0
Lag3	33.982456	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	288	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	451	0	0	0	0
Spg21	33.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	346	289	0	0	0	0	0	0	0	0	0	0	0	0	181	208	0	0	0	0	393	371	0	0	0	0	0	0	0	0	0
Kpna3	33.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	291	368	0	0	0	0	212	0	0	0	154	104	0	0	210	106	0	0	0	0	127	196	0	0	0	0	0	0	0	0	0
Uba1	33.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	203	0	0	0	0	312	0	0	0	197	153	0	0	159	284	0	0	0	0	172	205	0	0	0	0	0	0	0	0	0
Mapk13	33.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	110	0	0	0	0	378	532	0	0	0	0	569	244	0	0	0	0	0	0	0	0	0
D8Ertd738e	33.929825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	163	339	254	0	0	0	0	0	0	0	0	133	233	0	0	122	214	0	0	0	0	184	124	0	0	0	0	90	0	0	0	0
Clec4a3	33.929825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	455	417	0	0	0	0	0	0	0	0	155	0	0	0	148	147	0	0	0	0	286	218	0	0	0	0	0	0	0	0	0
Atp2b1	33.929825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	154	0	0	0	287	296	0	0	0	0	456	428	0	0	0	0	184	0	0	0	0
Il17f	33.912281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	115	0	0	0	0	0	154	0	0	0	0	601	756	0	0	0	0
Sgpp1	33.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1731	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prokr1	33.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt1	33.859649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	340	0	0	0	0	0	0	0	0	0	0	0	0	158	190	0	0	0	0	187	252	0	0	0	169	309	0	0	0	0
Pfas	33.859649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	396	0	0	0	0	0	0	0	0	0	0	0	0	195	256	0	0	0	0	596	334	0	0	0	0	0	0	0	0	0
a	33.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	203	0	0	0	0	518	0	0	0	82	0	0	0	195	248	0	0	0	0	208	172	0	0	0	0	0	0	0	0	0
Mvp	33.807018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	243	0	0	0	0	173	0	0	0	0	0	0	0	288	274	0	0	0	0	387	271	0	0	0	0	0	0	0	0	0
Etfrf1	33.807018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	439	473	0	0	0	0	182	0	0	0	0	0	0	0	194	128	0	0	0	0	183	177	0	0	0	0	0	0	0	0	0
Casc1	33.807018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	439	473	0	0	0	0	182	0	0	0	0	0	0	0	194	128	0	0	0	0	183	177	0	0	0	0	0	0	0	0	0
Cep57l1	33.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	211	162	0	0	0	0	347	269	0	0	0	384	377	0	0	0	0
Cdkn2aipnl	33.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	88	127	0	0	245	395	0	0	0	0	365	283	0	0	0	0	152	0	0	0	0
Yif1b	33.77193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	464	313	0	0	0	0	112	0	0	0	115	0	0	0	146	151	0	0	0	0	309	240	0	0	0	0	0	0	0	0	0
Dlgap4	33.77193	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	289	381	0	0	0	0	0	0	0	0	0	0	0	0	206	210	0	0	0	0	394	198	0	0	0	0	0	0	0	0	0
Tns2	33.754386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	169	0	0	0	0	254	0	0	0	0	0	0	0	228	107	0	0	0	0	547	365	0	0	0	0	110	0	0	0	0
B4galt1	33.754386	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	433	481	0	0	0	0	90	0	0	0	0	0	0	0	94	78	0	0	0	0	196	184	0	0	0	0	0	0	0	0	0
Gpd1l	33.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	258	163	116	0	173	339	0	0	0	0	397	266	0	0	0	0	0	0	0	0	0
Fam126a	33.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	435	581	0	0	0	0	0	0	0	0	0	0	0	0	196	137	0	0	0	0	281	101	0	0	0	0	0	0	0	0	0
Chrnb1	33.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	310	0	0	0	143	0	0	0	243	138	0	0	0	0	543	459	0	0	0	0	0	0	0	0	0
Zfp786	33.719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	136	0	0	0	0	143	0	0	0	111	92	0	0	0	0	0	0	0	0	0	0	0	0	0	749	570	0	0	0	0
Plaa	33.719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	126	254	0	0	0	0	246	0	0	0	166	107	0	0	148	238	0	0	0	0	155	209	0	0	0	0	179	0	0	0	0
Gzmb	33.719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	272	0	0	0	0	279	111	139	0	0	451	474	0	0	0	0
Serpinb1b	33.701754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	371	0	0	0	0	0	0	0	0	0	0	0	0	222	244	0	0	0	0	358	325	0	0	0	0	0	0	0	0	0
AI467606	33.701754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	294	292	0	0	0	0	0	0	0	0	75	0	0	0	212	194	0	0	0	0	274	266	0	0	0	0	186	0	0	0	0
Sptbn1	33.684211	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	247	0	0	0	341	747	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pepd	33.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	102	0	0	0	0	0	0	0	0	154	0	0	0	155	272	0	0	130	0	444	448	0	0	0	0	0	0	0	0	0
Igsf9b	33.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	762	0	0	0	0	309	307	0	0	0	0	0	0	0	0	0
Nupl1	33.649123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	156	0	0	0	0	0	0	0	0	144	82	0	0	155	223	0	0	0	0	131	135	0	0	0	253	380	0	0	0	0
Nlrp10	33.649123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	214	0	0	0	128	0	0	0	292	179	0	0	0	0	587	376	0	0	0	0	0	0	0	0	0
Zranb1	33.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	146	166	0	0	230	301	0	0	0	0	382	427	0	0	0	0	0	0	0	0	0
S100a16	33.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	531	0	0	0	0	484	446	0	0	0	0	0	0	0	0	0
Dlat	33.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	193	0	0	0	0	0	0	0	0	0	0	116	0	0	0	104	74	0	0	149	194	0	0	0	0	151	118	0	0	0	0	0	0	0	0	0
Rplp0	33.596491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	256	0	0	0	0	158	0	0	0	0	0	0	0	260	223	0	0	0	0	356	301	0	0	0	0	0	0	0	0	0
Ezh2	33.596491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	152	246	0	0	0	0	134	0	0	0	92	0	0	0	0	221	0	0	0	0	248	317	0	0	0	124	212	0	0	0	0
Ccdc58	33.596491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	151	187	0	0	0	0	172	91	0	0	0	309	268	0	0	0	0
Tmx3	33.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	79	0	0	260	0	247	231	0	0	0	0	0	0	0	0	0	229	0	0	0	109	0	0	0	0	64	0	0	0	0	160	0	0	0	0	148	266	0	0	0	0
Impact	33.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	136	148	0	0	0	0	91	0	0	0	240	177	0	0	155	301	0	0	119	0	207	150	0	0	0	0	115	0	0	0	0
H3c8	33.561404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	177	0	0	0	0	185	0	0	0	88	99	0	0	0	0	0	0	0	0	660	403	0	0	0	0	136	0	0	0	0
H2ac10	33.561404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	177	0	0	0	0	185	0	0	0	88	99	0	0	0	0	0	0	0	0	660	403	0	0	0	0	136	0	0	0	0
Cntrl	33.561404	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	106	306	0	0	0	0	195	0	0	0	116	75	0	0	115	120	0	0	0	0	180	276	0	0	0	0	133	0	0	0	0
Slco3a1	33.54386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	413	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	219	0	0	0	0
Luzp1	33.54386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	232	0	0	0	0	0	0	0	0	171	100	0	0	227	355	0	0	0	0	335	358	0	0	0	0	0	0	0	0	0
Trim46	33.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	115	0	0	0	0	0	0	0	0	82	0	0	0	278	311	0	0	0	0	568	432	0	0	0	0	0	0	0	0	0
Rpl29	33.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	210	184	0	0	0	0	217	0	0	0	0	0	0	0	218	333	0	0	0	0	336	300	0	0	0	0	0	0	0	0	0
Krtcap2	33.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	115	0	0	0	0	0	0	0	0	82	0	0	0	278	311	0	0	0	0	568	432	0	0	0	0	0	0	0	0	0
