ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000100056	Gm28173	ENSMUST00000191190	lincRNA	1496	tsl5	False
ENSMUSG00000035057	Mgat4d	ENSMUST00000038692	protein_coding	1293	tsl1	True
ENSMUSG00000029345	Tfip11	ENSMUST00000031288	protein_coding	3560	tsl1 (assigned to previous version 8)	False
ENSMUSG00000010841	1700006E09Rik	ENSMUST00000010985	protein_coding	698	tsl1	True
ENSMUSG00000026452	Syt2	ENSMUST00000121990	protein_coding	6879	tsl1	True
ENSMUSG00000035057	Mgat4d	ENSMUST00000139692	processed_transcript	1690	tsl1	True
ENSMUSG00000015627	Gata5	ENSMUST00000015771	protein_coding	3277	tsl1	True
ENSMUSG00000026452	Syt2	ENSMUST00000187702	processed_transcript	485	tsl3	False
ENSMUSG00000029345	Tfip11	ENSMUST00000198238	protein_coding	726		False
ENSMUSG00000100885	Gm29446	ENSMUST00000190887	lincRNA	2166	tsl5	False
ENSMUSG00000029345	Tfip11	ENSMUST00000129528	protein_coding	634	tsl3	False
ENSMUSG00000025591	Tma16	ENSMUST00000026681	protein_coding	1047	tsl1	True
ENSMUSG00000026280	Atg4b	ENSMUST00000149436	protein_coding	513	tsl3 (assigned to previous version 2)	False
ENSMUSG00000083755	Gm14559	ENSMUST00000121745	processed_pseudogene	496	tslNA	False
ENSMUSG00000045148	Olfr1255	ENSMUST00000057369	protein_coding	933	tslNA	False
ENSMUSG00000029345	Tfip11	ENSMUST00000126736	retained_intron	827	tsl2	False
ENSMUSG00000032578	Cish	ENSMUST00000085102	protein_coding	2850	tsl1	True
ENSMUSG00000104309	Gm5846	ENSMUST00000193146	processed_pseudogene	1414		False
ENSMUSG00000056061	Gata5os	ENSMUST00000069943	antisense	1678	tsl2	False
ENSMUSG00000025591	Tma16	ENSMUST00000145787	retained_intron	1895	tsl1	True
ENSMUSG00000020882	Cacnb1	ENSMUST00000107561	protein_coding	1778	tsl1 (assigned to previous version 3)	False
ENSMUSG00000079174	Gm3054	ENSMUST00000111075	lincRNA	265	tsl5	False
ENSMUSG00000032578	Cish	ENSMUST00000168260	protein_coding	2742	tsl1	True
ENSMUSG00000106466	CAAA01077340.1	ENSMUST00000199648	lincRNA	452		False
ENSMUSG00000090108	Gm15717	ENSMUST00000161007	antisense	346	tsl5	False
ENSMUSG00000032578	Cish	ENSMUST00000165664	processed_transcript	4697	tsl5	False
ENSMUSG00000042788	Fam166b	ENSMUST00000052829	protein_coding	1349	tsl1 (assigned to previous version 4)	False
ENSMUSG00000106001	RP23-446O11.1	ENSMUST00000197548	TEC	2639		False
ENSMUSG00000084843	B230312C02Rik	ENSMUST00000145549	lincRNA	1703	tsl1	True
ENSMUSG00000032578	Cish	ENSMUST00000167072	protein_coding	411	tsl5	False
ENSMUSG00000086369	E330017L17Rik	ENSMUST00000145196	lincRNA	876	tsl1 (assigned to previous version 2)	False
ENSMUSG00000094484	Gm21244	ENSMUST00000189201	protein_coding	3115	tsl5	False
ENSMUSG00000032578	Cish	ENSMUST00000171568	processed_transcript	371	tsl3	False
ENSMUSG00000086369	E330017L17Rik	ENSMUST00000141731	lincRNA	831	tsl1	True
ENSMUSG00000097892	Gm26801	ENSMUST00000193187	antisense	610		False
ENSMUSG00000094484	Gm21244	ENSMUST00000178447	protein_coding	684	tslNA	False
ENSMUSG00000097892	Gm26801	ENSMUST00000180591	antisense	1219	tsl1	True
ENSMUSG00000086369	E330017L17Rik	ENSMUST00000129149	lincRNA	549	tsl3 (assigned to previous version 2)	False
ENSMUSG00000087324	Gm14818	ENSMUST00000134899	antisense	600	tsl5	False
ENSMUSG00000106403	Igkv20-101-2	ENSMUST00000200406	IG_V_gene	339		False
ENSMUSG00000020882	Cacnb1	ENSMUST00000092736	protein_coding	1880	tsl1 (assigned to previous version 5)	False
ENSMUSG00000086369	E330017L17Rik	ENSMUST00000139190	lincRNA	861	tsl5	False
ENSMUSG00000089995	Gm15716	ENSMUST00000162457	antisense	400	tsl5	False
ENSMUSG00000020882	Cacnb1	ENSMUST00000107562	protein_coding	1745	tsl1	True
ENSMUSG00000032369	Plscr1	ENSMUST00000093801	protein_coding	2302	tsl1 (assigned to previous version 4)	False
ENSMUSG00000106187	Igkv15-101-1	ENSMUST00000196661	IG_V_pseudogene	258		False
ENSMUSG00000032369	Plscr1	ENSMUST00000186364	protein_coding	1471	tsl1	True
ENSMUSG00000032369	Plscr1	ENSMUST00000187952	retained_intron	1090	tsl1	True
ENSMUSG00000039168	Dap	ENSMUST00000044524	protein_coding	1555	tsl1 (assigned to previous version 10)	False
ENSMUSG00000020882	Cacnb1	ENSMUST00000135462	processed_transcript	886	tsl3 (assigned to previous version 2)	False
ENSMUSG00000020882	Cacnb1	ENSMUST00000124170	processed_transcript	721	tsl3	False
ENSMUSG00000039168	Dap	ENSMUST00000186109	protein_coding	279	tsl5	False
ENSMUSG00000028619	Tceanc2	ENSMUST00000057043	protein_coding	6431	tsl1 (assigned to previous version 4)	False
ENSMUSG00000031204	Asb12	ENSMUST00000033549	protein_coding	1258	tsl1	True
ENSMUSG00000057092	Fxyd3	ENSMUST00000167369	protein_coding	2894	tsl1 (assigned to previous version 2)	False
ENSMUSG00000039168	Dap	ENSMUST00000186547	protein_coding	535	tsl3 (assigned to previous version 1)	False
ENSMUSG00000028619	Tceanc2	ENSMUST00000127720	nonsense_mediated_decay	993	tsl5 (assigned to previous version 2)	False
ENSMUSG00000026280	Atg4b	ENSMUST00000027502	protein_coding	4173	tsl1 (assigned to previous version 10)	False
ENSMUSG00000039168	Dap	ENSMUST00000186425	protein_coding	597	tsl3 (assigned to previous version 1)	False
ENSMUSG00000098232	Gm3671	ENSMUST00000182463	processed_pseudogene	1007	tslNA	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000195002	protein_coding	394		False
ENSMUSG00000015806	Qdpr	ENSMUST00000197946	protein_coding	1206		False
ENSMUSG00000048058	Ldlrad3	ENSMUST00000058790	protein_coding	3833	tsl1 (assigned to previous version 6)	False
ENSMUSG00000026280	Atg4b	ENSMUST00000187824	protein_coding	420	tsl5 (assigned to previous version 1)	False
ENSMUSG00000061132	Blnk	ENSMUST00000117695	protein_coding	1701	tsl1 (assigned to previous version 2)	False
ENSMUSG00000039168	Dap	ENSMUST00000185618	protein_coding	388	tsl3	False
ENSMUSG00000028619	Tceanc2	ENSMUST00000129220	processed_transcript	389	tsl3 (assigned to previous version 2)	False
ENSMUSG00000103187	Gm37087	ENSMUST00000192966	TEC	3309		False
ENSMUSG00000020882	Cacnb1	ENSMUST00000103144	protein_coding	2236	tsl5 (assigned to previous version 4)	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000195549	protein_coding	646		False
ENSMUSG00000026708	Cenpl	ENSMUST00000028035	protein_coding	4883	tsl1 (assigned to previous version 8)	False
ENSMUSG00000028619	Tceanc2	ENSMUST00000030362	protein_coding	935	tsl3 (assigned to previous version 6)	False
ENSMUSG00000103063	Gm33163	ENSMUST00000194504	unprocessed_pseudogene	614		False
ENSMUSG00000048058	Ldlrad3	ENSMUST00000111222	protein_coding	3710	tsl5	False
ENSMUSG00000028182	Lrriq3	ENSMUST00000195418	retained_intron	2148		False
ENSMUSG00000063659	Zbtb18	ENSMUST00000194319	protein_coding	335		False
ENSMUSG00000099976	Gm20935	ENSMUST00000187518	unprocessed_pseudogene	693	tslNA	False
ENSMUSG00000071103	1700029J07Rik	ENSMUST00000095323	protein_coding	2740	tsl1 (assigned to previous version 2)	False
ENSMUSG00000028619	Tceanc2	ENSMUST00000058585	protein_coding	766	tsl5 (assigned to previous version 8)	False
ENSMUSG00000061132	Blnk	ENSMUST00000054769	protein_coding	2097	tsl1	True
ENSMUSG00000026280	Atg4b	ENSMUST00000185482	nonsense_mediated_decay	919	tsl5 (assigned to previous version 1)	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000192699	protein_coding	218		False
ENSMUSG00000081073	Gm13758	ENSMUST00000118699	processed_pseudogene	743	tslNA	False
ENSMUSG00000028619	Tceanc2	ENSMUST00000141165	protein_coding	733	tsl5	False
ENSMUSG00000048058	Ldlrad3	ENSMUST00000127888	processed_transcript	2337	tsl1	True
ENSMUSG00000028619	Tceanc2	ENSMUST00000132526	processed_transcript	319	tsl3	False
ENSMUSG00000042788	Fam166b	ENSMUST00000171134	protein_coding	1198	tsl1 (assigned to previous version 3)	False
ENSMUSG00000061132	Blnk	ENSMUST00000134568	retained_intron	4534	tsl1	True
ENSMUSG00000071103	1700029J07Rik	ENSMUST00000098786	protein_coding	1340	tsl1	True
ENSMUSG00000028619	Tceanc2	ENSMUST00000147375	processed_transcript	541	tsl1	True
ENSMUSG00000045780	Olfr624	ENSMUST00000062144	protein_coding	927	tslNA	False
ENSMUSG00000024927	Rela	ENSMUST00000025867	protein_coding	2716	tsl1	True
ENSMUSG00000042788	Fam166b	ENSMUST00000155080	protein_coding	292	tsl5 (assigned to previous version 3)	False
ENSMUSG00000028619	Tceanc2	ENSMUST00000131474	processed_transcript	113	tsl5	False
ENSMUSG00000099450	Gm6799	ENSMUST00000186919	processed_pseudogene	573	tslNA	False
ENSMUSG00000015806	Qdpr	ENSMUST00000117425	protein_coding	1231	tsl3 (assigned to previous version 2)	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000094276	protein_coding	4204	tsl2 (assigned to previous version 3)	False
ENSMUSG00000026280	Atg4b	ENSMUST00000135762	retained_intron	4186	tsl5 (assigned to previous version 2)	False
ENSMUSG00000015806	Qdpr	ENSMUST00000120867	protein_coding	1234	tsl5 (assigned to previous version 2)	False
ENSMUSG00000026280	Atg4b	ENSMUST00000189152	processed_transcript	343	tsl2	False
ENSMUSG00000041782	Lad1	ENSMUST00000038760	protein_coding	2993	tsl1	True
ENSMUSG00000063659	Zbtb18	ENSMUST00000192851	protein_coding	857		False
ENSMUSG00000015806	Qdpr	ENSMUST00000118097	protein_coding	1232	tsl2 (assigned to previous version 2)	False
ENSMUSG00000026280	Atg4b	ENSMUST00000186001	retained_intron	565	tsl2	False
ENSMUSG00000083536	Gm15808	ENSMUST00000119046	processed_pseudogene	604	tslNA	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000193480	protein_coding	3734		False
ENSMUSG00000026280	Atg4b	ENSMUST00000189872	retained_intron	477	tsl3	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000195388	protein_coding	525		False
ENSMUSG00000026280	Atg4b	ENSMUST00000186811	nonsense_mediated_decay	503	tsl5	False
ENSMUSG00000042385	Gzmk	ENSMUST00000038212	protein_coding	1028	tsl1 (assigned to previous version 8)	False
ENSMUSG00000015806	Qdpr	ENSMUST00000015950	protein_coding	1380	tsl1 (assigned to previous version 6)	False
ENSMUSG00000096045	Gm21698	ENSMUST00000191203	protein_coding	2995	tsl5 (assigned to previous version 1)	False
ENSMUSG00000026280	Atg4b	ENSMUST00000186124	retained_intron	454	tsl3	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000193440	protein_coding	549		False
ENSMUSG00000098164	Gm5493	ENSMUST00000182063	protein_coding	1952	tsl1	True
ENSMUSG00000096045	Gm21698	ENSMUST00000178487	protein_coding	666	tsl5	False
ENSMUSG00000042385	Gzmk	ENSMUST00000122399	protein_coding	1304	tsl1 (assigned to previous version 2)	False
ENSMUSG00000026280	Atg4b	ENSMUST00000185754	retained_intron	601	tsl2	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000195612	protein_coding	3790		False
ENSMUSG00000041782	Lad1	ENSMUST00000190773	processed_transcript	942	tsl3 (assigned to previous version 1)	False
ENSMUSG00000042385	Gzmk	ENSMUST00000140324	nonsense_mediated_decay	889	tsl5	False
ENSMUSG00000082305	Gm2420	ENSMUST00000119864	unprocessed_pseudogene	1551	tslNA	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000194269	processed_transcript	100		False
ENSMUSG00000041782	Lad1	ENSMUST00000185756	processed_transcript	758	tsl5	False
ENSMUSG00000026708	Cenpl	ENSMUST00000111620	protein_coding	1910	tsl1 (assigned to previous version 4)	False
ENSMUSG00000042788	Fam166b	ENSMUST00000107929	protein_coding	865	tsl5 (assigned to previous version 4)	False
ENSMUSG00000063659	Zbtb18	ENSMUST00000077225	protein_coding	4944	tslNA (assigned to previous version 6)	False
ENSMUSG00000015806	Qdpr	ENSMUST00000200259	retained_intron	887		False
ENSMUSG00000057092	Fxyd3	ENSMUST00000169313	retained_intron	469	tsl2 (assigned to previous version 2)	False
ENSMUSG00000026708	Cenpl	ENSMUST00000111618	protein_coding	1996	tsl5 (assigned to previous version 2)	False
ENSMUSG00000104769	Igkv8-34	ENSMUST00000196959	IG_V_gene	365		False
ENSMUSG00000042788	Fam166b	ENSMUST00000107928	protein_coding	762	tsl5 (assigned to previous version 3)	False
ENSMUSG00000015806	Qdpr	ENSMUST00000149290	processed_transcript	561	tsl2 (assigned to previous version 1)	False
ENSMUSG00000101168	Gm28892	ENSMUST00000188123	antisense	2721	tsl1	True
ENSMUSG00000083847	Xlr3d-ps	ENSMUST00000121687	unprocessed_pseudogene	658	tslNA	False
ENSMUSG00000042788	Fam166b	ENSMUST00000149676	nonsense_mediated_decay	374	tsl5	False
ENSMUSG00000103286	Gm5850	ENSMUST00000192923	processed_pseudogene	1206		False
ENSMUSG00000015806	Qdpr	ENSMUST00000154962	protein_coding	530	tsl3 (assigned to previous version 2)	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000165465	retained_intron	370	tsl2 (assigned to previous version 2)	False
ENSMUSG00000103614	Gm37949	ENSMUST00000192808	TEC	2091		False
ENSMUSG00000057092	Fxyd3	ENSMUST00000165862	retained_intron	520	tsl2 (assigned to previous version 2)	False
ENSMUSG00000015806	Qdpr	ENSMUST00000127562	protein_coding	446	tsl5 (assigned to previous version 1)	False
ENSMUSG00000097181	4930594M17Rik	ENSMUST00000181204	lincRNA	1033	tsl1	True
ENSMUSG00000005505	Kbtbd4	ENSMUST00000111464	protein_coding	2343	tsl1 (assigned to previous version 2)	False
ENSMUSG00000075088	Olfr1239	ENSMUST00000099780	protein_coding	918	tslNA	False
ENSMUSG00000102785	Gm2447	ENSMUST00000193813	lincRNA	1815		False
ENSMUSG00000102785	Gm2447	ENSMUST00000191954	lincRNA	544		False
ENSMUSG00000057093	C030039L03Rik	ENSMUST00000120004	protein_coding	4612	tsl1 (assigned to previous version 2)	False
ENSMUSG00000005505	Kbtbd4	ENSMUST00000090682	protein_coding	2437	tsl1	True
ENSMUSG00000026708	Cenpl	ENSMUST00000192850	nonsense_mediated_decay	1914		False
ENSMUSG00000057093	C030039L03Rik	ENSMUST00000127200	retained_intron	833	tsl5	False
ENSMUSG00000057093	C030039L03Rik	ENSMUST00000124397	retained_intron	527	tsl5	False
ENSMUSG00000005505	Kbtbd4	ENSMUST00000124284	processed_transcript	340	tsl3	False
ENSMUSG00000057093	C030039L03Rik	ENSMUST00000076421	protein_coding	1947	tsl5	False
ENSMUSG00000005505	Kbtbd4	ENSMUST00000140945	processed_transcript	469	tsl2	False
ENSMUSG00000079436	Kcnj13	ENSMUST00000113212	protein_coding	1270	tsl2	False
ENSMUSG00000005505	Kbtbd4	ENSMUST00000155372	processed_transcript	632	tsl3	False
ENSMUSG00000026708	Cenpl	ENSMUST00000192150	nonsense_mediated_decay	1756		False
ENSMUSG00000079436	Kcnj13	ENSMUST00000174179	protein_coding	261	tsl5	False
ENSMUSG00000085991	Gm11479	ENSMUST00000134275	lincRNA	387	tsl1	True
ENSMUSG00000052229	Gpr17	ENSMUST00000064016	protein_coding	5195	tsl1	True
ENSMUSG00000026708	Cenpl	ENSMUST00000143486	nonsense_mediated_decay	1997	tsl1 (assigned to previous version 1)	False
ENSMUSG00000056018	1700008F21Rik	ENSMUST00000108745	protein_coding	1047	tsl1 (assigned to previous version 2)	False
ENSMUSG00000091970	Gm4868	ENSMUST00000164138	processed_pseudogene	789	tslNA (assigned to previous version 2)	False
ENSMUSG00000006273	Atp6v1b2	ENSMUST00000006435	protein_coding	2825	tsl1	True
ENSMUSG00000026708	Cenpl	ENSMUST00000194855	nonsense_mediated_decay	1504		False
ENSMUSG00000057092	Fxyd3	ENSMUST00000165265	retained_intron	883	tsl1 (assigned to previous version 2)	False
ENSMUSG00000026708	Cenpl	ENSMUST00000195571	nonsense_mediated_decay	4341		False
ENSMUSG00000100858	Gm28400	ENSMUST00000191332	processed_pseudogene	380	tslNA	False
ENSMUSG00000038092	Hsd3b5	ENSMUST00000044094	protein_coding	1549	tsl1 (assigned to previous version 4)	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000072331	processed_transcript	439	tsl2 (assigned to previous version 7)	False
ENSMUSG00000026708	Cenpl	ENSMUST00000195212	processed_transcript	589		False
ENSMUSG00000099497	Gm29147	ENSMUST00000186846	unprocessed_pseudogene	315	tslNA	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000186839	retained_intron	1513	tslNA	False
ENSMUSG00000026708	Cenpl	ENSMUST00000155808	processed_transcript	802	tsl3	False
ENSMUSG00000060777	Gm10087	ENSMUST00000167650	processed_pseudogene	330	tslNA	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000171359	protein_coding	342	tsl3	False
ENSMUSG00000026176	Ctdsp1	ENSMUST00000027367	protein_coding	2876	tsl1 (assigned to previous version 8)	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000169424	retained_intron	680	tsl2 (assigned to previous version 2)	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000186929	retained_intron	141	tsl5	False
ENSMUSG00000026176	Ctdsp1	ENSMUST00000141175	retained_intron	2957	tsl2	False
ENSMUSG00000074994	Qser1	ENSMUST00000117237	protein_coding	8973	tsl5	False
ENSMUSG00000057092	Fxyd3	ENSMUST00000170456	retained_intron	660	tsl3	False
ENSMUSG00000027881	Prpf38b	ENSMUST00000129273	nonsense_mediated_decay	3050	tsl5 (assigned to previous version 2)	False
ENSMUSG00000090102	Gm4985	ENSMUST00000118300	protein_coding	1233	tslNA	False
ENSMUSG00000026176	Ctdsp1	ENSMUST00000152659	protein_coding	393	tsl2	False
ENSMUSG00000049659	Aftph	ENSMUST00000146722	protein_coding	3763	tsl5 (assigned to previous version 3)	False
ENSMUSG00000028182	Lrriq3	ENSMUST00000029833	protein_coding	2652	tsl1 (assigned to previous version 7)	False
ENSMUSG00000038473	Nos1ap	ENSMUST00000160456	protein_coding	3022	tsl5 (assigned to previous version 2)	False
ENSMUSG00000075145	Olfr1155	ENSMUST00000099843	protein_coding	945	tslNA	False
ENSMUSG00000028182	Lrriq3	ENSMUST00000192383	protein_coding	1717		False
ENSMUSG00000038473	Nos1ap	ENSMUST00000162709	retained_intron	1751	tsl2	False
ENSMUSG00000006273	Atp6v1b2	ENSMUST00000153079	retained_intron	2507	tsl1 (assigned to previous version 2)	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000155301	protein_coding	476	tsl3 (assigned to previous version 2)	False
ENSMUSG00000028182	Lrriq3	ENSMUST00000194376	protein_coding	1340		False
ENSMUSG00000038473	Nos1ap	ENSMUST00000162090	processed_transcript	781	tsl3	False
ENSMUSG00000006273	Atp6v1b2	ENSMUST00000153680	retained_intron	611	tsl1	True
ENSMUSG00000066892	Fbxl12	ENSMUST00000155280	processed_transcript	356	tsl5 (assigned to previous version 2)	False
ENSMUSG00000006273	Atp6v1b2	ENSMUST00000125211	retained_intron	507	tsl2	False
ENSMUSG00000087107	AI662270	ENSMUST00000145461	lincRNA	592	tsl5 (assigned to previous version 2)	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000131128	protein_coding	4182	tsl1	True
ENSMUSG00000006273	Atp6v1b2	ENSMUST00000123290	retained_intron	642	tsl2	False
ENSMUSG00000106190	CAAA01154573.1	ENSMUST00000199527	processed_pseudogene	2338		False
ENSMUSG00000006932	Ctnnb1	ENSMUST00000130466	protein_coding	364	tsl3 (assigned to previous version 2)	False
ENSMUSG00000087107	AI662270	ENSMUST00000143673	lincRNA	1428	tsl5	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000140702	protein_coding	1555	tslNA	False
ENSMUSG00000049659	Aftph	ENSMUST00000035350	protein_coding	3998	tsl1 (assigned to previous version 6)	False
ENSMUSG00000087107	AI662270	ENSMUST00000142709	lincRNA	304	tsl2	False
ENSMUSG00000027881	Prpf38b	ENSMUST00000029480	protein_coding	3026	tsl1	True
ENSMUSG00000006273	Atp6v1b2	ENSMUST00000129797	retained_intron	766	tsl3	False
ENSMUSG00000095143	Hsd3b4	ENSMUST00000179429	protein_coding	1575	tsl2 (assigned to previous version 1)	False
ENSMUSG00000095143	Hsd3b4	ENSMUST00000196861	protein_coding	1610		False
ENSMUSG00000049659	Aftph	ENSMUST00000177014	nonsense_mediated_decay	4147	tsl2 (assigned to previous version 2)	False
ENSMUSG00000027881	Prpf38b	ENSMUST00000199735	nonsense_mediated_decay	2508		False
ENSMUSG00000038473	Nos1ap	ENSMUST00000160466	protein_coding	1533	tsl1 (assigned to previous version 2)	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000148631	protein_coding	3756	tsl1 (assigned to previous version 2)	False
ENSMUSG00000027881	Prpf38b	ENSMUST00000125208	retained_intron	977	tsl1	True
ENSMUSG00000049659	Aftph	ENSMUST00000177543	protein_coding	3082	tsl1 (assigned to previous version 2)	False
ENSMUSG00000091117	Gm9064	ENSMUST00000163579	processed_pseudogene	566	tslNA	False
ENSMUSG00000027881	Prpf38b	ENSMUST00000127478	processed_transcript	556	tsl2 (assigned to previous version 2)	False
ENSMUSG00000038473	Nos1ap	ENSMUST00000161966	protein_coding	1607	tsl1 (assigned to previous version 2)	False
ENSMUSG00000017299	Dnttip1	ENSMUST00000017443	protein_coding	1664	tsl1 (assigned to previous version 8)	False
ENSMUSG00000090855	Gm17219	ENSMUST00000168439	processed_pseudogene	593	tslNA	False
ENSMUSG00000049659	Aftph	ENSMUST00000134841	retained_intron	556	tsl2	False
ENSMUSG00000027881	Prpf38b	ENSMUST00000156808	processed_transcript	531	tsl3	False
ENSMUSG00000038473	Nos1ap	ENSMUST00000161485	protein_coding	780	tsl3	False
ENSMUSG00000049659	Aftph	ENSMUST00000176782	protein_coding	877	tsl3	False
ENSMUSG00000017299	Dnttip1	ENSMUST00000109326	protein_coding	476	tsl1 (assigned to previous version 4)	False
ENSMUSG00000027881	Prpf38b	ENSMUST00000145720	retained_intron	2108	tsl1	True
ENSMUSG00000092504	Gm20396	ENSMUST00000173358	processed_pseudogene	745	tslNA	False
ENSMUSG00000027881	Prpf38b	ENSMUST00000197805	retained_intron	3814		False
ENSMUSG00000017299	Dnttip1	ENSMUST00000109327	protein_coding	656	tsl3	False
ENSMUSG00000079669	Gm17396	ENSMUST00000172075	processed_transcript	1655	tsl1	True
ENSMUSG00000017299	Dnttip1	ENSMUST00000135458	retained_intron	560	tsl3	False
ENSMUSG00000049659	Aftph	ENSMUST00000176585	retained_intron	2829	tsl2 (assigned to previous version 2)	False
ENSMUSG00000038473	Nos1ap	ENSMUST00000160816	processed_transcript	419	tsl2 (assigned to previous version 2)	False
ENSMUSG00000049659	Aftph	ENSMUST00000134517	retained_intron	798	tsl2 (assigned to previous version 2)	False
ENSMUSG00000049659	Aftph	ENSMUST00000134897	retained_intron	305	tsl3	False
ENSMUSG00000038473	Nos1ap	ENSMUST00000159665	retained_intron	3394	tsl1	True
ENSMUSG00000071567	A830039N20Rik	ENSMUST00000145596	lincRNA	1353	tslNA	False
ENSMUSG00000014232	Cluap1	ENSMUST00000145150	protein_coding	638	tsl5 (assigned to previous version 3)	False
ENSMUSG00000082402	Gm15621	ENSMUST00000119162	processed_pseudogene	364	tslNA	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000151861	protein_coding	1668	tsl2 (assigned to previous version 2)	False
ENSMUSG00000046985	Tapt1	ENSMUST00000055128	protein_coding	3513	tsl5 (assigned to previous version 7)	False
ENSMUSG00000086507	Adap2os	ENSMUST00000140556	antisense	984	tsl5	False
ENSMUSG00000081016	Olfr1397-ps1	ENSMUST00000121388	processed_pseudogene	962	tslNA	False
ENSMUSG00000100987	Gm1627	ENSMUST00000188504	lincRNA	2588	tsl1	True
ENSMUSG00000015981	Stk32c	ENSMUST00000016125	protein_coding	2206	tsl1 (assigned to previous version 6)	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000086458	protein_coding	2056	tsl1 (assigned to previous version 4)	False
ENSMUSG00000015981	Stk32c	ENSMUST00000165870	protein_coding	1883	tsl5	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000131343	protein_coding	761	tsl3 (assigned to previous version 2)	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000153154	retained_intron	808	tsl3	False
ENSMUSG00000014232	Cluap1	ENSMUST00000040881	protein_coding	1779	tsl1 (assigned to previous version 8)	False
ENSMUSG00000066892	Fbxl12	ENSMUST00000086459	protein_coding	2086	tsl1 (assigned to previous version 4)	False
ENSMUSG00000054693	Adam10	ENSMUST00000067880	protein_coding	4593	tsl1 (assigned to previous version 7)	False
ENSMUSG00000014232	Cluap1	ENSMUST00000137745	retained_intron	515	tsl1	True
ENSMUSG00000054693	Adam10	ENSMUST00000140205	nonsense_mediated_decay	2720	tsl5 (assigned to previous version 2)	False
ENSMUSG00000031099	Smarca1	ENSMUST00000077569	protein_coding	4024	tsl1 (assigned to previous version 5)	False
ENSMUSG00000054693	Adam10	ENSMUST00000144537	protein_coding	623	tsl5	False
ENSMUSG00000100892	Gm20897	ENSMUST00000185240	protein_coding	923	tsl1	True
ENSMUSG00000014232	Cluap1	ENSMUST00000139294	nonsense_mediated_decay	1087	tsl1	True
ENSMUSG00000054693	Adam10	ENSMUST00000145377	retained_intron	826	tsl2	False
ENSMUSG00000031099	Smarca1	ENSMUST00000101616	protein_coding	3991	tsl1 (assigned to previous version 3)	False
ENSMUSG00000014232	Cluap1	ENSMUST00000124849	protein_coding	803	tsl1	True
ENSMUSG00000037958	Ccdc55	ENSMUST00000102494	protein_coding	3114	tsl1 (assigned to previous version 2)	False
ENSMUSG00000037958	Ccdc55	ENSMUST00000127758	protein_coding	290	tsl5	False
ENSMUSG00000046985	Tapt1	ENSMUST00000199374	nonsense_mediated_decay	3372		False
ENSMUSG00000082277	Gm15807	ENSMUST00000119880	processed_pseudogene	1126	tslNA	False
ENSMUSG00000022824	Muc13	ENSMUST00000023520	protein_coding	2942	tsl1	True
ENSMUSG00000031099	Smarca1	ENSMUST00000088973	protein_coding	4798	tsl1 (assigned to previous version 5)	False
ENSMUSG00000046985	Tapt1	ENSMUST00000198388	retained_intron	977		False
ENSMUSG00000046985	Tapt1	ENSMUST00000198348	retained_intron	710		False
ENSMUSG00000066571	4931406P16Rik	ENSMUST00000108074	protein_coding	6224	tsl5 (assigned to previous version 2)	False
ENSMUSG00000037958	Ccdc55	ENSMUST00000134685	processed_transcript	655	tsl1	True
ENSMUSG00000031099	Smarca1	ENSMUST00000153548	protein_coding	2304	tsl5 (assigned to previous version 3)	False
ENSMUSG00000022824	Muc13	ENSMUST00000115044	protein_coding	2969	tsl1 (assigned to previous version 2)	False
ENSMUSG00000055301	Adh7	ENSMUST00000090171	protein_coding	3432	tsl1 (assigned to previous version 5)	False
ENSMUSG00000066571	4931406P16Rik	ENSMUST00000132975	processed_transcript	624	tsl2	False
ENSMUSG00000031099	Smarca1	ENSMUST00000141084	protein_coding	1965	tsl2	False
ENSMUSG00000033147	Slc22a15	ENSMUST00000106928	protein_coding	6573	tsl5 (assigned to previous version 4)	False
ENSMUSG00000066571	4931406P16Rik	ENSMUST00000146025	processed_transcript	516	tsl2	False
ENSMUSG00000031099	Smarca1	ENSMUST00000153587	protein_coding	360	tsl3	False
ENSMUSG00000055301	Adh7	ENSMUST00000199865	retained_intron	470		False
