ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000027671	Actl6a	ENSMUST00000194226	retained_intron	1457	tslNA	False
ENSMUSG00000025961	4933402D24Rik	ENSMUST00000027102	protein_coding	1758	tsl1	True
ENSMUSG00000027671	Actl6a	ENSMUST00000193615	nonsense_mediated_decay	635	tsl3	False
ENSMUSG00000027168	Pax6	ENSMUST00000111086	protein_coding	2601	tsl1	True
ENSMUSG00000012187	Mogat1	ENSMUST00000125458	processed_transcript	395	tsl1	True
ENSMUSG00000080817	Gm13751	ENSMUST00000120280	processed_pseudogene	752	tslNA	False
ENSMUSG00000027168	Pax6	ENSMUST00000111087	protein_coding	2559	tsl1	True
ENSMUSG00000027671	Actl6a	ENSMUST00000126144	protein_coding	922	tsl5	False
ENSMUSG00000012187	Mogat1	ENSMUST00000012331	protein_coding	1178	tsl1	True
ENSMUSG00000034652	Cd300a	ENSMUST00000106582	protein_coding	4645	tsl1	True
ENSMUSG00000027671	Actl6a	ENSMUST00000135400	retained_intron	632	tsl1	True
ENSMUSG00000058446	Znrf2	ENSMUST00000079869	protein_coding	5886	tsl1	True
ENSMUSG00000108447	Gm44567	ENSMUST00000205645	TEC	2631	tslNA	False
ENSMUSG00000090486	BC035947	ENSMUST00000170511	protein_coding	3063	tsl1	True
ENSMUSG00000090486	BC035947	ENSMUST00000190853	processed_transcript	3004	tsl1	True
ENSMUSG00000034652	Cd300a	ENSMUST00000045151	protein_coding	4633	tsl1	True
ENSMUSG00000058446	Znrf2	ENSMUST00000148425	nonsense_mediated_decay	397	tsl5	False
ENSMUSG00000026365	Cfh	ENSMUST00000066859	protein_coding	4361	tsl1	True
ENSMUSG00000108732	2310043P16Rik	ENSMUST00000205403	TEC	3881	tslNA	False
ENSMUSG00000058446	Znrf2	ENSMUST00000127331	protein_coding	574	tsl2	False
ENSMUSG00000082684	Gm12774	ENSMUST00000117881	processed_pseudogene	416	tslNA	False
ENSMUSG00000027671	Actl6a	ENSMUST00000193231	nonsense_mediated_decay	539	tsl3	False
ENSMUSG00000026365	Cfh	ENSMUST00000192919	protein_coding	2976	tsl5	False
ENSMUSG00000109961	Gm31983	ENSMUST00000210553	lincRNA	3155	tsl5	False
ENSMUSG00000034652	Cd300a	ENSMUST00000153245	processed_transcript	467	tsl3	False
ENSMUSG00000028096	Gpr89	ENSMUST00000146645	processed_transcript	3906	tsl1	True
ENSMUSG00000109961	Gm31983	ENSMUST00000209999	lincRNA	327	tsl5	False
ENSMUSG00000110222	Gm39149	ENSMUST00000210258	lincRNA	186	tsl5	False
ENSMUSG00000028096	Gpr89	ENSMUST00000135533	retained_intron	846	tsl3	False
ENSMUSG00000026365	Cfh	ENSMUST00000123238	nonsense_mediated_decay	4300	tsl1	True
ENSMUSG00000000125	Wnt3	ENSMUST00000000127	protein_coding	3076	tsl1	True
ENSMUSG00000032411	Tfdp2	ENSMUST00000188008	protein_coding	1576	tsl5	False
ENSMUSG00000107841	Gm44185	ENSMUST00000204539	TEC	3307	tslNA	False
ENSMUSG00000090716	Gm3371	ENSMUST00000172103	protein_coding	1437	tsl5	False
ENSMUSG00000110351	Gm32050	ENSMUST00000209793	lincRNA	638	tsl3	False
ENSMUSG00000026365	Cfh	ENSMUST00000148225	retained_intron	3415	tsl1	True
ENSMUSG00000027671	Actl6a	ENSMUST00000153779	retained_intron	1112	tsl3	False
ENSMUSG00000090716	Gm3371	ENSMUST00000177827	protein_coding	489	tsl5	False
ENSMUSG00000026365	Cfh	ENSMUST00000194688	retained_intron	631	tslNA	False
ENSMUSG00000110338	Gm45584	ENSMUST00000211586	lincRNA	1143	tsl5	False
ENSMUSG00000032411	Tfdp2	ENSMUST00000188750	protein_coding	1713	tsl5	False
ENSMUSG00000109680	Gm32098	ENSMUST00000211305	lincRNA	479	tsl5	False
ENSMUSG00000028096	Gpr89	ENSMUST00000199586	processed_transcript	656	tsl5	False
ENSMUSG00000056158	Car10	ENSMUST00000149611	processed_transcript	303	tsl2	False
ENSMUSG00000028096	Gpr89	ENSMUST00000139599	processed_transcript	809	tsl5	False
ENSMUSG00000116068	Gm49457	ENSMUST00000229807	lincRNA	1106		False
ENSMUSG00000026365	Cfh	ENSMUST00000111976	protein_coding	4365	tsl1	True
ENSMUSG00000109689	Gm45646	ENSMUST00000210983	lincRNA	441	tsl5	False
ENSMUSG00000116068	Gm49457	ENSMUST00000229045	lincRNA	922		False
ENSMUSG00000116068	Gm49457	ENSMUST00000229509	lincRNA	759		False
ENSMUSG00000051682	Treml4	ENSMUST00000154335	protein_coding	838	tsl1	True
ENSMUSG00000110297	Gm45647	ENSMUST00000209789	processed_pseudogene	195	tslNA	False
ENSMUSG00000035495	Tstd2	ENSMUST00000107772	protein_coding	3726	tsl1	True
ENSMUSG00000047720	Clec2m	ENSMUST00000051283	protein_coding	1582	tsl1	True
ENSMUSG00000028096	Gpr89	ENSMUST00000154750	nonsense_mediated_decay	797	tsl3	False
ENSMUSG00000021376	Tpmt	ENSMUST00000021806	protein_coding	2708	tsl1 (assigned to previous version 9)	False
ENSMUSG00000091569	Gm8232	ENSMUST00000164277	protein_coding	1402	tsl5	False
ENSMUSG00000085421	4732490B19Rik	ENSMUST00000130373	lincRNA	2446	tsl1	True
ENSMUSG00000075543	Urad	ENSMUST00000100433	protein_coding	766	tsl1	True
ENSMUSG00000047720	Clec2m	ENSMUST00000203159	protein_coding	574	tsl3	False
ENSMUSG00000021376	Tpmt	ENSMUST00000110118	protein_coding	881	tsl1	True
ENSMUSG00000035495	Tstd2	ENSMUST00000107770	protein_coding	2700	tsl1	True
ENSMUSG00000096081	Gm21991	ENSMUST00000180006	unprocessed_pseudogene	508	tslNA	False
ENSMUSG00000115359	Gm49779	ENSMUST00000227020	lincRNA	741		False
ENSMUSG00000072214	Septin5	ENSMUST00000232653	protein_coding	3678		False
ENSMUSG00000021376	Tpmt	ENSMUST00000151509	protein_coding	609	tsl5 (assigned to previous version 7)	False
ENSMUSG00000051682	Treml4	ENSMUST00000136272	protein_coding	811	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000166303	protein_coding	2634	tsl5 (assigned to previous version 7)	False
ENSMUSG00000087223	4930442L01Rik	ENSMUST00000145865	antisense	2077	tsl1	True
ENSMUSG00000032411	Tfdp2	ENSMUST00000185644	protein_coding	2646	tsl1	True
ENSMUSG00000021376	Tpmt	ENSMUST00000136864	protein_coding	838	tsl5	False
ENSMUSG00000024909	Efemp2	ENSMUST00000167304	protein_coding	742	tsl5	False
ENSMUSG00000035495	Tstd2	ENSMUST00000160008	retained_intron	1547	tsl1	True
ENSMUSG00000105385	9230114J08Rik	ENSMUST00000200375	antisense	350	tsl1	True
ENSMUSG00000032411	Tfdp2	ENSMUST00000190709	processed_transcript	449	tsl2	False
ENSMUSG00000021376	Tpmt	ENSMUST00000154802	protein_coding	779	tsl3	False
ENSMUSG00000032411	Tfdp2	ENSMUST00000188829	protein_coding	615	tsl3	False
ENSMUSG00000072214	Septin5	ENSMUST00000231244	nonsense_mediated_decay	2003		False
ENSMUSG00000035495	Tstd2	ENSMUST00000137399	retained_intron	463	tsl3	False
ENSMUSG00000104766	4930573H18Rik	ENSMUST00000197696	antisense	906	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000235523	protein_coding	2215		False
ENSMUSG00000072574	Gm17184	ENSMUST00000227180	processed_transcript	1586		False
ENSMUSG00000032411	Tfdp2	ENSMUST00000186609	protein_coding	769	tsl5	False
ENSMUSG00000072574	Gm17184	ENSMUST00000111864	transcribed_unprocessed_pseudogene	462	tslNA	False
ENSMUSG00000021376	Tpmt	ENSMUST00000133100	retained_intron	698	tsl1	True
ENSMUSG00000035495	Tstd2	ENSMUST00000147837	protein_coding	634	tsl2	False
ENSMUSG00000072145	BC061237	ENSMUST00000227102	processed_transcript	1276		False
ENSMUSG00000003033	Ap1m1	ENSMUST00000003117	protein_coding	2084	tsl1	True
ENSMUSG00000032411	Tfdp2	ENSMUST00000190104	protein_coding	363	tsl3	False
ENSMUSG00000037531	Mrpl47	ENSMUST00000043966	protein_coding	3364	tsl1	True
ENSMUSG00000057123	Gja5	ENSMUST00000199597	protein_coding	3668	tsl1	True
ENSMUSG00000021376	Tpmt	ENSMUST00000124948	protein_coding	315	tsl3	False
ENSMUSG00000035495	Tstd2	ENSMUST00000144495	protein_coding	506	tsl3	False
ENSMUSG00000114376	Gm18807	ENSMUST00000226060	processed_pseudogene	641		False
ENSMUSG00000072214	Septin5	ENSMUST00000096987	protein_coding	2143	tsl1 (assigned to previous version 5)	False
ENSMUSG00000035495	Tstd2	ENSMUST00000129929	protein_coding	677	tsl5	False
ENSMUSG00000003033	Ap1m1	ENSMUST00000212841	protein_coding	554	tsl2	False
ENSMUSG00000035495	Tstd2	ENSMUST00000156021	protein_coding	342	tsl3	False
ENSMUSG00000091396	Spanxn4	ENSMUST00000172433	processed_pseudogene	424	tslNA	False
ENSMUSG00000057123	Gja5	ENSMUST00000132256	protein_coding	405	tsl1	True
ENSMUSG00000114044	Gm19134	ENSMUST00000221203	processed_pseudogene	487	tslNA	False
ENSMUSG00000072214	Septin5	ENSMUST00000231956	protein_coding	1314		False
ENSMUSG00000051682	Treml4	ENSMUST00000125426	protein_coding	992	tsl1	True
ENSMUSG00000003033	Ap1m1	ENSMUST00000212708	nonsense_mediated_decay	491	tsl3	False
ENSMUSG00000114078	Tspyl-ps	ENSMUST00000220692	processed_pseudogene	1117	tslNA	False
ENSMUSG00000003033	Ap1m1	ENSMUST00000212940	nonsense_mediated_decay	421	tsl5	False
ENSMUSG00000113590	Gm48378	ENSMUST00000223154	processed_pseudogene	265	tslNA	False
ENSMUSG00000039678	Tbc1d13	ENSMUST00000136183	nonsense_mediated_decay	503	tsl3	False
ENSMUSG00000057123	Gja5	ENSMUST00000072600	protein_coding	3109	tsl1	True
ENSMUSG00000051682	Treml4	ENSMUST00000153420	protein_coding	676	tsl1	True
ENSMUSG00000037531	Mrpl47	ENSMUST00000153564	processed_transcript	523	tsl3	False
ENSMUSG00000072214	Septin5	ENSMUST00000231622	protein_coding	521		False
ENSMUSG00000037531	Mrpl47	ENSMUST00000192021	retained_intron	1505	tslNA	False
ENSMUSG00000032411	Tfdp2	ENSMUST00000179416	protein_coding	2408	tsl1	True
ENSMUSG00000072145	BC061237	ENSMUST00000096899	protein_coding	899	tsl1	True
ENSMUSG00000051682	Treml4	ENSMUST00000153131	retained_intron	513	tsl2	False
ENSMUSG00000029867	Llcfc1	ENSMUST00000031900	protein_coding	741	tsl1	True
ENSMUSG00000056158	Car10	ENSMUST00000107859	protein_coding	1738	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000165485	protein_coding	1557	tsl1	True
ENSMUSG00000037824	Tspan14	ENSMUST00000224209	protein_coding	2477		False
ENSMUSG00000032411	Tfdp2	ENSMUST00000189606	protein_coding	1340	tsl5	False
ENSMUSG00000037824	Tspan14	ENSMUST00000224349	retained_intron	637		False
ENSMUSG00000003033	Ap1m1	ENSMUST00000145213	protein_coding	707	tsl3	False
ENSMUSG00000003033	Ap1m1	ENSMUST00000126885	protein_coding	724	tsl5	False
ENSMUSG00000116594	Gm49601	ENSMUST00000231335	protein_coding	2206		False
ENSMUSG00000091429	Gm17093	ENSMUST00000170427	protein_coding	1404	tsl5	False
ENSMUSG00000091466	Gm17183	ENSMUST00000171170	unprocessed_pseudogene	493	tslNA	False
ENSMUSG00000020412	Ascc2	ENSMUST00000070257	protein_coding	2650	tsl1	True
ENSMUSG00000116594	Gm49601	ENSMUST00000231642	retained_intron	513		False
ENSMUSG00000083237	Gm11698	ENSMUST00000117948	processed_pseudogene	455	tslNA	False
ENSMUSG00000003033	Ap1m1	ENSMUST00000156735	retained_intron	1066	tsl2	False
ENSMUSG00000037824	Tspan14	ENSMUST00000047652	protein_coding	2475	tsl1	True
ENSMUSG00000056158	Car10	ENSMUST00000107861	protein_coding	2613	tsl1	True
ENSMUSG00000020412	Ascc2	ENSMUST00000109930	protein_coding	4844	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000166558	retained_intron	848	tsl2	False
ENSMUSG00000032411	Tfdp2	ENSMUST00000179065	protein_coding	2213	tsl1	True
ENSMUSG00000003033	Ap1m1	ENSMUST00000151546	retained_intron	848	tsl2	False
ENSMUSG00000066154	Mup3	ENSMUST00000107472	protein_coding	916	tsl1	True
ENSMUSG00000116594	Gm49601	ENSMUST00000231400	retained_intron	881		False
ENSMUSG00000103329	Gm42492	ENSMUST00000195780	TEC	2915	tslNA	False
ENSMUSG00000024909	Efemp2	ENSMUST00000166253	protein_coding	882	tsl5	False
ENSMUSG00000116594	Gm49601	ENSMUST00000232152	retained_intron	734		False
ENSMUSG00000024909	Efemp2	ENSMUST00000167371	protein_coding	1382	tsl5	False
ENSMUSG00000116594	Gm49601	ENSMUST00000231246	retained_intron	719		False
ENSMUSG00000101626	Gm29386	ENSMUST00000191185	lincRNA	1500	tsl5	False
ENSMUSG00000066154	Mup3	ENSMUST00000084531	protein_coding	938	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000167855	protein_coding	607	tsl3	False
ENSMUSG00000036760	Kcnk9	ENSMUST00000044624	protein_coding	12300	tsl1 (assigned to previous version 6)	False
ENSMUSG00000027168	Pax6	ENSMUST00000123063	processed_transcript	983	tsl1	True
ENSMUSG00000032411	Tfdp2	ENSMUST00000165768	protein_coding	2212	tsl1	True
ENSMUSG00000101626	Gm29386	ENSMUST00000188128	lincRNA	438	tsl5	False
ENSMUSG00000101626	Gm29386	ENSMUST00000186775	lincRNA	622	tsl5	False
ENSMUSG00000032411	Tfdp2	ENSMUST00000191390	retained_intron	3151	tslNA	False
ENSMUSG00000032411	Tfdp2	ENSMUST00000190689	retained_intron	3148	tslNA	False
ENSMUSG00000066154	Mup3	ENSMUST00000107488	protein_coding	984	tsl1	True
ENSMUSG00000101091	Gm29384	ENSMUST00000190852	lincRNA	2168	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000070118	protein_coding	1781	tsl1	True
ENSMUSG00000035696	Rnf38	ENSMUST00000098098	protein_coding	5061	tsl1	True
ENSMUSG00000032411	Tfdp2	ENSMUST00000191133	protein_coding	550	tsl2	False
ENSMUSG00000050761	Gp1bb	ENSMUST00000167388	protein_coding	1086	tsl2 (assigned to previous version 1)	False
ENSMUSG00000024909	Efemp2	ENSMUST00000236109	retained_intron	2556		False
ENSMUSG00000024909	Efemp2	ENSMUST00000167920	retained_intron	463	tsl2	False
ENSMUSG00000024909	Efemp2	ENSMUST00000236518	protein_coding	2154		False
ENSMUSG00000100335	2310008N11Rik	ENSMUST00000189978	lincRNA	568	tsl1	True
ENSMUSG00000100335	2310008N11Rik	ENSMUST00000210732	lincRNA	601	tsl5	False
ENSMUSG00000050761	Gp1bb	ENSMUST00000051160	protein_coding	2085	tslNA (assigned to previous version 2)	False
ENSMUSG00000056158	Car10	ENSMUST00000042943	protein_coding	3293	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000169943	nonsense_mediated_decay	773	tsl5	False
ENSMUSG00000100335	2310008N11Rik	ENSMUST00000210955	lincRNA	457	tsl5	False
ENSMUSG00000024909	Efemp2	ENSMUST00000164204	protein_coding	362	tsl5	False
ENSMUSG00000100335	2310008N11Rik	ENSMUST00000211079	lincRNA	508	tsl3	False
ENSMUSG00000056158	Car10	ENSMUST00000092780	retained_intron	1885	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000167827	protein_coding	769	tsl5	False
ENSMUSG00000100335	2310008N11Rik	ENSMUST00000210263	lincRNA	422	tsl3	False
ENSMUSG00000085404	Gm12909	ENSMUST00000134190	antisense	620	tsl2	False
ENSMUSG00000060487	Samd5	ENSMUST00000100070	protein_coding	6818	tsl1	True
ENSMUSG00000110345	Gm45572	ENSMUST00000211774	lincRNA	750	tsl5	False
ENSMUSG00000035696	Rnf38	ENSMUST00000153384	processed_transcript	1990	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000164388	protein_coding	603	tsl5	False
ENSMUSG00000035696	Rnf38	ENSMUST00000107836	protein_coding	1694	tsl5	False
ENSMUSG00000028885	Smpdl3b	ENSMUST00000030709	protein_coding	2006	tsl1	True
ENSMUSG00000021901	Bap1	ENSMUST00000022458	protein_coding	3460	tsl1	True
ENSMUSG00000024909	Efemp2	ENSMUST00000168330	nonsense_mediated_decay	406	tsl5	False
ENSMUSG00000086530	Gm12910	ENSMUST00000135902	antisense	724	tsl5	False
ENSMUSG00000060487	Samd5	ENSMUST00000221079	processed_transcript	482	tsl3	False
ENSMUSG00000112680	Gm48760	ENSMUST00000218636	processed_pseudogene	501	tslNA	False
ENSMUSG00000092326	Vmn1r-ps55	ENSMUST00000174634	unprocessed_pseudogene	392	tslNA	False
ENSMUSG00000056158	Car10	ENSMUST00000107863	protein_coding	3334	tsl1	True
ENSMUSG00000018442	Derl2	ENSMUST00000108523	protein_coding	884	tsl1	True
ENSMUSG00000100229	Gm21896	ENSMUST00000186520	unprocessed_pseudogene	696	tslNA	False
ENSMUSG00000021901	Bap1	ENSMUST00000188714	retained_intron	444	tsl3	False
ENSMUSG00000056158	Car10	ENSMUST00000107858	protein_coding	2742	tsl1	True
ENSMUSG00000039678	Tbc1d13	ENSMUST00000044556	protein_coding	3595	tsl1	True
ENSMUSG00000026707	Nsun6	ENSMUST00000028034	protein_coding	2897	tsl1	True
ENSMUSG00000027168	Pax6	ENSMUST00000142772	protein_coding	528	tsl3	False
ENSMUSG00000039678	Tbc1d13	ENSMUST00000150879	retained_intron	497	tsl2	False
ENSMUSG00000038298	Pdzk1	ENSMUST00000135031	protein_coding	495	tsl2	False
ENSMUSG00000087605	Gm15742	ENSMUST00000123905	sense_intronic	659	tsl3	False
ENSMUSG00000027168	Pax6	ENSMUST00000111088	protein_coding	4427	tsl1	True
ENSMUSG00000021901	Bap1	ENSMUST00000189834	retained_intron	674	tsl2	False
ENSMUSG00000027168	Pax6	ENSMUST00000147923	processed_transcript	834	tsl1	True
ENSMUSG00000018442	Derl2	ENSMUST00000143850	protein_coding	3666	tsl1	True
ENSMUSG00000036908	Unc93b1	ENSMUST00000162708	protein_coding	2266	tsl1	True
ENSMUSG00000026707	Nsun6	ENSMUST00000195749	protein_coding	3149	tsl5	False
ENSMUSG00000027168	Pax6	ENSMUST00000172990	processed_transcript	608	tsl1	True
ENSMUSG00000039678	Tbc1d13	ENSMUST00000125142	processed_transcript	412	tsl2	False
ENSMUSG00000018442	Derl2	ENSMUST00000171041	protein_coding	1466	tsl1	True
ENSMUSG00000027168	Pax6	ENSMUST00000153639	retained_intron	538	tsl2	False
ENSMUSG00000039678	Tbc1d13	ENSMUST00000131261	nonsense_mediated_decay	369	tsl5	False
ENSMUSG00000021901	Bap1	ENSMUST00000190788	retained_intron	3855	tsl1	True
ENSMUSG00000047434	Xxylt1	ENSMUST00000055389	protein_coding	3470	tsl1 (assigned to previous version 7)	False
ENSMUSG00000018442	Derl2	ENSMUST00000018586	nonsense_mediated_decay	629	tsl3	False
ENSMUSG00000036908	Unc93b1	ENSMUST00000162193	retained_intron	747	tsl1	True
ENSMUSG00000039678	Tbc1d13	ENSMUST00000134013	processed_transcript	501	tsl2	False
ENSMUSG00000020262	Adarb1	ENSMUST00000155117	retained_intron	451	tsl1	True
ENSMUSG00000028431	Elp1	ENSMUST00000030140	protein_coding	6160	tsl1	True
ENSMUSG00000027168	Pax6	ENSMUST00000090397	protein_coding	3069	tsl5	False
ENSMUSG00000021901	Bap1	ENSMUST00000188453	nonsense_mediated_decay	814	tsl3	False
ENSMUSG00000035696	Rnf38	ENSMUST00000102934	protein_coding	5240	tsl5	False
ENSMUSG00000018442	Derl2	ENSMUST00000140712	retained_intron	4369	tsl1	True
ENSMUSG00000039678	Tbc1d13	ENSMUST00000129789	processed_transcript	599	tsl3	False
ENSMUSG00000026707	Nsun6	ENSMUST00000114715	protein_coding	1582	tsl1	True
ENSMUSG00000039678	Tbc1d13	ENSMUST00000132324	retained_intron	570	tsl3	False
ENSMUSG00000036908	Unc93b1	ENSMUST00000236920	protein_coding	412		False
ENSMUSG00000027168	Pax6	ENSMUST00000111085	protein_coding	2779	tsl5	False
ENSMUSG00000035696	Rnf38	ENSMUST00000137194	processed_transcript	546	tsl3	False
ENSMUSG00000021901	Bap1	ENSMUST00000187156	nonsense_mediated_decay	621	tsl3	False
ENSMUSG00000030584	Dpf1	ENSMUST00000108231	protein_coding	2040	tsl5	False
ENSMUSG00000035696	Rnf38	ENSMUST00000152216	processed_transcript	561	tsl3	False
ENSMUSG00000036908	Unc93b1	ENSMUST00000237112	retained_intron	383		False
ENSMUSG00000021901	Bap1	ENSMUST00000185987	retained_intron	606	tsl3	False
ENSMUSG00000036908	Unc93b1	ENSMUST00000237030	protein_coding	786		False
ENSMUSG00000026707	Nsun6	ENSMUST00000191911	retained_intron	2420	tsl1	True
ENSMUSG00000047434	Xxylt1	ENSMUST00000140566	processed_transcript	656	tsl3	False
ENSMUSG00000026707	Nsun6	ENSMUST00000192769	processed_transcript	368	tsl2	False
ENSMUSG00000021901	Bap1	ENSMUST00000185700	retained_intron	1110	tsl5	False
ENSMUSG00000036908	Unc93b1	ENSMUST00000161415	retained_intron	1668	tsl1	True
ENSMUSG00000018442	Derl2	ENSMUST00000132198	nonsense_mediated_decay	676	tsl3	False
ENSMUSG00000026707	Nsun6	ENSMUST00000194429	retained_intron	438	tslNA	False
ENSMUSG00000106939	Gm29778	ENSMUST00000201667	processed_pseudogene	466	tslNA	False
ENSMUSG00000047434	Xxylt1	ENSMUST00000153859	processed_transcript	407	tsl2	False
ENSMUSG00000027168	Pax6	ENSMUST00000111083	protein_coding	2370	tsl5	False
ENSMUSG00000018442	Derl2	ENSMUST00000131340	nonsense_mediated_decay	491	tsl3	False
ENSMUSG00000026707	Nsun6	ENSMUST00000114713	protein_coding	2420	tsl1	True
ENSMUSG00000047434	Xxylt1	ENSMUST00000142870	processed_transcript	365	tsl3	False
ENSMUSG00000117434	1810014P07Rik	ENSMUST00000234637	bidirectional_promoter_lncRNA	2082		False
ENSMUSG00000028431	Elp1	ENSMUST00000150002	retained_intron	1841	tsl1	True
ENSMUSG00000042842	Serpinb6b	ENSMUST00000110293	protein_coding	2193	tsl1	True
ENSMUSG00000028431	Elp1	ENSMUST00000139445	retained_intron	846	tsl3	False
ENSMUSG00000026707	Nsun6	ENSMUST00000076435	protein_coding	3042	tsl1	True
ENSMUSG00000036908	Unc93b1	ENSMUST00000165711	protein_coding	1991	tsl5	False
ENSMUSG00000027168	Pax6	ENSMUST00000090391	protein_coding	2869	tsl1	True
ENSMUSG00000066568	Lsm14a	ENSMUST00000085585	protein_coding	2944	tsl1	True
ENSMUSG00000101094	Gm29533	ENSMUST00000190403	unprocessed_pseudogene	615	tslNA	False
ENSMUSG00000103778	Gm36930	ENSMUST00000195431	TEC	2376	tslNA	False
ENSMUSG00000028431	Elp1	ENSMUST00000140595	retained_intron	680	tsl5	False
ENSMUSG00000096971	4930556M19Rik	ENSMUST00000180604	bidirectional_promoter_lncRNA	2468	tsl1	True
ENSMUSG00000101647	Gm29534	ENSMUST00000187328	processed_pseudogene	382	tslNA	False
ENSMUSG00000030584	Dpf1	ENSMUST00000049977	protein_coding	2309	tsl1	True
ENSMUSG00000028431	Elp1	ENSMUST00000126441	retained_intron	571	tsl5	False
ENSMUSG00000042842	Serpinb6b	ENSMUST00000017184	nonsense_mediated_decay	1960	tsl1	True
ENSMUSG00000066568	Lsm14a	ENSMUST00000206830	protein_coding	1646	tsl3	False
ENSMUSG00000035696	Rnf38	ENSMUST00000145378	processed_transcript	840	tsl2	False
ENSMUSG00000038298	Pdzk1	ENSMUST00000138014	protein_coding	622	tsl3	False
ENSMUSG00000027797	Dclk1	ENSMUST00000196745	protein_coding	7962	tsl1	True
ENSMUSG00000035696	Rnf38	ENSMUST00000148869	processed_transcript	848	tsl2	False
ENSMUSG00000030584	Dpf1	ENSMUST00000108230	protein_coding	1553	tsl5	False
ENSMUSG00000027168	Pax6	ENSMUST00000111082	protein_coding	3116	tsl1	True
ENSMUSG00000096971	4930556M19Rik	ENSMUST00000226304	bidirectional_promoter_lncRNA	1146		False
ENSMUSG00000096223	Gm21874	ENSMUST00000190315	protein_coding	1538	tsl5	False
ENSMUSG00000096223	Gm21874	ENSMUST00000178374	protein_coding	699	tslNA	False
ENSMUSG00000042842	Serpinb6b	ENSMUST00000164541	protein_coding	1719	tsl1	True
ENSMUSG00000096971	4930556M19Rik	ENSMUST00000226989	bidirectional_promoter_lncRNA	388		False
ENSMUSG00000035696	Rnf38	ENSMUST00000143337	protein_coding	1028	tsl5	False
ENSMUSG00000027168	Pax6	ENSMUST00000156216	protein_coding	1635	tsl5	False
ENSMUSG00000032412	Atp1b3	ENSMUST00000034983	protein_coding	1994	tsl1	True
ENSMUSG00000101737	Gm28849	ENSMUST00000188127	unprocessed_pseudogene	174	tslNA	False
ENSMUSG00000035696	Rnf38	ENSMUST00000129621	processed_transcript	649	tsl5	False
ENSMUSG00000042842	Serpinb6b	ENSMUST00000222967	retained_intron	306	tsl3	False
ENSMUSG00000035696	Rnf38	ENSMUST00000147302	processed_transcript	255	tsl5	False
ENSMUSG00000100752	Gm28847	ENSMUST00000186778	unprocessed_pseudogene	700	tslNA	False
ENSMUSG00000096971	4930556M19Rik	ENSMUST00000227872	retained_intron	1029		False
ENSMUSG00000035696	Rnf38	ENSMUST00000128426	protein_coding	792	tsl5	False
ENSMUSG00000066568	Lsm14a	ENSMUST00000206388	nonsense_mediated_decay	1598	tsl5	False
ENSMUSG00000039851	4932438H23Rik	ENSMUST00000035689	protein_coding	2684	tsl1	True
ENSMUSG00000100463	Gm28848	ENSMUST00000189984	unprocessed_pseudogene	168	tslNA	False
ENSMUSG00000035696	Rnf38	ENSMUST00000123844	processed_transcript	547	tsl5	False
ENSMUSG00000101977	Gm28846	ENSMUST00000189161	unprocessed_pseudogene	368	tslNA	False
ENSMUSG00000035696	Rnf38	ENSMUST00000153116	processed_transcript	588	tsl5	False
ENSMUSG00000039851	4932438H23Rik	ENSMUST00000114076	protein_coding	2436	tsl1	True
ENSMUSG00000066568	Lsm14a	ENSMUST00000205519	nonsense_mediated_decay	647	tsl5	False
ENSMUSG00000100661	Gm29471	ENSMUST00000190527	unprocessed_pseudogene	700	tslNA	False
ENSMUSG00000096971	4930556M19Rik	ENSMUST00000228061	bidirectional_promoter_lncRNA	2257		False
ENSMUSG00000066568	Lsm14a	ENSMUST00000205455	retained_intron	889	tsl1	True
ENSMUSG00000035696	Rnf38	ENSMUST00000145760	protein_coding	753	tsl5	False
ENSMUSG00000032412	Atp1b3	ENSMUST00000190045	retained_intron	541	tsl3	False
ENSMUSG00000066568	Lsm14a	ENSMUST00000155256	protein_coding	864	tsl5	False
ENSMUSG00000096971	4930556M19Rik	ENSMUST00000181739	retained_intron	2787	tsl1 (assigned to previous version 1)	False
ENSMUSG00000039851	4932438H23Rik	ENSMUST00000146047	protein_coding	600	tsl3	False
ENSMUSG00000032412	Atp1b3	ENSMUST00000187341	processed_transcript	278	tsl3	False
ENSMUSG00000066568	Lsm14a	ENSMUST00000133046	protein_coding	821	tsl5	False
ENSMUSG00000082453	Gm11502	ENSMUST00000120917	processed_pseudogene	1211	tslNA	False
ENSMUSG00000103788	Gm37527	ENSMUST00000192406	TEC	3547	tslNA	False
ENSMUSG00000035696	Rnf38	ENSMUST00000045793	protein_coding	5012	tsl1	True
ENSMUSG00000027673	Ndufb5	ENSMUST00000127477	protein_coding	1079	tsl1	True
ENSMUSG00000066568	Lsm14a	ENSMUST00000206715	retained_intron	2580	tslNA	False
