Target_genes	Gata6|Average	SRX20580007|Brown_adipose_tissue	SRX16736232|Embryoid_Bodies	SRX16736233|Embryoid_Bodies	SRX6755626|ES_cells	SRX6755627|ES_cells	SRX6755635|ES_cells	SRX6755636|ES_cells	SRX738315|Keratinocytes	SRX738316|Keratinocytes	SRX5198497|Lung	SRX5198498|Lung	SRX547826|MEF	SRX547827|MEF	SRX1041624|XEN_cells	SRX1041626|XEN_cells	SRX16736236|XEN_cells	SRX16736237|XEN_cells	STRING
Sncg	18.352941	0	0	0	0	0	0	0	112	200	0	0	0	0	0	0	0	0	0
Shd	18.352941	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmrn2	18.352941	0	0	0	0	0	0	0	112	200	0	0	0	0	0	0	0	0	0
Abhd12b	18.352941	0	0	0	0	0	0	0	0	0	0	0	162	150	0	0	0	0	0
Olfr282	18.294118	0	0	0	0	0	0	0	0	0	188	123	0	0	0	0	0	0	0
Atn1	18.294118	0	0	0	0	0	0	0	167	144	0	0	0	0	0	0	0	0	0
Xndc1	18.235294	0	0	0	0	0	0	0	132	178	0	0	0	0	0	0	0	0	0
Srgn	18.235294	0	131	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf121	18.235294	0	0	0	0	0	0	0	132	178	0	0	0	0	0	0	0	0	0
Nyx	18.235294	0	0	162	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Nt5e	18.235294	0	0	168	0	0	0	0	0	60	0	0	82	0	0	0	0	0	0
Lamp1	18.235294	0	0	170	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0
Fam83b	18.235294	0	0	0	0	0	0	0	0	0	0	0	170	140	0	0	0	0	0
Cstdc6	18.235294	0	154	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0
Mrpl35	18.176471	0	0	0	0	0	0	0	145	164	0	0	0	0	0	0	0	0	0
Dixdc1	18.176471	0	0	0	0	0	0	0	145	164	0	0	0	0	0	0	0	0	0
2310030G06Rik	18.176471	0	0	0	0	0	0	0	145	164	0	0	0	0	0	0	0	0	0
Tnfrsf9	18.117647	0	0	0	0	0	0	0	127	181	0	0	0	0	0	0	0	0	0
Taf12	18.117647	111	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srebf1	18.117647	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0
Slfn14	18.117647	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0
Pkig	18.117647	0	0	0	0	0	0	0	0	0	0	0	222	86	0	0	0	0	0
Deptor	18.117647	0	0	0	0	0	0	0	109	199	0	0	0	0	0	0	0	0	0
Anxa5	18.117647	0	0	0	0	0	0	0	0	124	0	0	184	0	0	0	0	0	0
1810062G17Rik	18.117647	0	0	0	0	0	0	0	0	124	0	0	184	0	0	0	0	0	0
Prep	18.058824	0	0	0	0	0	0	0	147	160	0	0	0	0	0	0	0	0	0
Mrpl33	18.058824	0	0	0	0	0	0	0	112	195	0	0	0	0	0	0	0	0	0
Gip	18.058824	0	163	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
Fhdc1	18.058824	0	0	0	0	0	0	0	195	112	0	0	0	0	0	0	0	0	0
Fgfbp1	18.058824	0	123	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0
Cdx1	18.058824	0	0	0	0	0	0	0	0	0	100	0	207	0	0	0	0	0	0
Tns1	18.000000	0	0	0	0	0	0	0	159	147	0	0	0	0	0	0	0	0	0
Sh2d4a	18.000000	0	0	0	0	0	0	0	0	0	0	0	122	184	0	0	0	0	0
Rufy4	18.000000	0	0	0	0	0	0	0	159	147	0	0	0	0	0	0	0	0	0
Fam102a	18.000000	0	0	0	0	0	0	0	128	178	0	0	0	0	0	0	0	0	0
Cacng7	18.000000	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0
Avpr1b	18.000000	0	167	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psap	17.941176	0	0	0	0	0	0	0	0	105	0	0	200	0	0	0	0	0	0
Mucl2	17.941176	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucl1	17.941176	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl11	17.941176	0	0	0	0	0	0	0	146	159	0	0	0	0	0	0	0	0	0
Cast	17.941176	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0
Zfp36l1	17.882353	0	144	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgo2a	17.882353	0	0	0	0	0	0	0	137	167	0	0	0	0	0	0	0	0	0
Rbms1	17.882353	0	0	0	0	0	0	0	0	0	0	0	174	130	0	0	0	0	0
Pttg1ip2	17.882353	0	0	0	0	0	0	0	0	0	0	0	128	176	0	0	0	0	0
Nol4l	17.882353	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0
Cilk1	17.882353	0	0	0	0	0	0	0	119	185	0	0	0	0	0	0	0	0	0
Ccdc181	17.882353	0	0	0	0	0	0	0	108	196	0	0	0	0	0	0	0	0	0
Aldh3b3	17.882353	0	0	0	0	0	0	0	134	170	0	0	0	0	0	0	0	0	0
Adcy7	17.882353	0	0	0	0	0	0	0	83	221	0	0	0	0	0	0	0	0	0
Abcf2	17.882353	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0
Sdc4	17.823529	0	0	0	0	0	0	0	0	152	0	0	151	0	0	0	0	0	0
Gkn1	17.823529	0	0	0	0	0	0	0	165	138	0	0	0	0	0	0	0	0	0
1700037H04Rik	17.823529	0	0	0	0	0	0	0	0	0	0	0	176	127	0	0	0	0	0
Sla2	17.764706	0	0	0	0	0	0	0	126	176	0	0	0	0	0	0	0	0	0
Lmo7	17.764706	0	172	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ero1a	17.764706	0	0	0	0	0	0	0	0	0	0	0	188	114	0	0	0	0	0
Aldh1a1	17.764706	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0
Slc39a8	17.705882	118	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0
Sema3b	17.705882	0	0	0	0	0	0	0	161	140	0	0	0	0	0	0	0	0	0
Rps29	17.705882	0	0	0	0	0	0	0	110	191	0	0	0	0	0	0	0	0	0
H4c18	17.705882	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4bc24	17.705882	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc23	17.705882	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac24	17.705882	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac23	17.705882	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flot2	17.705882	0	0	0	0	0	0	0	0	0	0	0	151	150	0	0	0	0	0
Dhrs13	17.705882	0	0	0	0	0	0	0	0	0	0	0	151	150	0	0	0	0	0
Srpk2	17.647059	0	0	0	0	0	0	0	0	0	0	0	155	145	0	0	0	0	0
Slc9b1	17.647059	0	0	0	0	0	0	0	0	0	164	136	0	0	0	0	0	0	0
Nup93	17.647059	0	0	0	0	0	0	0	0	0	0	0	138	162	0	0	0	0	0
Fam169b	17.647059	0	154	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem108	17.588235	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0
Prl2a1	17.588235	0	0	0	0	0	0	0	86	213	0	0	0	0	0	0	0	0	0
Prex1	17.588235	0	183	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
Cldn1	17.588235	0	0	0	0	0	0	0	135	164	0	0	0	0	0	0	0	0	0
Agfg2	17.588235	0	0	0	0	0	0	0	0	94	115	90	0	0	0	0	0	0	0
Vstm2l	17.529412	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Toe1	17.529412	0	0	0	0	0	0	0	113	185	0	0	0	0	0	0	0	0	0
Tmod3	17.529412	0	0	0	0	0	0	0	0	0	0	0	133	165	0	0	0	0	0
Mutyh	17.529412	0	0	0	0	0	0	0	113	185	0	0	0	0	0	0	0	0	0
Ildr2	17.529412	0	0	0	0	0	0	0	0	0	0	0	122	176	0	0	0	0	0
Gm17266	17.529412	0	0	0	0	0	0	0	141	157	0	0	0	0	0	0	0	0	0
Slmap	17.470588	0	113	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0
Htra3	17.470588	0	0	0	0	0	0	0	0	0	0	0	140	157	0	0	0	0	0
Secisbp2	17.411765	0	0	0	0	0	0	0	132	0	0	0	164	0	0	0	0	0	0
Ppm1k	17.411765	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf10	17.411765	0	0	0	0	0	0	0	0	0	0	0	156	140	0	0	0	0	0
Dag1	17.411765	0	0	0	0	0	0	0	109	187	0	0	0	0	0	0	0	0	0
Cks2	17.411765	0	0	0	0	0	0	0	132	0	0	0	164	0	0	0	0	0	0
Ankrd54	17.411765	0	0	0	0	0	0	0	107	189	0	0	0	0	0	0	0	0	0
Rex2	17.352941	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lims2	17.352941	0	0	0	0	0	0	0	103	192	0	0	0	0	0	0	0	0	0
Gpn3	17.352941	0	0	0	0	0	0	0	98	197	0	0	0	0	0	0	0	0	0
Fam216a	17.352941	0	0	0	0	0	0	0	98	197	0	0	0	0	0	0	0	0	0
Ctrb1	17.352941	0	0	0	0	0	0	0	94	201	0	0	0	0	0	0	0	0	0
Usp48	17.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0
Ttc21b	17.294118	0	0	0	0	0	0	0	0	0	0	0	130	164	0	0	0	0	0
Ppip5k2	17.294118	0	0	0	0	0	0	0	0	0	0	0	181	113	0	0	0	0	0
Polr2e	17.294118	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0
Gin1	17.294118	0	0	0	0	0	0	0	0	0	0	0	181	113	0	0	0	0	0
Clec2f	17.294118	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0
Sult3a2	17.235294	0	0	0	0	0	0	0	0	0	0	0	214	79	0	0	0	0	0
Rrm2	17.235294	0	0	0	0	0	0	0	110	183	0	0	0	0	0	0	0	0	0
Npat	17.235294	0	0	0	0	0	0	0	0	0	0	0	127	166	0	0	0	0	0
Fndc3a	17.235294	0	0	0	0	0	0	0	0	0	0	0	214	79	0	0	0	0	0
Cyp2b9	17.235294	0	0	0	0	0	0	0	173	120	0	0	0	0	0	0	0	0	0
Atm	17.235294	0	0	0	0	0	0	0	0	0	0	0	127	166	0	0	0	0	0
Art3	17.235294	105	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0
5730455P16Rik	17.235294	0	0	0	0	0	0	0	0	0	0	0	178	115	0	0	0	0	0
Tle3	17.176471	0	0	0	0	0	0	0	0	0	0	0	167	125	0	0	0	0	0
Tigit	17.176471	0	0	0	0	0	0	0	142	150	0	0	0	0	0	0	0	0	0
Slc39a4	17.176471	0	125	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3tc2	17.176471	0	0	0	0	0	0	0	0	148	0	0	0	0	0	144	0	0	0
Osbpl9	17.176471	0	0	0	0	0	0	0	121	171	0	0	0	0	0	0	0	0	0
Foxd4	17.176471	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc117	17.176471	0	0	0	0	0	0	0	122	170	0	0	0	0	0	0	0	0	0
Slc24a2	17.117647	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0
Rbm39	17.117647	0	0	0	0	0	0	0	127	164	0	0	0	0	0	0	0	0	0
Lrrc58	17.117647	0	0	0	0	0	0	0	0	0	157	134	0	0	0	0	0	0	0
Gm36028	17.117647	0	0	0	0	0	0	0	0	0	157	134	0	0	0	0	0	0	0
Tnni1	17.058824	0	0	0	0	0	0	0	0	109	0	0	0	0	0	181	0	0	0
Evpl	17.058824	0	0	0	0	0	0	0	113	177	0	0	0	0	0	0	0	0	0
Apbb1	17.058824	0	0	0	0	0	0	0	0	0	0	0	152	138	0	0	0	0	0
Usp53	17.000000	0	0	0	0	0	0	0	0	0	0	0	134	155	0	0	0	0	0
Pam	17.000000	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0
Dock10	17.000000	0	0	0	0	0	0	0	0	0	0	0	164	125	0	0	0	0	0
Tmem229b	16.941176	0	0	0	0	0	0	0	0	0	0	0	171	117	0	0	0	0	0
Pex2	16.941176	0	0	0	0	0	0	0	0	0	0	0	133	155	0	0	0	0	0
Cpb1	16.941176	0	0	0	0	0	0	0	0	0	0	0	152	136	0	0	0	0	0
Ccdc54	16.941176	0	0	0	0	0	0	0	0	0	0	0	167	121	0	0	0	0	0
Arhgef2	16.941176	0	0	0	0	0	0	0	0	164	0	0	124	0	0	0	0	0	0
Zbtb45	16.882353	0	0	163	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Sigirr	16.882353	0	0	0	0	0	0	0	0	0	0	0	198	89	0	0	0	0	0
Rnase12	16.882353	0	0	0	0	0	0	0	0	0	0	0	118	169	0	0	0	0	0
Rnase11	16.882353	0	0	0	0	0	0	0	0	0	0	0	118	169	0	0	0	0	0
Gabarapl2	16.882353	0	0	0	0	0	0	0	150	137	0	0	0	0	0	0	0	0	0
Vps13c	16.823529	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0
Ftl1	16.823529	0	0	0	0	0	0	0	131	155	0	0	0	0	0	0	0	0	0
Zfp667	16.764706	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0
Prdx6	16.764706	0	0	0	0	0	0	0	0	0	0	0	148	137	0	0	0	0	0
Kmt2e	16.764706	0	0	0	0	0	0	0	93	192	0	0	0	0	0	0	0	0	0
Gng7	16.764706	0	0	0	0	0	0	0	0	0	112	0	173	0	0	0	0	0	0
Dusp4	16.764706	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc4	16.705882	0	0	0	0	0	0	0	103	181	0	0	0	0	0	0	0	0	0
Tmem167	16.705882	0	0	0	0	0	0	0	103	181	0	0	0	0	0	0	0	0	0
Oxsm	16.705882	0	0	0	0	0	0	0	0	121	0	0	163	0	0	0	0	0	0
Nostrin	16.705882	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0
Clec2g	16.705882	0	0	0	0	0	0	0	145	139	0	0	0	0	0	0	0	0	0
4930444P10Rik	16.705882	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0
Zcwpw1	16.647059	0	0	0	0	0	0	0	117	166	0	0	0	0	0	0	0	0	0
Vsig8	16.647059	0	0	0	0	0	0	0	0	180	0	0	103	0	0	0	0	0	0
Olfr525	16.647059	0	0	0	0	0	0	0	0	0	0	0	200	83	0	0	0	0	0
Mepce	16.647059	0	0	0	0	0	0	0	117	166	0	0	0	0	0	0	0	0	0
Cxcl13	16.647059	0	0	0	0	0	0	0	0	129	0	0	154	0	0	0	0	0	0
Ctdsp2	16.647059	133	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
Cd63	16.647059	0	0	0	0	0	0	0	0	0	0	0	187	96	0	0	0	0	0
Tradd	16.588235	0	0	0	0	0	0	0	113	169	0	0	0	0	0	0	0	0	0
Tmem200a	16.588235	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r14a	16.588235	0	0	0	0	0	0	0	0	0	0	0	174	108	0	0	0	0	0
Nlrc3	16.588235	0	0	0	0	0	0	0	0	0	0	0	207	75	0	0	0	0	0
Fbxl8	16.588235	0	0	0	0	0	0	0	113	169	0	0	0	0	0	0	0	0	0
Zfp280b	16.529412	121	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
Timeless	16.529412	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0
Rnf139	16.529412	0	0	0	0	0	0	0	0	0	0	0	101	180	0	0	0	0	0
Myl12b	16.529412	0	0	0	0	0	0	0	90	191	0	0	0	0	0	0	0	0	0
Tnrc6a	16.470588	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0
Gm21190	16.470588	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa6	16.470588	0	0	0	0	0	0	0	0	0	0	0	164	116	0	0	0	0	0
Defa24	16.470588	0	0	0	0	0	0	0	0	0	0	0	164	116	0	0	0	0	0
Zbed4	16.411765	0	0	0	0	0	0	0	0	0	154	125	0	0	0	0	0	0	0
Slc10a6	16.411765	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Six3	16.411765	0	0	0	0	0	0	0	0	0	0	0	154	125	0	0	0	0	0
Gsta4	16.411765	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0
Gm14137	16.411765	0	0	0	0	0	0	0	0	0	0	0	148	131	0	0	0	0	0
Src	16.352941	0	0	0	0	0	0	0	91	187	0	0	0	0	0	0	0	0	0
Scn4b	16.352941	0	0	0	0	0	0	0	0	0	0	0	117	161	0	0	0	0	0
Postn	16.352941	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med21	16.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0
Mdfic	16.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0
Mbnl2	16.352941	0	0	0	0	0	0	0	104	174	0	0	0	0	0	0	0	0	0
Gpr1	16.352941	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc174	16.352941	0	0	0	0	0	0	0	150	128	0	0	0	0	0	0	0	0	0
Zrsr1	16.294118	0	0	0	0	0	0	0	133	144	0	0	0	0	0	0	0	0	0
Usp43	16.294118	0	0	0	0	0	0	0	103	174	0	0	0	0	0	0	0	0	0
Ubr7	16.294118	0	0	0	0	0	0	0	0	0	0	0	146	131	0	0	0	0	0
Tmem115	16.294118	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0
Tes	16.294118	0	0	0	0	0	0	0	0	133	0	0	144	0	0	0	0	0	0
Tal2	16.294118	0	100	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc5	16.294118	0	0	0	0	0	0	0	0	0	0	0	183	94	0	0	0	0	0
Gstm2	16.294118	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0
Gpr84	16.294118	0	0	0	0	0	0	0	141	136	0	0	0	0	0	0	0	0	0
Gon7	16.294118	0	0	0	0	0	0	0	0	0	0	0	146	131	0	0	0	0	0
Gm20604	16.294118	0	0	0	0	0	0	0	0	0	0	0	146	131	0	0	0	0	0
Commd1	16.294118	0	0	0	0	0	0	0	133	144	0	0	0	0	0	0	0	0	0
Spsb2	16.235294	0	0	0	0	0	0	0	113	163	0	0	0	0	0	0	0	0	0
Slc16a13	16.235294	0	0	0	0	0	0	0	143	133	0	0	0	0	0	0	0	0	0
Ptrhd1	16.235294	0	0	0	0	0	0	0	0	112	0	0	164	0	0	0	0	0	0
Nhej1	16.235294	0	0	0	0	0	0	0	128	148	0	0	0	0	0	0	0	0	0
Fev	16.235294	0	0	0	0	0	0	0	0	0	135	141	0	0	0	0	0	0	0
Cryba2	16.235294	0	0	0	0	0	0	0	0	0	135	141	0	0	0	0	0	0	0
Cenpo	16.235294	0	0	0	0	0	0	0	0	112	0	0	164	0	0	0	0	0	0
Trp53bp1	16.176471	0	130	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp1	16.117647	0	120	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinc1	16.117647	0	141	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlc1	16.117647	143	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csta3	16.117647	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfkm	16.058824	0	0	0	0	0	0	0	0	0	0	0	132	141	0	0	0	0	0
Gypc	16.058824	0	0	0	0	0	0	0	0	0	184	89	0	0	0	0	0	0	0
Creld2	16.058824	0	0	0	0	0	0	0	131	142	0	0	0	0	0	0	0	0	0
Cox6b2	16.058824	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0
Alg12	16.058824	0	0	0	0	0	0	0	131	142	0	0	0	0	0	0	0	0	0
Slc35b1	16.000000	110	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0
H4f16	16.000000	146	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
H2aj	16.000000	146	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
Cyb561d1	16.000000	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0
Zdhhc5	15.941176	0	0	0	0	0	0	0	117	154	0	0	0	0	0	0	0	0	0
Nfatc2ip	15.941176	0	0	0	0	0	0	0	0	0	0	0	152	119	0	0	0	0	0
Hoxb1	15.941176	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d23	15.882353	0	0	0	0	0	0	0	159	111	0	0	0	0	0	0	0	0	0
Pdp2	15.882353	150	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0
Il16	15.882353	0	0	0	0	0	0	0	0	0	0	0	136	134	0	0	0	0	0
Trh	15.823529	0	124	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Sun1	15.823529	0	0	0	0	0	0	0	0	0	155	114	0	0	0	0	0	0	0
Mfsd14b	15.823529	0	0	0	0	0	0	0	0	0	0	0	145	124	0	0	0	0	0
Eml4	15.823529	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps23rg1	15.764706	0	0	164	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Pgpep1l	15.764706	0	0	0	0	0	0	0	0	0	0	0	165	103	0	0	0	0	0
Krtap4-16	15.764706	0	0	0	0	0	0	0	160	108	0	0	0	0	0	0	0	0	0
Gm13290	15.764706	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13289	15.764706	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13272	15.764706	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp28	15.705882	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pank3	15.705882	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd8	15.705882	0	0	0	0	0	0	0	145	122	0	0	0	0	0	0	0	0	0
Gm3435	15.705882	0	0	0	0	0	0	0	90	83	0	0	0	94	0	0	0	0	0
4930562C15Rik	15.705882	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0
Zfp607b	15.647059	0	0	0	0	0	0	0	107	159	0	0	0	0	0	0	0	0	0
Scmh1	15.647059	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spic	15.588235	0	0	0	0	0	0	0	0	0	0	0	156	109	0	0	0	0	0
Padi6	15.588235	0	0	0	0	0	0	0	136	129	0	0	0	0	0	0	0	0	0
Gpatch1	15.588235	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0
Tmx3	15.529412	0	0	0	0	0	0	0	0	0	0	0	136	128	0	0	0	0	0
Hscb	15.529412	0	0	0	0	0	0	0	0	152	0	0	112	0	0	0	0	0	0
Elmod2	15.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0
Dgke	15.529412	0	0	0	0	0	0	0	101	0	0	0	163	0	0	0	0	0	0
Clca4a	15.529412	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0
Chek2	15.529412	0	0	0	0	0	0	0	0	152	0	0	112	0	0	0	0	0	0
Pkp2	15.470588	0	0	0	0	0	0	0	0	113	0	0	150	0	0	0	0	0	0
Emid1	15.470588	0	0	0	0	0	0	0	0	0	166	97	0	0	0	0	0	0	0
Lct	15.411765	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0
Golt1a	15.411765	0	0	0	0	0	0	0	0	0	0	0	118	144	0	0	0	0	0
Fgf18	15.411765	0	0	0	0	0	0	0	0	92	170	0	0	0	0	0	0	0	0
Defb36	15.411765	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0
Amz1	15.411765	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tom1l2	15.352941	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0
Nrm	15.352941	0	0	0	0	0	0	0	0	0	0	0	132	129	0	0	0	0	0
Gsta2	15.352941	0	0	0	0	0	0	0	133	128	0	0	0	0	0	0	0	0	0
Fubp3	15.352941	0	0	0	0	0	0	0	128	133	0	0	0	0	0	0	0	0	0
Drc3	15.352941	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0
Rsrp1	15.294118	0	0	0	0	0	0	0	136	124	0	0	0	0	0	0	0	0	0
Myl1	15.294118	0	0	0	0	0	0	0	0	0	0	0	154	106	0	0	0	0	0
Gpr161	15.294118	0	0	0	0	0	0	0	88	172	0	0	0	0	0	0	0	0	0
Crlf3	15.294118	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0
Olfr312	15.235294	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0
Disp2	15.235294	0	0	0	0	0	0	0	103	156	0	0	0	0	0	0	0	0	0
Adgrf2	15.235294	0	0	0	0	0	0	0	0	0	0	0	130	129	0	0	0	0	0
Pitpnc1	15.058824	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0
Lgalsl	15.058824	0	0	0	0	0	0	0	98	158	0	0	0	0	0	0	0	0	0
Dcaf11	15.058824	0	0	0	0	0	0	0	151	105	0	0	0	0	0	0	0	0	0
Dact2	15.058824	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach1	15.058824	0	0	0	0	0	0	0	0	0	0	0	102	0	0	154	0	0	0
Slc5a2	15.000000	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0
Rif1	15.000000	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc3	14.941176	0	0	0	0	0	0	0	112	142	0	0	0	0	0	0	0	0	0
Tsen2	14.941176	0	0	0	0	0	0	0	91	163	0	0	0	0	0	0	0	0	0
Spag9	14.941176	0	0	0	0	0	0	0	88	166	0	0	0	0	0	0	0	0	0
Rai1	14.941176	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmf1	14.941176	0	0	0	0	0	0	0	128	126	0	0	0	0	0	0	0	0	0
Mfsd5	14.941176	0	0	0	0	0	0	0	0	0	0	0	149	105	0	0	0	0	0
Khk	14.941176	112	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
Fxyd3	14.941176	0	0	0	0	0	0	0	120	0	0	0	134	0	0	0	0	0	0
Foxp4	14.941176	0	0	0	0	0	0	0	0	0	0	0	145	109	0	0	0	0	0
Exosc7	14.941176	0	0	0	0	0	0	0	112	142	0	0	0	0	0	0	0	0	0
Slc25a12	14.882353	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmepa1	14.882353	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcs1	14.882353	0	0	0	0	0	0	0	0	0	0	0	140	113	0	0	0	0	0
Gsta1	14.882353	0	0	0	0	0	0	0	121	132	0	0	0	0	0	0	0	0	0
Fam227b	14.882353	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0
Dtwd1	14.882353	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0
