Target_genes	Elf4|Average	SRX2242847|Macrophages	SRX2242848|Macrophages	SRX2242849|Macrophages	SRX2242850|Macrophages	STRING
Cdc42	373.500000	1180	187	127	0	0
Bcl2a1b	373.500000	316	0	457	721	0
Mettl25	373.000000	758	0	558	176	0
Furin	373.000000	428	0	657	407	0
Ctla2b	373.000000	471	0	780	241	0
Ccdc59	373.000000	758	0	558	176	0
Arl14ep	373.000000	625	0	480	387	0
Jtb	372.750000	641	0	631	219	0
Gpatch4	372.750000	259	0	676	556	0
Prelid3b	372.500000	1112	0	221	157	0
Arhgap18	372.500000	420	0	718	352	0
Pnpla6	372.250000	401	0	707	381	0
Bbs2	372.250000	607	73	705	104	0
Rnps1	372.000000	910	144	294	140	0
Zmym6	371.000000	441	0	687	356	0
Trim12c	370.250000	296	0	525	660	0
Runx1	370.000000	509	0	665	306	0
Pum1	370.000000	450	0	578	452	0
Spata6	369.750000	659	0	536	284	0
Nfat5	369.750000	879	172	101	327	0
Prkrip1	369.500000	274	0	837	367	0
Uqcc1	369.250000	335	0	765	377	0
Dele1	369.250000	646	0	639	192	0
Uri1	369.000000	424	0	600	452	0
Lcp2	369.000000	412	0	570	494	0
Calm3	368.500000	638	0	604	232	0
Cers6	368.250000	363	0	693	417	0
Tfb1m	367.750000	513	0	676	282	0
Rapgef5	367.750000	316	0	539	616	0
Nckipsd	367.750000	460	0	639	372	0
Scaf8	367.250000	1243	226	0	0	0
Cln5	367.250000	599	0	486	384	0
Tsg101	367.000000	886	144	438	0	0
Jdp2	367.000000	302	0	826	340	0
Jazf1	367.000000	269	0	614	585	0
Zc3h11a	366.750000	311	0	701	455	0
Zbed6	366.750000	311	0	701	455	0
Sipa1l2	366.750000	448	0	732	287	0
Gtf3c5	366.500000	297	0	706	463	0
Cd207	366.500000	397	0	635	434	0
Wdr43	366.250000	1154	0	311	0	0
Prss22	366.250000	378	0	756	331	0
Chd9	366.250000	478	0	801	186	0
Twf1	366.000000	1055	205	204	0	0
Fbxw7	366.000000	741	174	449	100	0
Cep192	366.000000	1011	0	453	0	0
Ikbip	365.750000	361	0	616	486	0
C1galt1	365.750000	420	0	762	281	0
Apaf1	365.750000	361	0	616	486	0
Zfp933	365.500000	419	0	555	488	0
Rbm41	365.500000	436	0	601	425	0
Dbp	365.500000	458	0	601	403	0
Car11	365.500000	458	0	601	403	0
Psme3	365.250000	377	0	727	357	0
Il1rn	365.000000	273	0	393	794	0
Rgs2	364.750000	349	0	680	430	0
Psmd8	364.750000	706	0	753	0	0
Ehd1	364.500000	342	87	585	444	0
Syne1	364.000000	348	0	825	283	0
Rnf44	364.000000	564	0	506	386	0
Lilr4b	364.000000	466	0	564	426	0
Akna	363.750000	397	0	828	230	0
Samd8	363.500000	994	164	296	0	0
H2-T9	363.250000	358	0	592	503	0
H2-T22	363.250000	358	0	592	503	0
Gm6034	363.250000	358	0	592	503	0
Wdpcp	362.750000	453	0	697	301	0
Tubgcp3	362.750000	1017	244	190	0	0
Tbc1d17	362.750000	256	0	688	507	0
Mdh1	362.750000	453	0	697	301	0
Fbxo32	362.750000	639	0	705	107	0
Dact3	362.500000	402	0	723	325	0
Hspa1l	362.250000	273	0	773	403	0
Hspa1a	362.250000	273	0	773	403	0
Cnot8	362.250000	610	0	614	225	0
Slc43a2	362.000000	399	0	649	400	0
Arhgap27	361.750000	424	0	735	288	0
Tmem87b	361.500000	421	0	792	233	0
Ddx50	361.500000	1222	224	0	0	0
Cyrib	361.500000	450	0	621	375	0
Slc26a2	361.250000	1445	0	0	0	0
Map3k7	361.250000	776	0	669	0	0
Wdr41	361.000000	343	0	826	275	0
Zer1	360.750000	508	0	604	331	0
Nmnat3	360.500000	639	0	609	194	0
Zwint	360.000000	281	0	715	444	0
Pcyt1a	360.000000	1064	0	376	0	0
Pgam1	359.750000	797	0	368	274	0
Renbp	359.500000	498	0	608	332	0
Erbin	359.500000	1137	158	143	0	0
Slc39a13	359.250000	875	275	287	0	0
Sgms1	359.000000	365	0	732	339	0
Nek9	359.000000	425	0	477	534	0
Dbr1	359.000000	461	0	647	328	0
Srrm2	358.750000	405	0	635	395	0
Smim14	358.750000	1024	0	242	169	0
Ilf2	358.500000	457	0	500	477	0
Hpf1	358.500000	1210	224	0	0	0
Hrh1	358.250000	297	0	520	616	0
Gcnt1	358.250000	503	0	793	137	0
Srp19	358.000000	367	0	695	370	0
Pdlim5	358.000000	852	172	241	167	0
Zfp267	357.750000	457	0	649	325	0
Batf2	357.750000	216	0	395	820	0
Rrp12	357.250000	421	0	530	478	0
Gm21188	357.250000	267	0	274	888	0
Cul4b	357.250000	380	0	694	355	0
Tsnaxip1	357.000000	367	0	732	329	0
Ranbp10	357.000000	367	0	732	329	0
Ptprv	357.000000	470	0	708	250	0
Ptpn7	357.000000	470	0	708	250	0
Mtpap	357.000000	359	0	575	494	0
Grap2	357.000000	407	0	628	393	0
Il3ra	356.750000	459	0	569	399	0
Egfl7	356.750000	478	0	733	216	0
Rad9a	356.000000	476	0	652	296	0
Slc6a16	355.750000	343	0	679	401	0
Cd37	355.750000	343	0	679	401	0
Adprm	355.750000	254	0	391	778	0
Tspan14	355.500000	488	0	725	209	0
Stard9	355.500000	484	0	652	286	0
Zfp747	355.000000	323	0	675	422	0
Tctex1d2	355.000000	447	0	674	299	0
Scrn2	355.000000	408	0	600	412	0
Pan2	355.000000	350	0	630	440	0
Il23a	355.000000	350	0	630	440	0
Hnrnpa2b1	355.000000	381	0	817	222	0
Cbx3	355.000000	381	0	817	222	0
Slc10a5	354.500000	964	0	454	0	0
Rpl24	354.500000	254	0	763	401	0
Poglut2	354.500000	284	0	786	348	0
Impa1	354.500000	964	0	454	0	0
Elob	354.500000	177	0	816	425	0
Bivm	354.500000	284	0	786	348	0
Tnip3	354.000000	417	0	665	334	0
E430018J23Rik	354.000000	439	0	651	326	0
Atp6ap2	354.000000	405	0	595	416	0
Desi2	353.750000	398	0	679	338	0
Celf4	353.750000	508	0	538	369	0
Hexim1	353.500000	382	0	650	382	0
Tbc1d13	353.250000	643	0	335	435	0
Mtg2	353.250000	777	280	356	0	0
Nup153	353.000000	504	0	572	336	0
Med15	353.000000	932	125	355	0	0
Plekho2	352.750000	463	0	568	380	0
Mrps18a	352.750000	629	220	562	0	0
Rbm27	352.500000	476	0	657	277	0
Pls3	352.250000	489	0	615	305	0
Ate1	352.250000	387	0	743	279	0
Hoxb4	352.000000	309	0	716	383	0
Hoxb3	352.000000	309	0	716	383	0
Tmprss9	351.750000	261	0	635	511	0
Pitx3	351.750000	310	0	671	426	0
Map3k1	351.750000	272	0	540	595	0
Gbf1	351.750000	310	0	671	426	0
Cyb5b	351.750000	684	0	540	183	0
Sdf2l1	351.500000	984	0	422	0	0
Kcne3	351.500000	555	0	619	232	0
Gemin4	351.500000	805	0	417	184	0
Dbil5	351.500000	805	0	417	184	0
Tbck	351.250000	328	0	648	429	0
Aimp1	351.250000	328	0	648	429	0
Isy1	351.000000	533	0	559	312	0
Zfp493	350.750000	379	0	654	370	0
Ska2	350.500000	384	0	652	366	0
Prr11	350.500000	384	0	652	366	0
Thada	350.250000	1070	0	331	0	0
Sik1	350.250000	353	0	675	373	0
Ccr5	350.250000	293	0	749	359	0
Shank1	350.000000	374	0	608	418	0
Oas1c	350.000000	332	0	664	404	0
Oas1b	350.000000	332	0	664	404	0
Clec11a	350.000000	374	0	608	418	0
Gsg1	349.750000	304	0	609	486	0
Zfp772	349.500000	494	0	534	370	0
Spred2	349.500000	326	0	663	409	0
Slc25a10	349.500000	411	0	751	236	0
Acly	349.500000	509	113	547	229	0
Zfp839	349.250000	490	0	537	370	0
Fam53c	349.250000	398	0	541	458	0
Dynlrb1	349.250000	397	0	721	279	0
Ccdc90b	349.250000	386	0	638	373	0
Serbp1	349.000000	689	174	351	182	0
Nsd3	348.750000	455	0	590	350	0
Baz2a	348.750000	413	0	669	313	0
Zkscan8	348.500000	670	0	354	370	0
Unc13a	348.500000	275	0	605	514	0
Stard8	348.500000	414	0	599	381	0
Pheta1	348.500000	467	0	666	261	0
Mtmr10	348.500000	879	176	339	0	0
Foxj2	348.500000	497	0	638	259	0
Nme1	348.250000	406	0	603	384	0
H2-DMb2	348.250000	396	0	664	333	0
Tent5a	348.000000	936	0	456	0	0
Hddc2	348.000000	388	0	787	217	0
Adora2b	348.000000	316	0	635	441	0
Zfp975	347.750000	398	0	679	314	0
Psmd4	347.750000	314	0	694	383	0
Map3k6	347.750000	490	0	631	270	0
Nr6a1	347.500000	345	0	605	440	0
H6pd	347.500000	406	0	642	342	0
Fbf1	347.500000	443	0	516	431	0
Utp11	347.250000	421	167	602	199	0
Oplah	347.250000	498	0	891	0	0
Gbe1	347.250000	985	0	404	0	0
Uhmk1	347.000000	691	0	422	275	0
Trak2	347.000000	583	0	805	0	0
Pnpla7	347.000000	503	0	664	221	0
Mrpl41	347.000000	503	0	664	221	0
Cmtm7	346.750000	802	0	374	211	0
Zfp276	346.500000	465	0	644	277	0
Vps9d1	346.500000	465	0	644	277	0
Psma1	346.500000	483	0	582	321	0
Otud1	346.500000	384	0	629	373	0
Terf1	346.000000	1073	0	311	0	0
Obi1	346.000000	1182	202	0	0	0
Dpagt1	346.000000	288	0	802	294	0
Slc37a1	345.750000	447	0	651	285	0
Oip5	345.500000	362	0	577	443	0
Nusap1	345.500000	362	0	577	443	0
Sf3b4	345.250000	565	303	354	159	0
Ndst2	345.250000	392	0	614	375	0
Rtel1	345.000000	437	0	666	277	0
Kcnab2	345.000000	409	0	645	326	0
Utp3	344.750000	703	90	338	248	0
Ppm1b	344.750000	365	0	530	484	0
Stpg1	344.500000	299	0	792	287	0
Nipal3	344.500000	299	0	792	287	0
Calu	344.500000	465	0	492	421	0
Mtus1	344.250000	370	0	686	321	0
Dhx33	344.250000	291	0	466	620	0
Bcap31	344.250000	717	0	498	162	0
Abcd1	344.250000	717	0	498	162	0
1700010I14Rik	344.250000	379	0	613	385	0
Iws1	344.000000	479	0	631	266	0
Fbxl20	343.500000	386	0	606	382	0
Pum2	343.250000	393	0	687	293	0
Frmd4a	343.000000	390	0	513	469	0
Tbcd	342.500000	573	0	487	310	0
Taok2	342.500000	383	0	630	357	0
Rac2	342.500000	401	0	710	259	0
Zfyve16	342.250000	793	204	372	0	0
Ttc27	342.250000	445	0	749	175	0
Ilrun	342.000000	590	0	527	251	0
Cmas	342.000000	321	0	812	235	0
Aktip	342.000000	486	0	622	260	0
Gpr19	341.750000	670	0	697	0	0
Frmd4b	341.750000	365	0	557	445	0
Stim1	341.500000	292	0	691	383	0
Pagr1a	341.500000	388	0	616	362	0
Mvp	341.500000	388	0	616	362	0
Ergic3	341.500000	1066	300	0	0	0
6430550D23Rik	341.500000	1066	300	0	0	0
Relch	341.000000	569	0	562	233	0
Pign	341.000000	569	0	562	233	0
Amz2	341.000000	345	0	792	227	0
Tnni2	340.750000	497	0	688	178	0
H2-T10	340.750000	343	0	547	473	0
Gm3325	340.750000	352	0	699	312	0
Tent5d	340.500000	657	0	517	188	0
Lyrm1	340.500000	749	0	327	286	0
Dcun1d3	340.500000	749	0	327	286	0
2610002M06Rik	340.500000	657	0	517	188	0
D16Ertd472e	340.250000	285	0	563	513	0
Zfp91	340.000000	461	0	564	335	0
Lsm10	340.000000	611	153	596	0	0
Lpxn	340.000000	461	0	564	335	0
Adamts13	340.000000	351	0	541	468	0
Tmtc3	339.750000	814	0	545	0	0
Pdp1	339.750000	1164	0	195	0	0
Itm2c	339.750000	393	0	550	416	0
Cep290	339.750000	814	0	545	0	0
Cct8	339.750000	849	253	257	0	0
Atp6v0c	339.750000	399	0	571	389	0
Amdhd2	339.750000	399	0	571	389	0
Tpra1	339.500000	469	0	584	305	0
Mcm2	339.500000	469	0	584	305	0
Gstm3	339.250000	294	0	487	576	0
Pira6	339.000000	397	0	712	247	0
Nat10	339.000000	304	0	666	386	0
Eola1	339.000000	359	0	570	427	0
Car14	338.750000	345	0	604	406	0
Slc11a2	338.500000	286	0	396	672	0
Pirb	338.500000	368	0	590	396	0
Nccrp1	338.500000	369	0	797	188	0
Hnrnpl	338.250000	355	0	713	285	0
Fbxo4	338.250000	1018	0	335	0	0
Acp5	338.250000	419	0	778	156	0
Herc4	338.000000	680	0	450	222	0
Tyw5	337.750000	485	0	522	344	0
Maip1	337.750000	485	0	522	344	0
Tmsb10	337.500000	282	0	540	528	0
Spred3	337.500000	412	0	628	310	0
Msh6	337.500000	828	0	522	0	0
Ifi209	337.500000	302	0	442	606	0
Ggn	337.500000	412	0	628	310	0
Bin1	337.500000	331	0	594	425	0
Bhlhe41	337.500000	486	0	519	345	0
Zcwpw2	337.250000	780	153	204	212	0
Azi2	337.250000	780	153	204	212	0
Tgif1	337.000000	390	0	574	384	0
Rps28	336.750000	416	0	641	290	0
Ndufa7	336.750000	416	0	641	290	0
Dnlz	336.750000	473	0	450	424	0
Ivns1abp	336.500000	1211	135	0	0	0
Tor1b	336.250000	538	0	453	354	0
Rnf111	336.250000	319	0	597	429	0
Mtch2	336.000000	571	0	464	309	0
Rnf14	335.750000	608	122	211	402	0
Rhoq	335.750000	569	0	511	263	0
Pomp	335.750000	1111	232	0	0	0
Dr1	335.750000	789	0	330	224	0
Asb6	335.750000	597	160	586	0	0
Sfswap	335.500000	229	0	681	432	0
Tbc1d2b	335.250000	441	0	596	304	0
Nrn1	335.250000	378	0	734	229	0
Chmp1b	335.250000	880	198	263	0	0
Arih2	335.250000	656	154	316	215	0
Anxa5	335.250000	431	0	614	296	0
1810062G17Rik	335.250000	431	0	614	296	0
Srsf2	335.000000	1003	102	235	0	0
Ncapd2	335.000000	208	0	603	529	0
Mrpl51	335.000000	208	0	603	529	0
Mfsd11	335.000000	1003	102	235	0	0
Ddx6	335.000000	406	0	387	547	0
Psap	334.750000	503	0	568	268	0
Tbk1	334.500000	818	0	283	237	0
Rdh13	334.500000	394	0	630	314	0
Zfp442	334.000000	313	0	736	287	0
Gm13290	334.000000	399	0	557	380	0
Gm13289	334.000000	399	0	557	380	0
Gm13285	334.000000	399	0	557	380	0
Csnk1e	334.000000	438	0	773	125	0
BC048403	334.000000	973	134	229	0	0
Plcd1	333.500000	453	0	528	353	0
Orai3	333.500000	514	0	559	261	0
Nuak2	333.500000	293	0	495	546	0
Mblac1	333.500000	331	0	514	489	0
Inpp5b	333.250000	291	0	379	663	0
Abca6	333.250000	620	0	713	0	0
Trafd1	333.000000	288	0	390	654	0
Stambpl1	332.750000	418	0	700	213	0
Acyp2	332.500000	421	0	501	408	0
Rnasel	332.250000	387	0	511	431	0
Card6	332.250000	361	0	699	269	0
Tax1bp1	332.000000	688	170	470	0	0
Nt5dc1	332.000000	552	0	611	165	0
Neurl3	332.000000	312	0	716	300	0
Atxn7l1	332.000000	438	0	583	307	0
Uvssa	331.750000	959	0	368	0	0
Mthfr	331.750000	667	161	499	0	0
Ints1	331.750000	392	0	598	337	0
Clcn6	331.750000	667	161	499	0	0
Mocs1	331.250000	475	0	654	196	0
Nt5dc3	331.000000	912	0	412	0	0
Fkbp3	331.000000	441	0	618	265	0
Fancm	331.000000	441	0	618	265	0
Bcl2l2	331.000000	291	0	683	350	0
Zfp568	330.750000	820	0	503	0	0
Prim2	330.500000	483	0	625	214	0
Irf2bp2	330.500000	387	0	643	292	0
Epas1	330.500000	841	0	481	0	0
Klf16	330.250000	470	0	606	245	0
Fbxo42	330.250000	357	0	730	234	0
BC005537	330.250000	349	0	544	428	0
Sass6	330.000000	439	0	575	306	0
Ruvbl1	330.000000	275	0	644	401	0
Park7	330.000000	533	138	441	208	0
Mtch1	330.000000	991	329	0	0	0
Gbp5	330.000000	267	0	365	688	0
Ap5b1	330.000000	258	0	626	436	0
Mesd	329.500000	1172	0	146	0	0
Setd1a	329.250000	254	0	779	284	0
Prpf18	329.250000	360	0	582	375	0
Nptn	329.250000	453	0	560	304	0
Mt1	329.250000	554	0	596	167	0
Mcub	329.250000	450	0	630	237	0
Hspa9	329.250000	308	0	429	580	0
Cep41	329.250000	1317	0	0	0	0
Traf6	329.000000	1181	135	0	0	0
Selenop	329.000000	304	0	626	386	0
Psph	328.750000	307	0	635	373	0
Narf	328.750000	472	0	599	244	0
Maf	328.750000	336	0	727	252	0
Cct6a	328.750000	307	0	635	373	0
Arhgef1	328.750000	592	0	471	252	0
Tgtp2	328.500000	453	0	552	309	0
Poll	328.500000	447	0	540	327	0
Mapk1ip1l	328.500000	654	0	276	384	0
Dpcd	328.500000	447	0	540	327	0
Cdk1	328.500000	435	0	652	227	0
Rtp3	328.250000	401	0	581	331	0
Mrc1	328.250000	456	0	707	150	0
Hsd17b6	328.250000	323	0	645	345	0
Sh2b2	328.000000	395	0	499	418	0
Ddb2	328.000000	723	198	391	0	0
Tmed5	327.750000	288	0	673	350	0
Polk	327.750000	720	0	443	148	0
Fblim1	327.750000	300	0	712	299	0
Cog1	327.750000	1026	0	285	0	0
Cert1	327.750000	720	0	443	148	0
Ccdc18	327.750000	288	0	673	350	0
Tpst2	327.500000	341	0	657	312	0
Smim15	327.500000	1073	237	0	0	0
Hacl1	327.250000	390	0	579	340	0
Btd	327.250000	390	0	579	340	0
Sec61b	327.000000	214	0	760	334	0
Mfsd4b4	327.000000	507	0	474	327	0
Itgb1	327.000000	579	0	435	294	0
Ap3s2	327.000000	236	0	634	438	0
Alg2	327.000000	214	0	760	334	0
Zfp3	326.750000	757	128	422	0	0
Paox	326.750000	416	0	744	147	0
Gm11541	326.750000	503	0	580	224	0
Dock1	326.750000	365	0	702	240	0
Abcb7	326.750000	390	0	499	418	0
Tdp1	326.500000	383	0	624	299	0
Efcab11	326.500000	383	0	624	299	0
Akr1c12	326.500000	356	0	633	317	0
Slc3a2	326.250000	301	0	646	358	0
Prkar1b	326.000000	619	0	406	279	0
Dnaaf5	326.000000	619	0	406	279	0
Itpripl2	325.750000	1005	0	298	0	0
Smim12	325.500000	456	0	630	216	0
Dok3	325.500000	324	0	568	410	0
Afg1l	325.500000	478	0	592	232	0
Cerkl	325.250000	634	0	480	187	0
Rab20	325.000000	290	108	506	396	0
Pdss2	324.750000	439	0	442	418	0
Nup214	324.750000	867	141	291	0	0
Zfp277	324.250000	515	95	444	243	0
Milr1	324.250000	412	0	501	384	0
Ipo4	324.250000	501	0	475	321	0
Dock4	324.250000	515	95	444	243	0
Dock10	324.250000	416	0	506	375	0
Ccdc88c	324.250000	590	0	462	245	0
Poli	324.000000	373	0	605	318	0
Snrnp70	323.750000	320	0	719	256	0
Mcemp1	323.750000	438	0	564	293	0
Il12rb1	323.000000	353	0	658	281	0
Cherp	323.000000	846	192	254	0	0
Sesn3	322.750000	453	0	621	217	0
0610009B22Rik	322.750000	407	0	582	302	0
Nrbp1	322.500000	741	0	342	207	0
Gm36298	322.500000	285	0	671	334	0
Arnt	322.000000	471	0	584	233	0
Slc39a3	321.750000	349	0	511	427	0
Mr1	321.750000	373	0	612	302	0
Cerk	321.750000	663	0	624	0	0
Rgs19	321.500000	569	0	522	195	0
Phyh	321.500000	363	0	602	321	0
Lkaaear1	321.500000	569	0	522	195	0
B3galnt2	321.500000	624	0	497	165	0
Bcl6	321.250000	241	0	512	532	0
Rpn2	321.000000	1131	153	0	0	0
Mroh8	321.000000	1131	153	0	0	0
Jagn1	321.000000	403	0	576	305	0
Mterf4	320.750000	394	0	502	387	0
Dolpp1	320.750000	411	0	661	211	0
Reep4	320.250000	784	0	497	0	0
Pla1a	320.250000	216	0	389	676	0
Olfml3	320.250000	365	0	678	238	0
Ezr	320.250000	382	0	605	294	0
Taf13	320.000000	335	0	502	443	0
Nedd1	319.750000	1116	163	0	0	0
Mrps10	319.500000	733	0	337	208	0
Slfn3	319.250000	242	0	541	494	0
Inka1	319.250000	503	0	574	200	0
Nipa2	319.000000	440	0	560	276	0
Melk	319.000000	500	0	514	262	0
Resf1	318.750000	932	0	343	0	0
Acap2	318.750000	904	0	371	0	0
Wipf1	318.500000	323	0	577	374	0
H2bc4	318.500000	403	0	489	382	0
H2ac6	318.500000	403	0	489	382	0
Nudt7	318.250000	210	0	773	290	0
Mrps31	318.250000	207	0	592	474	0
Zcchc24	318.000000	459	0	520	293	0
Asnsd1	318.000000	800	0	325	147	0
Asdurf	318.000000	800	0	325	147	0
Nck1	317.500000	426	0	516	328	0
Fut7	317.500000	409	0	600	261	0
Cmtm6	317.500000	641	0	442	187	0
Abcf3	317.500000	407	0	600	263	0
Trim56	317.250000	229	0	501	539	0
Mcm6	317.000000	996	0	272	0	0
Apobec3	317.000000	258	0	365	645	0
Rad50	316.750000	849	0	418	0	0
Kdm3a	316.750000	468	0	538	261	0
Washc5	316.500000	280	0	627	359	0
Treml2	316.500000	199	0	399	668	0
Nsmce2	316.500000	280	0	627	359	0
Arhgef40	316.500000	369	0	687	210	0
Sp4	316.250000	637	0	628	0	0
Pygb	316.250000	401	0	513	351	0
Pstpip2	316.000000	361	0	562	341	0
Pdik1l	316.000000	381	0	609	274	0
Ccs	316.000000	450	0	506	308	0
Ccdc87	316.000000	450	0	506	308	0
Bbs10	316.000000	590	0	674	0	0
Tnfrsf14	315.500000	409	0	449	404	0
Crlf3	315.250000	563	0	507	191	0
Ppwd1	315.000000	408	0	478	374	0
Fxyd5	315.000000	351	0	542	367	0
Cenpk	315.000000	408	0	478	374	0
Osbpl7	314.750000	602	0	543	114	0
Elk3	314.750000	248	0	426	585	0
Capza2	314.750000	339	0	556	364	0
Bahd1	314.750000	302	0	584	373	0
Ascc1	314.750000	949	126	184	0	0
Anapc16	314.750000	949	126	184	0	0
Mrpl19	314.500000	532	0	586	140	0
Rexo1	314.250000	1073	184	0	0	0
Parp10	314.250000	331	0	512	414	0
Grina	314.250000	331	0	512	414	0
Commd2	314.250000	346	0	620	291	0
Oas1g	314.000000	232	0	387	637	0
Ahcy	314.000000	631	0	451	174	0
Rnf213	313.750000	335	0	204	716	0
Pias2	313.250000	626	0	435	192	0
Casp4	313.250000	339	0	427	487	0
Zscan26	313.000000	216	0	673	363	0
Psmd9	312.500000	319	0	645	286	0
Pgghg	312.500000	392	0	610	248	0
Eif2d	312.500000	454	0	526	270	0
Knstrn	312.250000	519	0	461	269	0
Vgll4	312.000000	318	0	631	299	0
Usp39	312.000000	560	0	404	284	0
Ccnt1	312.000000	332	0	571	345	0
4930415O20Rik	312.000000	332	0	571	345	0
0610030E20Rik	312.000000	560	0	404	284	0
Txndc5	311.750000	684	0	435	128	0
Sympk	311.750000	915	0	332	0	0
Prpf4	311.750000	412	0	508	327	0
Foxa3	311.750000	915	0	332	0	0
Cdc26	311.750000	412	0	508	327	0
Ubiad1	311.500000	213	0	592	441	0
Mtor	311.500000	213	0	592	441	0
Mrps36	311.500000	611	0	635	0	0
Kpna4	311.250000	717	0	528	0	0
Gosr1	311.250000	310	0	426	509	0
Pld3	311.000000	519	161	252	312	0
Pdzd11	311.000000	385	0	524	335	0
Kif4	311.000000	385	0	524	335	0
Farsa	311.000000	503	0	507	234	0
Cabin1	311.000000	874	0	370	0	0
2310022A10Rik	311.000000	519	161	252	312	0
Sco1	310.750000	254	0	211	778	0
Ing3	310.750000	253	0	636	354	0
Cd80	310.500000	288	0	587	367	0
Stpg3	310.250000	733	171	337	0	0
Nelfb	310.250000	733	171	337	0	0
4932438A13Rik	310.250000	285	0	334	622	0
Pfkfb1	310.000000	335	0	503	402	0
Ogfr	310.000000	651	0	364	225	0
Apex2	310.000000	335	0	503	402	0
Thbd	309.750000	493	0	746	0	0
Cdadc1	309.750000	254	0	597	388	0
Uba7	309.500000	266	0	505	467	0
Ranbp9	309.500000	387	183	455	213	0
Lgals8	309.500000	342	0	485	411	0
Ccdc194	309.500000	372	0	529	337	0
Sirpb1b	309.250000	179	0	567	491	0
Serinc1	309.250000	562	0	515	160	0
Paip2	309.250000	452	134	427	224	0
Cops4	309.250000	349	0	653	235	0
Mbd1	309.000000	477	0	495	264	0
Slc30a6	308.750000	379	0	573	283	0
Mki67	308.750000	335	169	290	441	0
Fbln5	308.750000	385	0	850	0	0
Dmxl1	308.750000	358	0	563	314	0
Ccl12	308.500000	197	0	415	622	0
Xpa	308.250000	331	0	512	390	0
Wrap73	308.250000	823	0	410	0	0
Wdr45	308.250000	227	0	538	468	0
Trp73	308.250000	823	0	410	0	0
Gramd1b	308.250000	359	0	658	216	0
Golim4	308.250000	684	0	549	0	0
Shmt2	308.000000	266	0	456	510	0
Plpp2	308.000000	0	0	1232	0	0
Ect2	308.000000	385	0	547	300	0
Wbp2	307.750000	270	0	544	417	0
Prrt2	307.750000	253	0	616	362	0
Inafm2	307.750000	879	0	352	0	0
Txnl1	307.500000	523	0	444	263	0
Trp53rkb	307.500000	578	0	435	217	0
Pdlim2	307.500000	253	0	612	365	0
Keap1	307.500000	524	0	275	431	0
Trf	307.250000	547	0	682	0	0
Srgn	307.250000	216	0	420	593	0
Knop1	307.250000	690	0	382	157	0
Iqck	307.250000	690	0	382	157	0
Fh1	307.250000	384	0	569	276	0
Exosc5	307.250000	583	0	400	246	0
Bckdha	307.250000	583	0	400	246	0
Taf11	307.000000	480	0	558	190	0
Slc35e4	307.000000	298	0	601	329	0
Nipsnap3b	307.000000	1228	0	0	0	0
Gdpgp1	307.000000	557	0	441	230	0
Cib1	307.000000	557	0	441	230	0
Anks1	307.000000	480	0	558	190	0
Rrp15	306.750000	251	0	505	471	0
Rbm8a	306.750000	261	0	612	354	0
Napa	306.750000	352	0	538	337	0
Lrguk	306.750000	338	0	654	235	0
Dhrs7b	306.750000	319	0	536	372	0
Rab3il1	306.500000	407	0	626	193	0
Tanc2	306.250000	240	0	577	408	0
Mef2c	306.250000	351	0	691	183	0
Haspin	306.250000	351	0	615	259	0
Olfr433	306.000000	242	0	459	523	0
Ercc1	306.000000	285	0	628	311	0
Olfr229	305.750000	356	0	495	372	0
Tspan4	305.500000	554	0	562	106	0
Tmem150b	305.500000	329	0	608	285	0
Polr2l	305.500000	554	0	562	106	0
Cnrip1	305.500000	347	0	578	297	0
Pdia4	305.250000	578	0	454	189	0
Cd164	305.250000	313	0	529	379	0
Myd88	305.000000	339	0	515	366	0
Acaa1a	305.000000	339	0	515	366	0
Zfp229	304.750000	444	0	501	274	0
Vwa5a	304.750000	385	0	560	274	0
Tyrobp	304.750000	310	0	634	275	0
Slc35a1	304.750000	961	0	258	0	0
Rtp4	304.250000	323	0	523	371	0
Rcsd1	304.250000	394	0	647	176	0
Lrmda	304.250000	856	0	361	0	0
Fth1	304.250000	322	0	593	302	0
Gmps	304.000000	598	0	618	0	0
Cdc37	304.000000	628	182	284	122	0
Rnaseh1	303.750000	899	0	316	0	0
Pdk2	303.750000	224	0	729	262	0
Tbc1d10c	303.500000	382	0	540	292	0
Ppp1ca	303.500000	382	0	540	292	0
Ssh3	303.250000	610	0	515	88	0
Mrps17	303.250000	346	0	622	245	0
Lipe	303.000000	557	0	400	255	0
Ambp	303.000000	175	0	425	612	0
Slfn5	302.750000	329	0	342	540	0
Rps15	302.750000	686	0	525	0	0
Kdr	302.750000	323	0	639	249	0
Apc2	302.750000	686	0	525	0	0
Osbpl8	302.500000	522	0	408	280	0
Ccdc39	302.500000	187	0	631	392	0
Zmpste24	302.250000	133	0	595	481	0
Lrwd1	302.250000	508	0	500	201	0
Hnrnpab	302.250000	412	0	557	240	0
Arl11	302.250000	327	0	698	184	0
Alkbh4	302.250000	508	0	500	201	0
Serpinb9	302.000000	310	0	669	229	0
Gcnt2	302.000000	192	0	310	706	0
Rnf40	301.750000	402	0	606	199	0
Ccdc189	301.750000	402	0	606	199	0
AU041133	301.750000	511	0	393	303	0
Siah1b	301.500000	476	0	560	170	0
Selenon	301.500000	294	0	424	488	0
Rfx3	301.500000	566	183	457	0	0
Pgk1	301.250000	376	0	565	264	0
Nde1	301.250000	748	0	457	0	0
