Target_genes	Nfatc2|Average	SRX667873|Dendritic_Cells	SRX21547799|ILC2	SRX21547800|ILC2	SRX21547801|ILC2	SRX21547802|ILC2	SRX21547803|ILC2	SRX21547804|ILC2	SRX12418835|Myofibers	SRX12418836|Myofibers	SRX12418837|Myofibers	SRX12418838|Myofibers	SRX24004260|Th2_Cells	STRING
Dhodh	49.333333	0	0	0	0	189	166	237	0	0	0	0	0	0
AI987944	49.333333	252	0	0	0	133	92	115	0	0	0	0	0	0
Wbp1l	49.250000	0	0	0	0	66	109	224	0	0	0	0	192	0
Sec16a	49.250000	0	0	0	0	131	131	329	0	0	0	0	0	0
Mettl4	49.250000	0	0	0	0	172	140	279	0	0	0	0	0	0
Dpep2	49.250000	422	0	0	0	0	0	70	0	0	0	0	99	0
Tarm1	49.166667	590	0	0	0	0	0	0	0	0	0	0	0	0
Cib3	49.000000	486	0	0	0	0	0	0	0	0	0	0	102	0
Antxr2	49.000000	588	0	0	0	0	0	0	0	0	0	0	0	0
P2ry14	48.916667	186	0	0	0	0	139	262	0	0	0	0	0	0
Ing3	48.750000	0	0	0	0	179	178	228	0	0	0	0	0	0
C5ar1	48.750000	585	0	0	0	0	0	0	0	0	0	0	0	0
Hjurp	48.666667	220	0	0	0	97	88	179	0	0	0	0	0	0
A730008H23Rik	48.666667	220	0	0	0	97	88	179	0	0	0	0	0	0
Srgn	48.583333	448	0	0	0	0	0	75	0	0	0	0	60	0
Prdx6	48.583333	0	0	0	0	129	157	297	0	0	0	0	0	0
Aftph	48.583333	133	0	0	0	73	134	243	0	0	0	0	0	0
Acvr1b	48.583333	583	0	0	0	0	0	0	0	0	0	0	0	0
Ppia	48.500000	582	0	0	0	0	0	0	0	0	0	0	0	0
Isg20	48.500000	240	0	0	0	0	134	208	0	0	0	0	0	0
Avpi1	48.500000	441	0	0	0	0	0	0	0	0	0	0	141	0
Tent2	48.416667	581	0	0	0	0	0	0	0	0	0	0	0	0
Olfr530	48.416667	0	0	0	0	0	109	232	0	0	0	0	240	0
Hsf2	48.416667	581	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb9	48.416667	0	0	0	0	95	131	256	0	0	0	0	99	0
P2ry10b	48.333333	176	0	0	0	117	131	156	0	0	0	0	0	0
Nrros	48.250000	0	0	0	0	137	135	307	0	0	0	0	0	0
Camk4	48.166667	0	0	0	0	110	189	279	0	0	0	0	0	0
Crlf2	47.916667	194	0	0	0	0	104	149	0	0	0	0	128	0
Slamf7	47.833333	147	0	0	0	0	0	118	0	0	0	0	309	0
Lamb2	47.833333	574	0	0	0	0	0	0	0	0	0	0	0	0
Zfp871	47.750000	184	0	0	0	0	75	126	0	0	0	0	188	0
Slc25a28	47.750000	573	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm3	47.750000	491	0	0	0	0	0	82	0	0	0	0	0	0
Cdk2ap1	47.750000	264	0	0	0	0	93	216	0	0	0	0	0	0
Cdc20	47.666667	572	0	0	0	0	0	0	0	0	0	0	0	0
H2az1	47.583333	571	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb14	47.583333	571	0	0	0	0	0	0	0	0	0	0	0	0
B3gat3	47.500000	298	0	0	0	0	103	169	0	0	0	0	0	0
Abcc4	47.500000	570	0	0	0	0	0	0	0	0	0	0	0	0
Lrig2	47.416667	0	0	0	0	185	141	243	0	0	0	0	0	0
Cpeb4	47.416667	569	0	0	0	0	0	0	0	0	0	0	0	0
Znrf1	47.333333	0	0	0	0	80	101	255	0	0	0	0	132	0
Pithd1	47.333333	293	0	0	0	0	0	0	0	0	0	0	275	0
Pank2	47.166667	0	0	0	0	90	150	326	0	0	0	0	0	0
Cdk11b	47.166667	143	0	0	0	85	96	242	0	0	0	0	0	0
Olfr111	47.083333	565	0	0	0	0	0	0	0	0	0	0	0	0
Gpr150	46.916667	563	0	0	0	0	0	0	0	0	0	0	0	0
Gga1	46.916667	233	0	0	0	0	86	100	0	0	0	0	144	0
Pan2	46.833333	306	0	0	0	0	0	86	0	0	0	0	170	0
6330409D20Rik	46.750000	561	0	0	0	0	0	0	0	0	0	0	0	0
Nfyc	46.666667	560	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd11	46.666667	98	0	0	0	0	101	184	0	0	0	0	177	0
Tmem95	46.583333	441	0	0	0	0	0	118	0	0	0	0	0	0
Sema6d	46.583333	559	0	0	0	0	0	0	0	0	0	0	0	0
Kctd11	46.583333	441	0	0	0	0	0	118	0	0	0	0	0	0
Cdkn1b	46.416667	193	0	0	0	0	103	147	0	0	0	0	114	0
Thap11	46.333333	199	0	0	0	0	127	230	0	0	0	0	0	0
Pgghg	46.333333	396	0	0	0	0	0	160	0	0	0	0	0	0
Olfr433	46.333333	295	0	0	0	0	0	85	0	0	0	0	176	0
Nutf2	46.333333	199	0	0	0	0	127	230	0	0	0	0	0	0
Ube2m	46.250000	0	0	0	0	142	151	262	0	0	0	0	0	0
Tax1bp1	46.250000	249	0	0	0	0	93	213	0	0	0	0	0	0
Polk	46.250000	555	0	0	0	0	0	0	0	0	0	0	0	0
Kat2b	46.250000	0	0	0	0	127	120	229	0	0	0	0	79	0
Chmp2a	46.250000	0	0	0	0	142	151	262	0	0	0	0	0	0
Dusp6	46.083333	132	0	0	0	98	111	212	0	0	0	0	0	0
Cdc14a	46.083333	553	0	0	0	0	0	0	0	0	0	0	0	0
Cabp1	46.083333	475	0	0	0	0	0	78	0	0	0	0	0	0
Ptbp3	46.000000	0	0	0	0	89	102	237	0	0	0	0	124	0
Ikbkg	46.000000	0	0	0	0	0	207	345	0	0	0	0	0	0
G6pdx	46.000000	0	0	0	0	0	207	345	0	0	0	0	0	0
Zup1	45.916667	0	0	0	0	120	135	181	0	0	0	0	115	0
Rmnd5a	45.833333	0	0	0	0	104	115	252	0	0	0	0	79	0
Shmt1	45.750000	0	0	0	0	118	126	305	0	0	0	0	0	0
Chpf2	45.750000	318	0	0	0	0	74	157	0	0	0	0	0	0
Blnk	45.750000	549	0	0	0	0	0	0	0	0	0	0	0	0
Zfp949	45.666667	0	0	0	0	136	129	283	0	0	0	0	0	0
Sft2d2	45.666667	240	0	0	0	0	96	212	0	0	0	0	0	0
Kdelr2	45.583333	283	0	0	0	0	69	195	0	0	0	0	0	0
Slc6a6	45.500000	0	0	0	0	119	119	308	0	0	0	0	0	0
Pcbd2	45.500000	0	0	0	0	0	154	230	0	0	0	0	162	0
Gpr146	45.500000	176	0	0	0	0	97	273	0	0	0	0	0	0
Myl4	45.250000	0	0	0	0	98	172	273	0	0	0	0	0	0
Cdc27	45.250000	0	0	0	0	98	172	273	0	0	0	0	0	0
Cdc42ep2	45.166667	542	0	0	0	0	0	0	0	0	0	0	0	0
Bin2	45.083333	0	0	0	55	0	0	204	0	0	0	0	282	0
Akap11	45.083333	0	0	0	0	133	203	205	0	0	0	0	0	0
Zfp91	45.000000	244	0	0	0	0	103	193	0	0	0	0	0	0
Tent4a	45.000000	0	0	0	0	152	177	211	0	0	0	0	0	0
Tafa3	45.000000	423	0	0	0	0	0	117	0	0	0	0	0	0
Ppm1j	45.000000	423	0	0	0	0	0	117	0	0	0	0	0	0
Etfdh	45.000000	0	0	0	0	94	166	201	0	0	0	0	79	0
4930579G24Rik	45.000000	0	0	0	0	94	166	201	0	0	0	0	79	0
Ubald1	44.916667	0	0	0	0	79	141	319	0	0	0	0	0	0
Naa80	44.833333	438	0	0	0	0	0	100	0	0	0	0	0	0
Mindy2	44.833333	0	0	0	0	108	139	291	0	0	0	0	0	0
Hyal3	44.833333	438	0	0	0	0	0	100	0	0	0	0	0	0
Hyal1	44.833333	438	0	0	0	0	0	100	0	0	0	0	0	0
Tpmt	44.750000	0	0	0	0	82	135	196	0	0	0	0	124	0
Kdm1b	44.750000	0	0	0	0	82	135	196	0	0	0	0	124	0
Zfpm1	44.666667	0	0	0	0	0	115	209	0	0	0	0	212	0
Rgl1	44.666667	0	0	0	0	89	104	210	0	0	0	0	133	0
Plscr1	44.666667	416	0	0	0	0	0	0	0	0	0	0	120	0
Orai3	44.666667	381	0	0	0	0	0	155	0	0	0	0	0	0
Arpc5	44.666667	0	0	0	0	89	104	210	0	0	0	0	133	0
1700066B19Rik	44.666667	223	0	0	0	0	140	173	0	0	0	0	0	0
Sugct	44.500000	194	0	0	0	111	125	104	0	0	0	0	0	0
Slc12a6	44.500000	161	0	0	0	124	99	150	0	0	0	0	0	0
Mplkip	44.500000	194	0	0	0	111	125	104	0	0	0	0	0	0
Aaas	44.500000	414	0	0	0	0	0	120	0	0	0	0	0	0
Ubl3	44.416667	236	0	0	0	0	82	215	0	0	0	0	0	0
Nelfa	44.416667	153	0	0	0	103	87	190	0	0	0	0	0	0
Glg1	44.416667	194	0	0	0	0	111	151	0	0	0	0	77	0
Ttc25	44.333333	532	0	0	0	0	0	0	0	0	0	0	0	0
Tspan32	44.333333	0	0	0	0	148	105	158	0	0	0	0	121	0
Tmem243	44.333333	532	0	0	0	0	0	0	0	0	0	0	0	0
Nfkb2	44.333333	441	0	0	0	0	0	91	0	0	0	0	0	0
Ddx3x	44.333333	160	0	0	0	89	88	195	0	0	0	0	0	0
Ctbp1	44.083333	0	0	0	0	149	122	258	0	0	0	0	0	0
Cd34	44.083333	529	0	0	0	0	0	0	0	0	0	0	0	0
C330018D20Rik	44.083333	439	0	0	0	0	0	0	0	0	0	0	90	0
Soga1	44.000000	528	0	0	0	0	0	0	0	0	0	0	0	0
Nr1h2	44.000000	203	0	0	0	0	96	229	0	0	0	0	0	0
Rab3a	43.916667	205	0	0	0	0	144	178	0	0	0	0	0	0
Bcl9l	43.916667	0	0	0	0	89	166	272	0	0	0	0	0	0
Tomm20l	43.833333	526	0	0	0	0	0	0	0	0	0	0	0	0
Kcna3	43.833333	140	0	0	0	0	88	176	0	0	0	0	122	0
Ell2	43.833333	0	0	0	0	122	178	226	0	0	0	0	0	0
Dipk1a	43.833333	0	0	0	0	114	81	331	0	0	0	0	0	0
Marveld1	43.750000	525	0	0	0	0	0	0	0	0	0	0	0	0
Fxr1	43.750000	0	0	0	0	167	184	174	0	0	0	0	0	0
Zfp940	43.666667	0	0	0	0	0	100	267	0	0	0	0	157	0
Rnf38	43.583333	0	0	0	0	117	109	297	0	0	0	0	0	0
Mgat1	43.583333	401	0	0	0	0	0	122	0	0	0	0	0	0
Stoml3	43.500000	0	0	0	0	0	139	243	0	0	0	0	140	0
Ndufa6	43.500000	0	0	0	0	0	101	242	0	0	0	0	179	0
Stx4a	43.416667	0	0	0	0	0	105	223	0	0	0	0	193	0
Sav1	43.416667	521	0	0	0	0	0	0	0	0	0	0	0	0
Mustn1	43.416667	0	0	0	0	0	111	281	0	0	0	0	129	0
Ing5	43.416667	91	0	0	0	0	128	302	0	0	0	0	0	0
Dtymk	43.416667	91	0	0	0	0	128	302	0	0	0	0	0	0
Ascc3	43.416667	0	0	0	0	100	151	193	0	0	0	0	77	0
Ngdn	43.250000	0	0	0	0	145	143	231	0	0	0	0	0	0
Kansl2	43.250000	0	0	0	0	107	121	291	0	0	0	0	0	0
Hemk1	43.250000	174	0	0	0	0	89	171	0	0	0	0	85	0
Jak2	43.166667	324	0	0	0	0	0	73	0	0	0	0	121	0
Gm4832	43.166667	230	0	0	0	0	0	97	0	0	0	0	191	0
Rab7b	43.083333	387	0	0	0	0	0	0	0	0	0	0	130	0
Plekhb2	43.083333	0	0	0	0	0	135	207	0	0	0	0	175	0
Wdfy1	43.000000	516	0	0	0	0	0	0	0	0	0	0	0	0
Rab11fip3	43.000000	429	0	0	0	0	0	87	0	0	0	0	0	0
Gopc	43.000000	0	0	0	0	164	119	233	0	0	0	0	0	0
Cox16	42.916667	254	0	0	0	69	75	117	0	0	0	0	0	0
Polr3b	42.833333	140	0	0	0	149	133	92	0	0	0	0	0	0
Cnst	42.833333	0	0	0	0	0	149	221	0	0	0	0	144	0
Rpl34-ps1	42.750000	513	0	0	0	0	0	0	0	0	0	0	0	0
Rpl34	42.750000	513	0	0	0	0	0	0	0	0	0	0	0	0
Lonp2	42.750000	0	0	0	0	0	147	300	0	0	0	0	66	0
Smim3	42.666667	0	0	0	0	99	152	261	0	0	0	0	0	0
Polb	42.583333	301	0	0	0	0	86	124	0	0	0	0	0	0
H4bc24	42.583333	326	0	0	0	0	0	185	0	0	0	0	0	0
H2bc23	42.583333	326	0	0	0	0	0	185	0	0	0	0	0	0
H2ac24	42.583333	326	0	0	0	0	0	185	0	0	0	0	0	0
H2ac23	42.583333	326	0	0	0	0	0	185	0	0	0	0	0	0
Ranbp2	42.500000	203	0	0	0	0	137	170	0	0	0	0	0	0
Rabgef1	42.333333	285	0	0	0	0	79	144	0	0	0	0	0	0
Rabep1	42.333333	508	0	0	0	0	0	0	0	0	0	0	0	0
Dazap2	42.333333	0	0	0	0	72	141	295	0	0	0	0	0	0
Tsc22d2	42.250000	102	0	0	0	0	93	208	0	0	0	0	104	0
Cck	42.250000	507	0	0	0	0	0	0	0	0	0	0	0	0
Rbpj	42.166667	426	0	0	0	0	0	80	0	0	0	0	0	0
Prdm1	42.166667	0	0	0	0	86	125	213	0	0	0	0	82	0
Hivep1	42.166667	199	0	0	0	0	0	97	0	0	0	0	210	0
Cdsn	42.166667	506	0	0	0	0	0	0	0	0	0	0	0	0
Stx6	42.083333	0	0	0	0	0	141	239	0	0	0	0	125	0
Slc33a1	42.083333	368	0	0	0	0	0	137	0	0	0	0	0	0
Ptp4a3	42.083333	0	0	0	0	0	136	206	0	0	0	0	163	0
Hk2	42.083333	329	0	0	0	0	0	176	0	0	0	0	0	0
Arid1b	42.000000	0	0	0	0	87	110	307	0	0	0	0	0	0
Ankar	41.916667	159	0	0	0	0	0	0	0	173	171	0	0	0
Otud7b	41.750000	0	0	0	0	0	113	193	0	0	0	0	195	0
Dynlt1f	41.750000	236	0	0	0	0	69	196	0	0	0	0	0	0
Dynlt1c	41.750000	236	0	0	0	0	69	196	0	0	0	0	0	0
Camk1d	41.750000	276	0	0	0	0	53	172	0	0	0	0	0	0
Eif4g2	41.666667	0	0	0	0	0	170	330	0	0	0	0	0	0
Phc3	41.583333	0	0	0	0	0	163	240	0	0	0	0	96	0
Pex12	41.583333	0	0	0	0	0	100	238	0	0	0	0	161	0
Dhx15	41.500000	0	0	0	0	97	121	188	0	0	0	0	92	0
Extl3	41.416667	265	0	0	0	0	95	137	0	0	0	0	0	0
Grxcr1	41.333333	496	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd12	41.333333	0	0	0	0	97	153	246	0	0	0	0	0	0
Emp1	41.250000	243	0	0	0	0	0	106	0	0	0	0	146	0
Cyb561d1	41.250000	0	0	0	0	69	144	181	0	0	0	0	101	0
Synj2	41.166667	351	0	0	0	0	0	143	0	0	0	0	0	0
Ppm1k	41.166667	130	0	0	0	65	99	200	0	0	0	0	0	0
Fos	41.166667	347	0	0	0	0	0	147	0	0	0	0	0	0
Ccnt1	41.166667	0	0	0	0	0	131	279	0	0	0	0	84	0
4930550C14Rik	41.166667	494	0	0	0	0	0	0	0	0	0	0	0	0
4930415O20Rik	41.166667	0	0	0	0	0	131	279	0	0	0	0	84	0
Atp10d	41.000000	492	0	0	0	0	0	0	0	0	0	0	0	0
Vcan	40.916667	491	0	0	0	0	0	0	0	0	0	0	0	0
Slc31a1	40.916667	491	0	0	0	0	0	0	0	0	0	0	0	0
Pou2af1	40.916667	0	0	0	0	0	72	92	0	0	0	0	327	0
Fkbp15	40.916667	491	0	0	0	0	0	0	0	0	0	0	0	0
Ern1	40.916667	0	0	0	0	0	83	212	0	0	0	0	196	0
Cobll1	40.916667	293	0	0	0	0	0	0	0	0	0	0	198	0
Pbrm1	40.833333	0	0	0	0	97	115	198	0	0	0	0	80	0
Eloc	40.833333	160	0	0	0	0	102	96	0	0	0	0	132	0
Prdm15	40.583333	487	0	0	0	0	0	0	0	0	0	0	0	0
Pim1	40.583333	399	0	0	0	0	0	88	0	0	0	0	0	0
Pdlim7	40.583333	487	0	0	0	0	0	0	0	0	0	0	0	0
Eif3d	40.583333	215	0	0	0	0	78	194	0	0	0	0	0	0
Tnfsf14	40.416667	255	0	0	0	0	93	137	0	0	0	0	0	0
Zscan29	40.333333	246	0	0	0	0	78	160	0	0	0	0	0	0
Zfp787	40.333333	370	0	0	0	0	0	114	0	0	0	0	0	0
Zfp407	40.333333	0	0	0	0	0	172	183	0	0	0	0	129	0
Sidt2	40.333333	0	0	0	0	89	183	212	0	0	0	0	0	0
H4c17	40.333333	299	0	0	0	0	0	185	0	0	0	0	0	0
Hook1	40.250000	483	0	0	0	0	0	0	0	0	0	0	0	0
Cd96	40.250000	0	0	0	0	0	159	95	0	0	0	0	229	0
Yju2	40.083333	154	0	0	0	84	73	170	0	0	0	0	0	0
Utp23	40.083333	0	0	0	0	144	150	187	0	0	0	0	0	0
Oas3	40.083333	290	0	0	0	0	94	97	0	0	0	0	0	0
Laptm5	40.000000	0	0	0	0	0	102	226	0	0	0	0	152	0
Gtf3c2	39.916667	197	0	0	0	0	84	98	0	0	0	0	100	0
Apoe	39.916667	479	0	0	0	0	0	0	0	0	0	0	0	0
Slc44a1	39.833333	478	0	0	0	0	0	0	0	0	0	0	0	0
Grk5	39.833333	478	0	0	0	0	0	0	0	0	0	0	0	0
Rbck1	39.750000	0	0	0	0	149	116	212	0	0	0	0	0	0
Il7r	39.750000	304	0	0	0	0	65	108	0	0	0	0	0	0
Spryd4	39.666667	148	0	0	0	85	0	158	0	0	0	0	85	0
Mtmr9	39.666667	197	0	0	0	0	114	165	0	0	0	0	0	0
Il23a	39.666667	306	0	0	0	0	0	0	0	0	0	0	170	0
Dmrta2	39.666667	0	0	0	0	91	133	120	0	0	0	0	132	0
Zfp660	39.583333	475	0	0	0	0	0	0	0	0	0	0	0	0
Atp7b	39.583333	0	0	0	0	142	173	160	0	0	0	0	0	0
Alg11	39.583333	0	0	0	0	142	173	160	0	0	0	0	0	0
Gm5544	39.500000	204	0	0	0	0	85	185	0	0	0	0	0	0
Tcea1	39.416667	0	0	0	0	138	108	227	0	0	0	0	0	0
Hmx2	39.416667	392	0	0	0	0	0	81	0	0	0	0	0	0
Smim7	39.333333	165	0	0	0	0	109	198	0	0	0	0	0	0
Ppp6r2	39.333333	192	0	0	0	0	99	181	0	0	0	0	0	0
Tmem19	39.250000	347	0	0	0	0	0	124	0	0	0	0	0	0
Tet2	39.250000	471	0	0	0	0	0	0	0	0	0	0	0	0
Selenok	39.250000	233	0	0	0	0	80	158	0	0	0	0	0	0
Adssl1	39.250000	172	0	0	0	0	0	120	0	0	0	0	179	0
Ikzf1	39.166667	146	0	0	0	0	76	248	0	0	0	0	0	0
Nab2	39.000000	259	0	0	0	0	125	84	0	0	0	0	0	0
Casp8	39.000000	247	0	0	0	0	110	111	0	0	0	0	0	0
Ipcef1	38.916667	467	0	0	0	0	0	0	0	0	0	0	0	0
Capn5	38.916667	467	0	0	0	0	0	0	0	0	0	0	0	0
Capzb	38.750000	0	0	0	0	71	81	313	0	0	0	0	0	0
Thg1l	38.666667	198	0	0	0	102	0	164	0	0	0	0	0	0
Sema4d	38.666667	325	0	0	0	0	0	139	0	0	0	0	0	0
Phf5a	38.666667	107	0	0	0	0	123	234	0	0	0	0	0	0
Oard1	38.666667	158	0	0	0	105	94	107	0	0	0	0	0	0
Nfya	38.666667	158	0	0	0	105	94	107	0	0	0	0	0	0
Naa25	38.666667	464	0	0	0	0	0	0	0	0	0	0	0	0
Fancc	38.666667	0	0	0	0	121	152	191	0	0	0	0	0	0
Aco2	38.666667	107	0	0	0	0	123	234	0	0	0	0	0	0
Tmem128	38.500000	199	0	0	0	0	112	151	0	0	0	0	0	0
Scarb2	38.500000	462	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl55	38.500000	0	0	0	0	74	172	216	0	0	0	0	0	0
Mbnl2	38.500000	0	0	0	0	126	134	202	0	0	0	0	0	0
Slc25a38	38.416667	188	0	0	0	0	138	135	0	0	0	0	0	0
Cops8	38.333333	0	0	0	0	80	132	248	0	0	0	0	0	0
Ahctf1	38.333333	0	0	0	0	122	148	190	0	0	0	0	0	0
Tmem9b	38.250000	252	0	0	0	0	89	118	0	0	0	0	0	0
Mb21d2	38.250000	459	0	0	0	0	0	0	0	0	0	0	0	0
Gosr2	38.250000	223	0	0	0	0	97	139	0	0	0	0	0	0
Pafah1b2	38.166667	109	0	0	0	0	0	113	0	0	0	0	236	0
Ccdc117	38.166667	224	0	0	0	88	0	146	0	0	0	0	0	0
C1d	38.166667	333	0	0	0	0	0	125	0	0	0	0	0	0
Tnip3	38.083333	457	0	0	0	0	0	0	0	0	0	0	0	0
Cmtm7	38.083333	205	0	0	0	0	75	177	0	0	0	0	0	0
Mcemp1	38.000000	456	0	0	0	0	0	0	0	0	0	0	0	0
Cox7a1	38.000000	165	0	0	0	0	89	202	0	0	0	0	0	0
Zfp317	37.916667	211	0	0	0	0	99	0	0	0	0	0	145	0
Tnfrsf1a	37.916667	455	0	0	0	0	0	0	0	0	0	0	0	0
Spef2	37.916667	455	0	0	0	0	0	0	0	0	0	0	0	0
Utp18	37.833333	0	0	0	0	151	113	190	0	0	0	0	0	0
Thnsl1	37.833333	284	0	0	0	81	0	89	0	0	0	0	0	0
Mbtd1	37.833333	0	0	0	0	151	113	190	0	0	0	0	0	0
Map3k19	37.833333	160	0	0	0	0	115	179	0	0	0	0	0	0
Enkur	37.833333	284	0	0	0	81	0	89	0	0	0	0	0	0
Frat1	37.750000	453	0	0	0	0	0	0	0	0	0	0	0	0
Creb5	37.750000	453	0	0	0	0	0	0	0	0	0	0	0	0
Cacul1	37.750000	0	0	0	0	90	122	241	0	0	0	0	0	0
Fam177a2	37.666667	0	0	0	0	0	150	162	0	0	0	0	140	0
Fam177a	37.666667	0	0	0	0	0	150	162	0	0	0	0	140	0
Cap1	37.666667	332	0	0	0	0	0	120	0	0	0	0	0	0
Rwdd2b	37.583333	171	0	0	0	89	87	104	0	0	0	0	0	0
Prcp	37.583333	451	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo30	37.583333	0	0	0	0	99	107	162	0	0	0	0	83	0
Ddias	37.583333	451	0	0	0	0	0	0	0	0	0	0	0	0
Chrnb1	37.583333	451	0	0	0	0	0	0	0	0	0	0	0	0
Zfp324	37.500000	119	0	0	0	0	108	223	0	0	0	0	0	0
Rps6ka3	37.416667	0	0	0	0	122	93	234	0	0	0	0	0	0
Prf1	37.416667	0	0	0	0	84	169	196	0	0	0	0	0	0
Lratd2	37.416667	215	0	0	0	0	98	136	0	0	0	0	0	0
Klrh1	37.416667	449	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5a	37.416667	144	0	0	0	87	83	135	0	0	0	0	0	0
Yme1l1	37.250000	447	0	0	0	0	0	0	0	0	0	0	0	0
Ptprcap	37.250000	0	0	0	0	84	103	260	0	0	0	0	0	0
Mastl	37.250000	447	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1b	37.250000	236	0	0	0	0	84	127	0	0	0	0	0	0
Slco4a1	37.166667	0	0	0	0	131	98	139	0	0	0	0	78	0
Rnf19a	37.166667	446	0	0	0	0	0	0	0	0	0	0	0	0
Elof1	37.166667	158	0	0	0	0	68	220	0	0	0	0	0	0
Srpk2	37.083333	281	0	0	0	0	0	164	0	0	0	0	0	0
Rars	37.000000	0	0	0	0	114	136	194	0	0	0	0	0	0
Ino80d	37.000000	124	0	0	0	83	137	100	0	0	0	0	0	0
Ralgds	36.916667	310	0	0	0	0	0	0	0	0	0	0	133	0
H3c11	36.916667	312	0	0	0	0	0	131	0	0	0	0	0	0
H1f5	36.916667	312	0	0	0	0	0	131	0	0	0	0	0	0
Eif4e	36.916667	0	0	0	0	117	127	199	0	0	0	0	0	0
Dhdds	36.916667	328	0	0	0	0	0	115	0	0	0	0	0	0
Csta3	36.916667	233	0	0	0	0	0	0	0	0	0	0	210	0
Clgn	36.916667	443	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw4	36.833333	442	0	0	0	0	0	0	0	0	0	0	0	0
Gas7	36.750000	441	0	0	0	0	0	0	0	0	0	0	0	0
Rnh1	36.666667	319	0	0	0	0	0	121	0	0	0	0	0	0
Mgat4a	36.666667	440	0	0	0	0	0	0	0	0	0	0	0	0
Rbm5	36.583333	152	0	0	0	0	87	200	0	0	0	0	0	0
Plekhf1	36.583333	439	0	0	0	0	0	0	0	0	0	0	0	0
Golph3	36.583333	0	0	0	0	99	110	230	0	0	0	0	0	0
Arhgap4	36.583333	340	0	0	0	0	0	99	0	0	0	0	0	0
Slc25a36	36.500000	0	0	0	0	124	96	218	0	0	0	0	0	0
Nox1	36.500000	438	0	0	0	0	0	0	0	0	0	0	0	0
Acin1	36.500000	0	0	0	0	95	71	272	0	0	0	0	0	0
1700123O20Rik	36.500000	0	0	0	0	95	71	272	0	0	0	0	0	0
Rplp0	36.416667	437	0	0	0	0	0	0	0	0	0	0	0	0
Wnt5b	36.333333	219	0	0	0	0	0	0	0	0	0	0	217	0
Snx13	36.333333	0	0	0	0	0	0	136	0	0	0	0	300	0
Mtdh	36.333333	436	0	0	0	0	0	0	0	0	0	0	0	0
Tiam1	36.250000	435	0	0	0	0	0	0	0	0	0	0	0	0
Zscan2	36.166667	434	0	0	0	0	0	0	0	0	0	0	0	0
Fadd	36.166667	434	0	0	0	0	0	0	0	0	0	0	0	0
Eepd1	36.166667	434	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l3	36.083333	433	0	0	0	0	0	0	0	0	0	0	0	0
Dtx2	36.083333	433	0	0	0	0	0	0	0	0	0	0	0	0
Zfp574	36.000000	432	0	0	0	0	0	0	0	0	0	0	0	0
Slc43a3	36.000000	242	0	0	0	61	0	129	0	0	0	0	0	0
Ptcd3	36.000000	158	0	0	0	0	104	170	0	0	0	0	0	0
Polr1a	36.000000	158	0	0	0	0	104	170	0	0	0	0	0	0
Lamp2	36.000000	432	0	0	0	0	0	0	0	0	0	0	0	0
Grik5	36.000000	432	0	0	0	0	0	0	0	0	0	0	0	0
Zc2hc1a	35.916667	245	0	0	0	0	70	116	0	0	0	0	0	0
Fam89b	35.916667	102	0	0	0	0	0	253	0	0	0	0	76	0
Ehbp1l1	35.916667	102	0	0	0	0	0	253	0	0	0	0	76	0
Cops3	35.916667	431	0	0	0	0	0	0	0	0	0	0	0	0
Zfp444	35.833333	338	0	0	0	0	0	92	0	0	0	0	0	0
Ube2j1	35.833333	0	0	0	0	0	170	260	0	0	0	0	0	0
Sat1	35.833333	0	0	0	0	94	136	200	0	0	0	0	0	0
S100a3	35.833333	174	0	0	0	0	79	101	0	0	0	0	76	0
Ppp1r3d	35.833333	430	0	0	0	0	0	0	0	0	0	0	0	0
Itgb2	35.833333	281	0	0	0	0	0	0	0	0	0	0	149	0
Fam217b	35.833333	430	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11a1	35.833333	0	0	0	0	0	109	226	0	0	0	0	95	0
Gpr15	35.750000	0	0	0	0	0	160	269	0	0	0	0	0	0
Zfp954	35.666667	199	0	0	0	0	108	121	0	0	0	0	0	0
Pdlim2	35.666667	428	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr6	35.666667	0	0	0	0	100	82	246	0	0	0	0	0	0
Cnih1	35.666667	145	0	0	0	0	82	201	0	0	0	0	0	0
Unc13a	35.583333	0	0	0	0	0	91	207	0	0	0	0	129	0
Tnfrsf9	35.583333	0	0	0	0	0	134	228	0	0	0	0	65	0
Jak3	35.583333	0	0	0	0	0	91	207	0	0	0	0	129	0
Ino80c	35.583333	0	0	0	0	0	84	117	0	0	0	0	226	0
Gm6712	35.583333	0	0	0	0	100	156	171	0	0	0	0	0	0
Zfp219	35.500000	0	0	0	0	88	97	156	0	0	0	0	85	0
Tmem253	35.500000	0	0	0	0	88	97	156	0	0	0	0	85	0
