Target_genes	Erf|Average	SRX2871267|ES_cells	SRX2871268|ES_cells	SRX2871269|ES_cells	SRX2871270|ES_cells	SRX2871271|ES_cells	SRX2871272|ES_cells	SRX209937|MEF	SRX209938|MEF	SRX2796981|Prostate_organoids	SRX2796982|Prostate_organoids	SRX2796983|Prostate_organoids	SRX2796984|Prostate_organoids	SRX2796985|Prostate_organoids	SRX2796986|Prostate_organoids	SRX2796987|Prostate_organoids	SRX2796988|Prostate_organoids	STRING
Poglut3	23.625000	0	0	0	0	0	0	0	0	174	118	0	86	0	0	0	0	0
Pitx3	23.625000	0	0	0	0	0	0	215	0	163	0	0	0	0	0	0	0	0
Ndufb1	23.625000	0	0	0	0	0	0	155	0	140	83	0	0	0	0	0	0	0
Morf4l1	23.625000	0	0	0	0	0	0	0	0	239	139	0	0	0	0	0	0	0
Med9	23.625000	0	0	0	0	0	0	0	0	178	100	0	100	0	0	0	0	0
Isg20	23.625000	0	0	0	0	0	0	0	0	214	164	0	0	0	0	0	0	0
Gbf1	23.625000	0	0	0	0	0	0	215	0	163	0	0	0	0	0	0	0	0
Fam193a	23.625000	0	0	0	0	0	0	98	0	181	99	0	0	0	0	0	0	0
Cpsf2	23.625000	0	0	0	0	0	0	155	0	140	83	0	0	0	0	0	0	0
Ccdc96	23.625000	0	0	0	0	0	0	0	0	246	132	0	0	0	0	0	0	0
Camkk2	23.625000	0	0	0	0	0	0	0	0	190	88	0	100	0	0	0	0	0
Xpo5	23.562500	0	0	0	0	0	0	0	0	212	165	0	0	0	0	0	0	0
Slc39a4	23.562500	0	0	0	0	0	0	0	0	210	167	0	0	0	0	0	0	0
Sdhb	23.562500	0	0	0	0	0	0	0	0	271	106	0	0	0	0	0	0	0
Rufy2	23.562500	0	0	0	0	0	0	0	0	267	110	0	0	0	0	0	0	0
Polh	23.562500	0	0	0	0	0	0	0	0	212	165	0	0	0	0	0	0	0
Lyve1	23.562500	0	0	0	0	0	0	0	0	262	115	0	0	0	0	0	0	0
Galnt2	23.562500	0	0	0	0	0	0	0	0	166	94	0	117	0	0	0	0	0
Gabarap	23.562500	0	0	0	0	0	0	87	0	154	136	0	0	0	0	0	0	0
Anxa3	23.562500	0	0	0	0	0	0	0	0	227	150	0	0	0	0	0	0	0
Zfp51	23.500000	0	0	0	0	0	0	223	0	153	0	0	0	0	0	0	0	0
Srgap1	23.500000	0	0	0	0	0	0	0	0	190	186	0	0	0	0	0	0	0
Sesn2	23.500000	0	0	0	0	0	0	105	0	187	84	0	0	0	0	0	0	0
Serinc2	23.500000	0	0	0	0	0	0	0	0	222	154	0	0	0	0	0	0	0
Psg25	23.500000	0	0	0	0	0	0	0	0	253	123	0	0	0	0	0	0	0
Mybl1	23.500000	0	0	0	0	0	0	256	0	120	0	0	0	0	0	0	0	0
Mcfd2	23.500000	0	0	0	0	0	0	0	0	187	104	0	85	0	0	0	0	0
Ercc4	23.500000	0	0	0	0	0	0	107	0	126	143	0	0	0	0	0	0	0
Cenpv	23.500000	0	0	0	0	0	0	0	0	214	162	0	0	0	0	0	0	0
Aamp	23.500000	0	0	0	0	0	0	0	0	244	132	0	0	0	0	0	0	0
Zfp46	23.437500	0	0	0	0	0	0	272	0	103	0	0	0	0	0	0	0	0
Tmed4	23.437500	0	0	0	0	0	0	0	0	255	120	0	0	0	0	0	0	0
Tdrd3	23.437500	0	139	0	0	0	0	0	0	142	94	0	0	0	0	0	0	0
Snapc5	23.437500	0	0	0	0	0	0	146	0	164	65	0	0	0	0	0	0	0
Ptpdc1	23.437500	0	0	0	0	0	0	0	0	212	163	0	0	0	0	0	0	0
Ppp1r35	23.437500	0	0	0	0	0	0	206	0	169	0	0	0	0	0	0	0	0
Nus1	23.437500	0	0	0	0	0	0	202	0	173	0	0	0	0	0	0	0	0
Mdfi	23.437500	0	0	0	0	0	0	0	0	224	151	0	0	0	0	0	0	0
Jag1	23.437500	0	0	0	0	0	0	0	0	168	118	0	89	0	0	0	0	0
Dnaic2	23.437500	0	0	0	0	0	0	174	0	86	0	0	115	0	0	0	0	0
Col7a1	23.437500	0	0	0	0	0	0	0	0	256	119	0	0	0	0	0	0	0
Cdcp1	23.437500	0	0	0	0	0	0	0	0	250	125	0	0	0	0	0	0	0
Trim36	23.375000	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpd52	23.375000	0	0	0	0	0	0	0	0	235	139	0	0	0	0	0	0	0
Tmed8	23.375000	0	0	0	0	0	0	251	0	123	0	0	0	0	0	0	0	0
Syvn1	23.375000	0	0	0	0	0	0	0	0	208	81	0	85	0	0	0	0	0
Siah2	23.375000	0	0	0	0	0	0	0	0	240	134	0	0	0	0	0	0	0
Samd15	23.375000	0	0	0	0	0	0	251	0	123	0	0	0	0	0	0	0	0
Myo15b	23.375000	0	0	0	0	0	0	0	0	221	153	0	0	0	0	0	0	0
Fam102a	23.375000	0	0	0	0	0	0	0	0	162	212	0	0	0	0	0	0	0
Etfdh	23.375000	0	0	0	0	0	0	206	0	168	0	0	0	0	0	0	0	0
Dnm2	23.375000	0	0	0	0	0	0	163	0	125	0	0	86	0	0	0	0	0
Dlg1	23.375000	0	0	0	0	0	0	0	0	203	75	0	96	0	0	0	0	0
Cemip2	23.375000	0	0	0	0	0	0	0	0	242	132	0	0	0	0	0	0	0
Bcdin3d	23.375000	0	0	0	0	0	0	0	0	273	101	0	0	0	0	0	0	0
4930579G24Rik	23.375000	0	0	0	0	0	0	206	0	168	0	0	0	0	0	0	0	0
Tmem9	23.312500	0	0	0	0	0	0	277	0	96	0	0	0	0	0	0	0	0
Spice1	23.312500	0	0	0	0	0	0	0	0	227	146	0	0	0	0	0	0	0
Nnat	23.312500	0	0	0	0	0	0	0	0	144	99	0	130	0	0	0	0	0
Irf2bp1	23.312500	0	0	0	0	0	0	0	0	177	196	0	0	0	0	0	0	0
Eea1	23.312500	0	0	0	0	0	0	0	0	185	87	0	101	0	0	0	0	0
Cdc42ep3	23.312500	0	0	0	0	0	0	0	0	194	179	0	0	0	0	0	0	0
Zfp647	23.250000	0	0	0	0	0	0	0	0	197	175	0	0	0	0	0	0	0
Vinac1	23.250000	0	0	0	0	0	0	0	0	166	206	0	0	0	0	0	0	0
Ttl	23.250000	0	0	0	0	0	0	0	0	166	206	0	0	0	0	0	0	0
Sin3b	23.250000	0	0	0	0	0	0	0	0	211	161	0	0	0	0	0	0	0
Ptpru	23.250000	0	0	0	0	0	0	150	0	102	120	0	0	0	0	0	0	0
Pot1b	23.250000	0	0	0	0	0	0	99	0	124	149	0	0	0	0	0	0	0
Lif	23.250000	0	0	0	0	0	0	0	0	190	182	0	0	0	0	0	0	0
Ldlrad3	23.250000	0	0	0	0	0	0	0	0	146	100	0	126	0	0	0	0	0
Klf16	23.250000	0	0	0	0	0	0	252	0	120	0	0	0	0	0	0	0	0
Dhrs4	23.250000	0	0	0	0	0	0	0	0	117	159	0	96	0	0	0	0	0
Crk	23.250000	0	0	0	0	0	0	0	0	220	152	0	0	0	0	0	0	0
Zfp644	23.187500	0	0	0	0	0	0	0	0	125	141	0	105	0	0	0	0	0
Wsb1	23.187500	0	0	0	0	0	0	175	0	196	0	0	0	0	0	0	0	0
Tlr4	23.187500	0	0	0	0	0	0	149	0	222	0	0	0	0	0	0	0	0
Tapt1	23.187500	0	0	0	0	0	0	0	0	185	92	0	94	0	0	0	0	0
Rab28	23.187500	0	0	0	0	0	0	0	0	188	105	0	78	0	0	0	0	0
Nfia	23.187500	0	0	0	0	0	0	201	170	0	0	0	0	0	0	0	0	0
Mrps24	23.187500	0	0	0	0	0	0	0	0	212	159	0	0	0	0	0	0	0
Man1a2	23.187500	0	0	0	0	0	0	0	0	156	116	0	99	0	0	0	0	0
Cyth1	23.187500	0	0	0	0	0	0	0	0	214	157	0	0	0	0	0	0	0
2610044O15Rik8	23.187500	0	0	0	0	0	0	107	0	164	100	0	0	0	0	0	0	0
Tusc1	23.125000	0	0	0	0	0	0	0	0	192	111	67	0	0	0	0	0	0
Spa17	23.125000	0	0	0	0	0	0	0	0	265	105	0	0	0	0	0	0	0
Slpi	23.125000	0	0	0	0	0	0	0	0	141	111	0	118	0	0	0	0	0
Siae	23.125000	0	0	0	0	0	0	0	0	265	105	0	0	0	0	0	0	0
Serpinb2	23.125000	0	0	0	0	0	0	0	0	244	126	0	0	0	0	0	0	0
Serinc5	23.125000	0	0	0	0	0	0	0	0	189	181	0	0	0	0	0	0	0
Prss8	23.125000	0	0	0	0	0	0	0	0	251	119	0	0	0	0	0	0	0
Mis12	23.125000	0	0	0	0	0	0	211	0	159	0	0	0	0	0	0	0	0
Fktn	23.125000	0	0	0	0	0	0	101	0	134	135	0	0	0	0	0	0	0
Dmkn	23.125000	0	0	0	0	0	0	0	0	250	120	0	0	0	0	0	0	0
Derl2	23.125000	0	0	0	0	0	0	211	0	159	0	0	0	0	0	0	0	0
Tmigd1	23.062500	0	0	0	0	0	0	0	0	240	129	0	0	0	0	0	0	0
Tmed7	23.062500	0	0	0	0	0	0	0	0	230	139	0	0	0	0	0	0	0
Srsf9	23.062500	0	0	0	0	0	0	0	0	180	98	0	91	0	0	0	0	0
Rnf141	23.062500	0	0	0	0	0	0	0	0	201	168	0	0	0	0	0	0	0
Pcbp1	23.062500	0	0	0	0	0	0	131	0	132	106	0	0	0	0	0	0	0
Insig1	23.062500	0	0	0	0	0	0	90	0	144	135	0	0	0	0	0	0	0
H3c13	23.062500	0	0	0	0	0	0	268	0	101	0	0	0	0	0	0	0	0
H2bc18	23.062500	0	0	0	0	0	0	268	0	101	0	0	0	0	0	0	0	0
Eif1a	23.062500	0	0	0	0	0	0	0	0	230	139	0	0	0	0	0	0	0
Cfap410	23.062500	0	0	0	0	0	0	0	0	277	92	0	0	0	0	0	0	0
A130010J15Rik	23.062500	0	0	0	0	0	0	138	0	231	0	0	0	0	0	0	0	0
Ttc5	23.000000	0	0	0	0	0	0	0	0	217	151	0	0	0	0	0	0	0
Tom1	23.000000	0	0	0	0	0	0	250	0	118	0	0	0	0	0	0	0	0
Tgfb2	23.000000	0	0	0	0	0	0	112	123	133	0	0	0	0	0	0	0	0
Slc22a18	23.000000	0	0	0	0	0	0	0	0	252	116	0	0	0	0	0	0	0
Rhox2b	23.000000	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0
R3hcc1	23.000000	0	0	0	0	0	0	0	0	236	132	0	0	0	0	0	0	0
Pmel	23.000000	0	0	0	0	0	0	0	0	263	105	0	0	0	0	0	0	0
Mettl21a	23.000000	0	0	0	0	0	0	0	0	257	111	0	0	0	0	0	0	0
Map3k3	23.000000	0	0	0	0	0	0	129	0	132	107	0	0	0	0	0	0	0
L3mbtl2	23.000000	0	0	0	0	0	0	144	0	110	114	0	0	0	0	0	0	0
Kif23	23.000000	0	0	0	0	0	0	0	0	216	152	0	0	0	0	0	0	0
Guk1	23.000000	0	0	0	0	0	0	0	0	197	93	0	78	0	0	0	0	0
Fndc3b	23.000000	0	0	0	0	0	0	249	0	119	0	0	0	0	0	0	0	0
Exo1	23.000000	0	0	0	0	0	0	0	0	153	119	96	0	0	0	0	0	0
Cisd2	23.000000	0	0	0	0	0	0	0	0	242	126	0	0	0	0	0	0	0
Cdk2	23.000000	0	0	0	0	0	0	0	0	263	105	0	0	0	0	0	0	0
Bcat2	23.000000	0	0	0	0	0	0	0	0	238	130	0	0	0	0	0	0	0
Adar	23.000000	0	0	0	0	0	0	0	0	133	101	0	134	0	0	0	0	0
Zfp800	22.937500	0	0	0	0	0	0	0	0	208	159	0	0	0	0	0	0	0
Tef	22.937500	0	0	0	0	0	0	152	0	215	0	0	0	0	0	0	0	0
Slc22a23	22.937500	0	0	0	0	0	0	0	0	226	141	0	0	0	0	0	0	0
Oas1f	22.937500	0	0	0	0	0	0	0	0	238	129	0	0	0	0	0	0	0
Lamb3	22.937500	0	0	0	0	0	0	0	0	221	146	0	0	0	0	0	0	0
Hoxa11	22.937500	0	0	0	0	0	0	123	0	244	0	0	0	0	0	0	0	0
Hopx	22.937500	0	0	0	0	0	0	0	0	192	175	0	0	0	0	0	0	0
Gm15517	22.937500	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0
Fstl3	22.937500	0	0	0	0	0	0	169	0	198	0	0	0	0	0	0	0	0
Dnm1	22.937500	0	0	0	0	0	0	0	0	205	162	0	0	0	0	0	0	0
Caml	22.937500	0	0	0	0	0	0	0	0	263	104	0	0	0	0	0	0	0
Calcoco1	22.937500	0	0	0	0	0	0	169	0	198	0	0	0	0	0	0	0	0
Afg3l2	22.937500	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0
Zfp267	22.875000	0	0	0	0	0	0	150	0	138	78	0	0	0	0	0	0	0
Usp33	22.875000	0	0	0	0	0	0	0	0	247	119	0	0	0	0	0	0	0
Tpm3	22.875000	0	0	0	0	0	0	201	0	165	0	0	0	0	0	0	0	0
Spire2	22.875000	0	0	0	0	0	0	118	0	162	86	0	0	0	0	0	0	0
Rusc2	22.875000	0	0	0	0	0	0	0	0	162	127	0	77	0	0	0	0	0
Map4	22.875000	0	0	0	0	0	0	205	0	161	0	0	0	0	0	0	0	0
Kctd4	22.875000	0	0	0	0	0	0	0	0	204	162	0	0	0	0	0	0	0
Fbxl18	22.875000	0	0	0	0	0	0	0	0	266	100	0	0	0	0	0	0	0
Dnase2a	22.875000	0	0	0	0	0	0	168	198	0	0	0	0	0	0	0	0	0
Cst6	22.875000	0	0	0	0	0	0	187	0	179	0	0	0	0	0	0	0	0
Chmp4c	22.875000	0	0	0	0	0	0	0	0	249	117	0	0	0	0	0	0	0
Catsperg2	22.875000	0	0	0	0	0	0	0	0	216	0	0	150	0	0	0	0	0
Bcl2	22.875000	0	0	0	0	0	0	0	0	173	77	0	116	0	0	0	0	0
Atxn3	22.875000	0	0	0	0	0	0	0	0	238	128	0	0	0	0	0	0	0
Ttll4	22.812500	0	0	0	0	0	0	0	0	114	131	0	120	0	0	0	0	0
Ttll13	22.812500	0	0	0	0	0	0	253	0	112	0	0	0	0	0	0	0	0
Slc22a15	22.812500	0	0	0	0	0	0	0	0	158	119	0	88	0	0	0	0	0
Sgo2a	22.812500	0	0	0	0	0	0	0	0	168	83	0	114	0	0	0	0	0
Rnaseh2a	22.812500	0	0	0	0	0	0	163	0	111	91	0	0	0	0	0	0	0
Prdx2	22.812500	0	0	0	0	0	0	163	0	111	91	0	0	0	0	0	0	0
Naxe	22.812500	0	0	0	0	0	0	0	0	191	174	0	0	0	0	0	0	0
Kif16b	22.812500	0	0	0	0	0	0	0	0	145	113	0	107	0	0	0	0	0
Foxo6	22.812500	0	0	0	0	0	0	0	0	214	151	0	0	0	0	0	0	0
Chpf2	22.812500	0	0	0	0	0	0	129	0	131	105	0	0	0	0	0	0	0
Ccng1	22.812500	0	0	0	0	0	0	132	0	116	117	0	0	0	0	0	0	0
Ccdc43	22.812500	0	0	0	0	0	0	0	0	182	183	0	0	0	0	0	0	0
Arhgap27	22.812500	0	0	0	0	0	0	0	0	237	128	0	0	0	0	0	0	0
2310030G06Rik	22.812500	0	0	0	0	0	0	0	0	190	104	71	0	0	0	0	0	0
Zfp248	22.750000	0	0	0	0	0	0	0	0	153	118	0	93	0	0	0	0	0
U2af2	22.750000	0	0	0	0	0	0	0	0	248	116	0	0	0	0	0	0	0
Tubb6	22.750000	0	0	0	0	0	0	0	0	213	151	0	0	0	0	0	0	0
Tomm40l	22.750000	0	167	0	0	0	0	0	0	133	64	0	0	0	0	0	0	0
Tent4a	22.750000	0	0	0	0	0	0	126	0	143	95	0	0	0	0	0	0	0
Sdhaf1	22.750000	0	0	0	0	0	0	0	0	228	136	0	0	0	0	0	0	0
Rcor1	22.750000	0	0	0	0	0	0	232	0	132	0	0	0	0	0	0	0	0
Nubpl	22.750000	0	0	0	0	0	0	0	0	272	92	0	0	0	0	0	0	0
Itpr2	22.750000	0	0	0	0	0	0	222	0	142	0	0	0	0	0	0	0	0
Bard1	22.750000	0	0	0	0	0	0	0	0	158	111	0	95	0	0	0	0	0
Apoa2	22.750000	0	167	0	0	0	0	0	0	133	64	0	0	0	0	0	0	0
Ankk1	22.750000	0	0	0	0	0	0	0	0	207	157	0	0	0	0	0	0	0
Prkar1a	22.687500	0	0	0	0	0	0	0	0	171	105	0	87	0	0	0	0	0
Pip4p1	22.687500	0	0	0	0	0	0	209	0	154	0	0	0	0	0	0	0	0
Osbpl10	22.687500	0	0	0	0	0	0	0	0	142	147	0	74	0	0	0	0	0
Lama3	22.687500	0	0	0	0	0	0	0	0	221	142	0	0	0	0	0	0	0
Klhl36	22.687500	0	0	0	0	0	0	0	0	211	152	0	0	0	0	0	0	0
Kcnk1	22.687500	0	0	0	0	0	0	0	0	201	162	0	0	0	0	0	0	0
Itsn1	22.687500	0	0	0	0	0	0	237	0	126	0	0	0	0	0	0	0	0
Dynll2	22.687500	0	0	0	0	0	0	0	0	198	165	0	0	0	0	0	0	0
Cryzl1	22.687500	0	0	0	0	0	0	237	0	126	0	0	0	0	0	0	0	0
Clca2	22.687500	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0
Cdh1	22.687500	0	0	0	0	0	0	0	0	265	98	0	0	0	0	0	0	0
Cat	22.687500	0	0	0	0	0	0	144	0	124	95	0	0	0	0	0	0	0
Ttc27	22.625000	0	0	0	0	0	0	115	0	124	123	0	0	0	0	0	0	0
Them7	22.625000	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0
Ppp6r3	22.625000	0	0	0	0	0	0	0	0	207	155	0	0	0	0	0	0	0
Mtrex	22.625000	0	0	0	0	0	0	0	0	252	110	0	0	0	0	0	0	0
Krt33a	22.625000	0	0	0	0	0	0	0	0	230	132	0	0	0	0	0	0	0
Il1r1	22.625000	0	0	0	0	0	0	0	0	165	197	0	0	0	0	0	0	0
H4c9	22.625000	0	0	0	0	0	0	212	0	150	0	0	0	0	0	0	0	0
H2bc11	22.625000	0	0	0	0	0	0	212	0	150	0	0	0	0	0	0	0	0
H2ac11	22.625000	0	0	0	0	0	0	212	0	150	0	0	0	0	0	0	0	0
Dhx29	22.625000	0	0	0	0	0	0	0	0	252	110	0	0	0	0	0	0	0
Cdc42	22.625000	0	0	0	0	0	0	0	0	130	102	0	130	0	0	0	0	0
Arhgdib	22.625000	0	0	0	0	0	0	204	0	158	0	0	0	0	0	0	0	0
Zfp9	22.562500	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0
Rufy3	22.562500	0	0	0	0	0	0	0	0	186	175	0	0	0	0	0	0	0
Rdh12	22.562500	0	0	0	0	0	0	0	0	200	161	0	0	0	0	0	0	0
Mrpl36	22.562500	0	0	0	0	0	0	120	0	142	99	0	0	0	0	0	0	0
Klhl7	22.562500	0	0	0	0	0	0	0	0	256	105	0	0	0	0	0	0	0
Kctd17	22.562500	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0
Katna1	22.562500	0	0	0	0	0	0	0	0	199	162	0	0	0	0	0	0	0
Eif3j2	22.562500	0	0	0	0	0	0	217	0	144	0	0	0	0	0	0	0	0
Eif3j1	22.562500	0	0	0	0	0	0	217	0	144	0	0	0	0	0	0	0	0
Cyp51	22.562500	0	0	0	0	0	0	183	0	178	0	0	0	0	0	0	0	0
Cobll1	22.562500	0	0	0	0	0	0	0	0	196	165	0	0	0	0	0	0	0
Btbd18	22.562500	0	0	0	0	0	0	187	0	174	0	0	0	0	0	0	0	0
Tmem14c	22.500000	0	0	0	0	0	0	0	0	120	166	0	74	0	0	0	0	0
Snrk	22.500000	0	0	0	0	0	0	0	0	162	110	0	88	0	0	0	0	0
Serpine1	22.500000	0	0	0	0	0	0	0	0	202	158	0	0	0	0	0	0	0
Ptbp1	22.500000	0	0	0	0	0	0	137	0	132	91	0	0	0	0	0	0	0
Psmd11	22.500000	0	0	0	0	0	0	0	0	277	83	0	0	0	0	0	0	0
Prlhr	22.500000	0	0	0	0	0	0	0	0	170	190	0	0	0	0	0	0	0
Phgdh	22.500000	0	0	0	0	0	0	0	0	231	129	0	0	0	0	0	0	0
Med21	22.500000	0	0	0	0	0	0	0	0	257	103	0	0	0	0	0	0	0
Kif20a	22.500000	0	0	0	0	0	0	0	0	232	128	0	0	0	0	0	0	0
Fbp2	22.500000	0	0	0	0	0	0	0	0	231	129	0	0	0	0	0	0	0
Dusp22	22.500000	0	0	0	0	0	0	0	0	186	174	0	0	0	0	0	0	0
Clip4	22.500000	0	0	0	0	0	0	188	0	172	0	0	0	0	0	0	0	0
Ces2g	22.500000	0	0	0	0	0	0	0	0	169	191	0	0	0	0	0	0	0
Cds2	22.500000	0	0	0	0	0	0	0	0	238	122	0	0	0	0	0	0	0
Brd8	22.500000	0	0	0	0	0	0	0	0	232	128	0	0	0	0	0	0	0
Atp2a2	22.500000	0	0	0	0	0	0	0	0	172	107	0	81	0	0	0	0	0
Tpm1	22.437500	0	0	0	0	0	0	118	0	133	108	0	0	0	0	0	0	0
Slc10a5	22.437500	0	0	0	0	0	0	165	0	194	0	0	0	0	0	0	0	0
Pard6b	22.437500	0	0	0	0	0	0	0	0	207	152	0	0	0	0	0	0	0
Otud3	22.437500	0	0	0	0	0	0	0	0	232	127	0	0	0	0	0	0	0
Lsm11	22.437500	0	0	0	0	0	0	0	0	275	84	0	0	0	0	0	0	0
Klhl40	22.437500	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0
Impa1	22.437500	0	0	0	0	0	0	165	0	194	0	0	0	0	0	0	0	0
Entpd4b	22.437500	0	0	0	0	0	0	0	0	236	123	0	0	0	0	0	0	0
Entpd4	22.437500	0	0	0	0	0	0	0	0	236	123	0	0	0	0	0	0	0
Dcun1d4	22.437500	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0
Apeh	22.437500	0	0	0	0	0	0	0	0	191	168	0	0	0	0	0	0	0
Zadh2	22.375000	0	0	0	0	0	0	97	0	137	124	0	0	0	0	0	0	0
Tshz1	22.375000	0	0	0	0	0	0	97	0	137	124	0	0	0	0	0	0	0
Tnrc6c	22.375000	0	0	0	0	0	0	0	0	233	125	0	0	0	0	0	0	0
Timp2	22.375000	0	0	0	0	0	0	0	0	200	158	0	0	0	0	0	0	0
Smap2	22.375000	0	0	0	0	0	0	186	0	172	0	0	0	0	0	0	0	0
Rmc1	22.375000	0	0	0	0	0	0	0	0	210	148	0	0	0	0	0	0	0
Parp12	22.375000	0	0	0	0	0	0	0	0	125	136	0	97	0	0	0	0	0
Pank1	22.375000	0	0	0	0	0	0	244	0	114	0	0	0	0	0	0	0	0
Olfr876	22.375000	0	0	0	0	0	0	0	0	173	95	0	90	0	0	0	0	0
Nckap1	22.375000	0	0	0	0	0	0	0	0	198	160	0	0	0	0	0	0	0
Mthfs	22.375000	0	0	0	0	0	0	224	0	134	0	0	0	0	0	0	0	0
Mosmo	22.375000	0	0	0	0	0	0	0	0	179	179	0	0	0	0	0	0	0
Mgat4c	22.375000	0	0	0	0	0	0	0	0	231	127	0	0	0	0	0	0	0
Hoxa2	22.375000	0	0	0	0	0	0	0	0	184	0	174	0	0	0	0	0	0
Hoxa1	22.375000	0	0	0	0	0	0	0	0	184	0	174	0	0	0	0	0	0
Coro2a	22.375000	0	0	0	0	0	0	0	0	248	110	0	0	0	0	0	0	0
Btbd7	22.375000	0	0	0	0	0	0	215	0	143	0	0	0	0	0	0	0	0
Zfp2	22.312500	0	0	0	0	0	0	0	0	233	124	0	0	0	0	0	0	0
Tra2b	22.312500	0	0	0	0	0	0	100	0	169	88	0	0	0	0	0	0	0
Samm50	22.312500	0	0	0	0	0	0	0	0	171	186	0	0	0	0	0	0	0
Mettl15	22.312500	0	0	0	0	0	0	141	0	216	0	0	0	0	0	0	0	0
Kif18a	22.312500	0	0	0	0	0	0	141	0	216	0	0	0	0	0	0	0	0
Gusb	22.312500	0	0	0	0	0	0	246	0	111	0	0	0	0	0	0	0	0
Gaa	22.312500	0	0	0	0	0	0	0	0	201	156	0	0	0	0	0	0	0
Cdca4	22.312500	0	0	0	0	0	0	242	0	0	115	0	0	0	0	0	0	0
Trit1	22.250000	0	0	0	0	0	0	107	0	146	103	0	0	0	0	0	0	0
Mcoln1	22.250000	0	0	0	0	0	0	0	0	235	121	0	0	0	0	0	0	0
Grsf1	22.250000	0	0	0	0	0	0	0	0	205	151	0	0	0	0	0	0	0
Ccng2	22.250000	0	0	0	0	0	0	0	0	190	166	0	0	0	0	0	0	0
Zfp85	22.187500	0	0	0	0	0	0	0	0	171	113	0	71	0	0	0	0	0
Zfp236	22.187500	0	0	0	0	0	0	0	0	217	138	0	0	0	0	0	0	0
Spint1	22.187500	0	0	0	0	0	0	0	0	226	129	0	0	0	0	0	0	0
Rpusd2	22.187500	0	0	0	0	0	0	0	0	188	167	0	0	0	0	0	0	0
Pms2	22.187500	0	0	0	0	0	0	146	0	116	93	0	0	0	0	0	0	0
Pcgf3	22.187500	0	0	0	0	0	0	0	0	169	80	0	106	0	0	0	0	0
Mapk8	22.187500	0	0	0	0	0	0	0	0	211	144	0	0	0	0	0	0	0
Itpkc	22.187500	0	0	0	0	0	0	144	0	128	83	0	0	0	0	0	0	0
Eif2ak4	22.187500	0	0	0	0	0	0	0	0	237	118	0	0	0	0	0	0	0
Defb14	22.187500	0	0	0	0	0	0	0	0	197	158	0	0	0	0	0	0	0
Atg16l2	22.187500	0	0	0	0	0	0	0	0	220	135	0	0	0	0	0	0	0
Arhgap30	22.187500	0	0	0	0	0	0	0	0	239	116	0	0	0	0	0	0	0
Aimp2	22.187500	0	0	0	0	0	0	146	0	116	93	0	0	0	0	0	0	0
Trp53inp1	22.125000	0	0	0	0	0	0	0	0	211	143	0	0	0	0	0	0	0
Snap29	22.125000	0	0	0	0	0	0	0	0	209	145	0	0	0	0	0	0	0
Smim6	22.125000	0	0	0	0	0	0	0	0	214	140	0	0	0	0	0	0	0
Pi4ka	22.125000	0	0	0	0	0	0	0	0	209	145	0	0	0	0	0	0	0
Mreg	22.125000	0	0	0	0	0	0	0	0	180	108	0	66	0	0	0	0	0
Kdm2b	22.125000	0	0	0	0	0	0	0	0	243	111	0	0	0	0	0	0	0
Iah1	22.125000	0	0	0	0	0	0	117	0	138	99	0	0	0	0	0	0	0
Hsd17b12	22.125000	0	0	0	0	0	0	0	0	170	83	101	0	0	0	0	0	0
H2-T24	22.125000	0	0	0	0	0	0	0	0	234	120	0	0	0	0	0	0	0
Epb41l4b	22.125000	0	0	0	0	0	0	0	0	197	157	0	0	0	0	0	0	0
Ddi2	22.125000	0	0	0	0	0	0	0	0	182	172	0	0	0	0	0	0	0
Cnot6	22.125000	0	0	0	0	0	0	0	0	219	135	0	0	0	0	0	0	0
Ccdc3	22.125000	0	0	0	0	0	0	0	0	118	148	0	88	0	0	0	0	0
B3gnt9	22.125000	0	0	0	0	0	0	117	0	237	0	0	0	0	0	0	0	0
AB010352	22.125000	0	0	0	0	0	0	266	0	88	0	0	0	0	0	0	0	0
Zfp637	22.062500	0	0	0	0	0	0	0	0	171	182	0	0	0	0	0	0	0
Zfp108	22.062500	0	0	0	0	0	0	0	0	219	0	0	134	0	0	0	0	0
Tmem87a	22.062500	0	0	0	0	0	0	0	0	228	125	0	0	0	0	0	0	0
Sh3d19	22.062500	0	0	0	0	0	0	0	0	215	138	0	0	0	0	0	0	0
Sgca	22.062500	0	0	0	0	0	0	0	0	162	191	0	0	0	0	0	0	0
Sash1	22.062500	0	0	0	0	0	0	0	0	112	139	0	102	0	0	0	0	0
Rtf1	22.062500	0	0	0	0	0	0	0	0	118	135	0	100	0	0	0	0	0
Rce1	22.062500	0	0	0	0	0	0	200	0	153	0	0	0	0	0	0	0	0
Ppp1r7	22.062500	0	0	0	0	0	0	216	0	137	0	0	0	0	0	0	0	0
